# Extracted band/energy data from diamond_pd_projwfc.out
# nkstot   = 2
# nbnd     = 862
# natomwfc = 860
# n_atoms  = 215

# Total k-point blocks found in file = 2
# Analysis mode = SPIN POLARIZED

============================================================
SPIN UP
============================================================

--- k-point 1  (k = 0.0000000000 0.0000000000 0.0000000000) ---

Band 1   energy = -8.30774 eV

Band 318   energy = 8.32781 eV
atom    s              p_x            p_y            p_z            tot            
3       0.000000       0.000196       0.000016       0.000000       0.000212       
7       0.000000       0.000016       0.000196       0.000000       0.000212       
38      0.000000       0.000000       0.000144       0.000004       0.000148       
54      0.000000       0.000009       0.000000       0.000225       0.000234       
57      0.000000       0.000121       0.000016       0.000009       0.000146       
187     0.000000       0.000000       0.000169       0.000009       0.000178       
tot     0.000000       0.001724       0.001923       0.001296       0.998000

Band 319   energy = 8.33124 eV
atom    s              p_x            p_y            p_z            tot            
13      0.000000       0.000000       0.000000       0.000225       0.000225       
93      0.000000       0.000001       0.000036       0.000121       0.000158       
104     0.000000       0.000169       0.000016       0.000009       0.000194       
175     0.000000       0.000144       0.000025       0.000000       0.000169       
199     0.000000       0.000000       0.000001       0.000256       0.000257       
206     0.000000       0.000000       0.000000       0.000121       0.000121       
tot     0.000024       0.001422       0.000889       0.001988       0.997000

Band 320   energy = 8.33125 eV
atom    s              p_x            p_y            p_z            tot            
11      0.000000       0.000016       0.000000       0.000169       0.000185       
85      0.000000       0.000289       0.000004       0.000000       0.000293       
96      0.000000       0.000001       0.000000       0.000289       0.000290       
100     0.000000       0.000000       0.000144       0.000009       0.000153       
182     0.000000       0.000121       0.000000       0.000064       0.000185       
203     0.000000       0.000016       0.000000       0.000196       0.000212       
tot     0.000030       0.001276       0.001156       0.001919       0.997000

Band 321   energy = 8.33644 eV
atom    s              p_x            p_y            p_z            tot            
90      0.000000       0.000144       0.000000       0.000036       0.000180       
100     0.000000       0.000144       0.000000       0.000036       0.000180       
171     0.000000       0.000256       0.000049       0.000000       0.000305       
187     0.000000       0.000441       0.000000       0.000000       0.000441       
196     0.000000       0.000009       0.000000       0.000225       0.000234       
207     0.000000       0.000064       0.000000       0.000225       0.000289       
tot     0.000015       0.002376       0.001021       0.001633       0.997000

Band 322   energy = 8.33646 eV
atom    s              p_x            p_y            p_z            tot            
90      0.000000       0.000004       0.000256       0.000000       0.000260       
102     0.000000       0.000000       0.000144       0.000009       0.000153       
146     0.000000       0.000036       0.000196       0.000000       0.000232       
153     0.000000       0.000144       0.000000       0.000004       0.000148       
160     0.000000       0.000000       0.000529       0.000004       0.000533       
209     0.000000       0.000004       0.000169       0.000025       0.000198       
tot     0.000022       0.001125       0.002847       0.001142       0.997000

Band 323   energy = 8.34047 eV
atom    s              p_x            p_y            p_z            tot            
142     0.000000       0.000000       0.000004       0.000144       0.000148       
157     0.000000       0.000144       0.000000       0.000004       0.000148       
169     0.000000       0.000000       0.000000       0.000196       0.000196       
176     0.000000       0.000000       0.000144       0.000004       0.000148       
193     0.000000       0.000169       0.000000       0.000000       0.000169       
195     0.000000       0.000004       0.000121       0.000004       0.000129       
tot     0.000024       0.001436       0.001324       0.001677       0.998000

Band 324   energy = 8.35046 eV
atom    s              p_x            p_y            p_z            tot            
38      0.000000       0.000144       0.000025       0.000036       0.000205       
67      0.000000       0.000049       0.000121       0.000000       0.000170       
110     0.000000       0.000000       0.000025       0.000144       0.000169       
118     0.000000       0.000400       0.000000       0.000000       0.000400       
120     0.000000       0.000000       0.000196       0.000001       0.000197       
124     0.000000       0.000049       0.000064       0.000000       0.000113       
tot     0.000075       0.001507       0.001336       0.001096       0.996000

Band 325   energy = 8.35047 eV
atom    s              p_x            p_y            p_z            tot            
19      0.000000       0.000000       0.000000       0.000100       0.000100       
23      0.000000       0.000081       0.000196       0.000016       0.000293       
113     0.000000       0.000000       0.000144       0.000000       0.000144       
129     0.000000       0.000000       0.000004       0.000441       0.000445       
133     0.000000       0.000081       0.000049       0.000016       0.000146       
188     0.000000       0.000049       0.000049       0.000000       0.000098       
tot     0.000064       0.001220       0.001582       0.001339       0.996000

Band 326   energy = 8.35093 eV
atom    s              p_x            p_y            p_z            tot            
92      0.000000       0.000361       0.000000       0.000000       0.000361       
94      0.000000       0.000000       0.000289       0.000009       0.000298       
97      0.000000       0.000000       0.000009       0.000225       0.000234       
99      0.000000       0.000121       0.000016       0.000784       0.000921       
103     0.000000       0.000000       0.000004       0.000324       0.000328       
125     0.000000       0.000081       0.000016       0.000529       0.000626       
tot     0.000025       0.001556       0.001009       0.003810       0.997000

Band 327   energy = 8.35360 eV
atom    s              p_x            p_y            p_z            tot            
63      0.000000       0.000000       0.000225       0.000000       0.000225       
100     0.000000       0.000001       0.000004       0.000121       0.000126       
101     0.000000       0.000016       0.000004       0.000100       0.000120       
102     0.000000       0.000000       0.000000       0.000169       0.000169       
116     0.000000       0.000081       0.000225       0.000000       0.000306       
127     0.000000       0.000001       0.000016       0.000196       0.000213       
tot     0.000060       0.001247       0.001663       0.001340       0.996000

Band 328   energy = 8.35360 eV
atom    s              p_x            p_y            p_z            tot            
9       0.000000       0.000004       0.000025       0.000121       0.000150       
82      0.000000       0.000016       0.000004       0.000144       0.000164       
100     0.000000       0.000144       0.000000       0.000000       0.000144       
102     0.000000       0.000000       0.000169       0.000000       0.000169       
108     0.000000       0.000004       0.000000       0.000324       0.000328       
116     0.000000       0.000081       0.000049       0.000081       0.000211       
tot     0.000058       0.001129       0.001096       0.001757       0.996000

Band 329   energy = 8.36142 eV
atom    s              p_x            p_y            p_z            tot            
11      0.000000       0.000144       0.000000       0.000000       0.000144       
13      0.000000       0.000000       0.000144       0.000000       0.000144       
114     0.000000       0.000009       0.000144       0.000000       0.000153       
141     0.000000       0.000169       0.000000       0.000000       0.000169       
166     0.000000       0.000000       0.000196       0.000000       0.000196       
204     0.000000       0.000144       0.000001       0.000000       0.000145       
tot     0.000057       0.001504       0.001499       0.001539       0.997000

Band 330   energy = 8.36267 eV
atom    s              p_x            p_y            p_z            tot            
20      0.000000       0.000025       0.000049       0.000000       0.000074       
37      0.000000       0.000000       0.000001       0.000100       0.000101       
141     0.000000       0.000000       0.000000       0.000100       0.000100       
166     0.000000       0.000000       0.000000       0.000100       0.000100       
179     0.000000       0.000000       0.000000       0.000100       0.000100       
212     0.000000       0.000081       0.000004       0.000000       0.000085       
tot     0.000018       0.001087       0.001051       0.001540       0.996000

Band 331   energy = 8.36447 eV
atom    s              p_x            p_y            p_z            tot            
12      0.000000       0.000000       0.000225       0.000001       0.000226       
16      0.000000       0.000256       0.000000       0.000000       0.000256       
27      0.000004       0.000016       0.000004       0.000121       0.000145       
137     0.000000       0.000144       0.000000       0.000000       0.000144       
141     0.000000       0.000000       0.000121       0.000001       0.000122       
210     0.000001       0.000100       0.000064       0.000004       0.000169       
tot     0.000068       0.001551       0.001506       0.000976       0.995000

Band 332   energy = 8.36448 eV
atom    s              p_x            p_y            p_z            tot            
56      0.000000       0.000001       0.000004       0.000144       0.000149       
61      0.000001       0.000004       0.000000       0.000121       0.000126       
137     0.000000       0.000004       0.000004       0.000196       0.000204       
162     0.000000       0.000000       0.000000       0.000289       0.000289       
202     0.000000       0.000121       0.000009       0.000000       0.000130       
204     0.000000       0.000009       0.000144       0.000000       0.000153       
tot     0.000057       0.001111       0.001109       0.001948       0.995000

Band 333   energy = 8.37734 eV
atom    s              p_x            p_y            p_z            tot            
30      0.000000       0.000000       0.000324       0.000004       0.000328       
31      0.000000       0.000225       0.000000       0.000000       0.000225       
107     0.000000       0.000004       0.000000       0.000196       0.000200       
119     0.000000       0.000004       0.000000       0.000196       0.000200       
189     0.000000       0.000000       0.000324       0.000000       0.000324       
191     0.000000       0.000225       0.000000       0.000000       0.000225       
tot     0.000026       0.001726       0.001750       0.001532       0.997000

Band 334   energy = 8.37735 eV
atom    s              p_x            p_y            p_z            tot            
16      0.000000       0.000000       0.000009       0.000169       0.000178       
27      0.000000       0.000049       0.000121       0.000001       0.000171       
80      0.000000       0.000000       0.000196       0.000004       0.000200       
132     0.000000       0.000000       0.000324       0.000000       0.000324       
167     0.000000       0.000000       0.000009       0.000169       0.000178       
177     0.000000       0.000000       0.000256       0.000004       0.000260       
tot     0.000022       0.001142       0.001819       0.001715       0.997000

Band 335   energy = 8.38384 eV
atom    s              p_x            p_y            p_z            tot            
5       0.000000       0.000064       0.000064       0.000000       0.000128       
22      0.000000       0.000000       0.000000       0.000144       0.000144       
44      0.000000       0.000000       0.000169       0.000009       0.000178       
69      0.000000       0.000100       0.000000       0.000025       0.000125       
128     0.000000       0.000000       0.000169       0.000009       0.000178       
171     0.000000       0.000009       0.000000       0.000121       0.000130       
tot     0.000041       0.001646       0.001730       0.001493       0.997000

Band 336   energy = 8.38497 eV
atom    s              p_x            p_y            p_z            tot            
69      0.000000       0.000004       0.000100       0.000000       0.000104       
90      0.000001       0.000036       0.000004       0.000225       0.000266       
112     0.000000       0.000004       0.000025       0.000100       0.000129       
116     0.000000       0.000036       0.000004       0.000225       0.000265       
121     0.000000       0.000000       0.000256       0.000000       0.000256       
123     0.000000       0.000225       0.000000       0.000000       0.000225       
tot     0.000137       0.001126       0.001100       0.001453       0.995000

Band 337   energy = 8.39040 eV
atom    s              p_x            p_y            p_z            tot            
58      0.000000       0.000000       0.000000       0.000100       0.000100       
73      0.000000       0.000000       0.000009       0.000121       0.000130       
134     0.000000       0.000000       0.000000       0.000121       0.000121       
135     0.000000       0.000000       0.000000       0.000225       0.000225       
147     0.000000       0.000100       0.000009       0.000009       0.000118       
164     0.000000       0.000004       0.000004       0.000144       0.000152       
tot     0.000016       0.000971       0.000629       0.002585       0.998000

Band 338   energy = 8.39042 eV
atom    s              p_x            p_y            p_z            tot            
9       0.000004       0.000064       0.000064       0.000000       0.000132       
17      0.000000       0.000004       0.000000       0.000144       0.000148       
19      0.000000       0.000004       0.000000       0.000225       0.000229       
198     0.000000       0.000000       0.000064       0.000169       0.000233       
200     0.000000       0.000169       0.000000       0.000049       0.000218       
214     0.000000       0.000004       0.000000       0.000144       0.000148       
tot     0.000009       0.001314       0.000920       0.001975       0.998000

Band 339   energy = 8.40124 eV
atom    s              p_x            p_y            p_z            tot            
6       0.000000       0.000225       0.000000       0.000000       0.000225       
7       0.000000       0.000121       0.000000       0.000004       0.000125       
14      0.000000       0.000100       0.000000       0.000169       0.000269       
60      0.000000       0.000196       0.000000       0.000000       0.000196       
68      0.000000       0.000100       0.000004       0.000049       0.000153       
197     0.000000       0.000004       0.000000       0.000400       0.000404       
tot     0.000019       0.001971       0.001146       0.001653       0.997000

Band 340   energy = 8.40125 eV
atom    s              p_x            p_y            p_z            tot            
41      0.000000       0.000036       0.000004       0.000361       0.000401       
68      0.000000       0.000000       0.000000       0.000169       0.000169       
97      0.000000       0.000169       0.000000       0.000000       0.000169       
173     0.000000       0.000225       0.000000       0.000100       0.000325       
178     0.000000       0.000000       0.000144       0.000009       0.000153       
185     0.000000       0.000000       0.000169       0.000009       0.000178       
tot     0.000016       0.001391       0.001513       0.002051       0.997000

Band 341   energy = 8.42941 eV
atom    s              p_x            p_y            p_z            tot            
1       0.000000       0.000256       0.000144       0.000000       0.000400       
27      0.000000       0.000081       0.000064       0.000000       0.000145       
52      0.000000       0.000001       0.000000       0.000121       0.000122       
136     0.000000       0.000000       0.000169       0.000000       0.000169       
158     0.000000       0.000121       0.000000       0.000016       0.000137       
167     0.000000       0.000144       0.000000       0.000000       0.000144       
tot     0.000009       0.001606       0.001607       0.001079       0.998000

Band 342   energy = 8.42942 eV
atom    s              p_x            p_y            p_z            tot            
52      0.000000       0.000001       0.000049       0.000100       0.000150       
61      0.000000       0.000036       0.000016       0.000036       0.000088       
75      0.000000       0.000144       0.000036       0.000064       0.000244       
126     0.000000       0.000000       0.000000       0.000100       0.000100       
189     0.000000       0.000000       0.000025       0.000081       0.000106       
214     0.000000       0.000081       0.000049       0.000000       0.000130       
tot     0.000006       0.001171       0.001238       0.001267       0.998000

Band 343   energy = 8.44977 eV
atom    s              p_x            p_y            p_z            tot            
5       0.000000       0.000000       0.000009       0.000576       0.000585       
44      0.000000       0.000729       0.000000       0.000000       0.000729       
69      0.000000       0.000000       0.000576       0.000009       0.000585       
112     0.000000       0.000064       0.000196       0.000144       0.000404       
121     0.000000       0.000016       0.000961       0.000000       0.000977       
123     0.000000       0.000729       0.000009       0.000036       0.000774       
tot     0.000051       0.002915       0.002994       0.002107       0.996000

Band 344   energy = 8.45180 eV
atom    s              p_x            p_y            p_z            tot            
9       0.000000       0.000016       0.000000       0.000484       0.000500       
49      0.000000       0.000009       0.000100       0.000004       0.000113       
124     0.000000       0.000100       0.000081       0.000000       0.000181       
155     0.000000       0.000004       0.000144       0.000009       0.000157       
180     0.000000       0.000081       0.000009       0.000016       0.000106       
192     0.000001       0.000009       0.000000       0.000256       0.000266       
tot     0.000010       0.001112       0.001382       0.002047       0.997000

Band 345   energy = 8.45181 eV
atom    s              p_x            p_y            p_z            tot            
10      0.000000       0.000064       0.000064       0.000000       0.000128       
36      0.000000       0.000100       0.000000       0.000144       0.000244       
63      0.000000       0.000000       0.000016       0.000225       0.000241       
113     0.000000       0.000009       0.000000       0.000144       0.000153       
140     0.000000       0.000121       0.000004       0.000004       0.000129       
163     0.000000       0.000004       0.000144       0.000000       0.000148       
tot     0.000003       0.001808       0.001493       0.001345       0.997000

Band 346   energy = 8.48090 eV
atom    s              p_x            p_y            p_z            tot            
15      0.000000       0.000064       0.000081       0.000000       0.000145       
17      0.000000       0.000100       0.000036       0.000000       0.000136       
32      0.000000       0.000000       0.000004       0.000196       0.000200       
42      0.000000       0.000000       0.000016       0.000144       0.000160       
59      0.000000       0.000025       0.000009       0.000100       0.000134       
198     0.000000       0.000000       0.000004       0.000121       0.000125       
tot     0.000000       0.001336       0.001229       0.001655       0.998000

Band 347   energy = 8.48126 eV
atom    s              p_x            p_y            p_z            tot            
2       0.000000       0.000001       0.000000       0.000121       0.000122       
33      0.000000       0.000004       0.000000       0.000225       0.000229       
62      0.000000       0.000004       0.000036       0.000121       0.000161       
139     0.000000       0.000081       0.000081       0.000225       0.000387       
160     0.000000       0.000025       0.000121       0.000009       0.000155       
168     0.000000       0.000009       0.000004       0.000441       0.000454       
tot     0.000002       0.000924       0.000951       0.002499       0.998000

Band 348   energy = 8.48127 eV
atom    s              p_x            p_y            p_z            tot            
18      0.000000       0.000081       0.000121       0.000000       0.000202       
33      0.000000       0.000000       0.000169       0.000001       0.000170       
62      0.000000       0.000169       0.000000       0.000000       0.000169       
86      0.000000       0.000000       0.000000       0.000196       0.000196       
192     0.000000       0.000400       0.000400       0.000000       0.000800       
196     0.000000       0.000100       0.000121       0.000004       0.000225       
tot     0.000005       0.001852       0.001954       0.000989       0.998000

Band 349   energy = 8.50863 eV
atom    s              p_x            p_y            p_z            tot            
18      0.000004       0.000000       0.000004       0.000256       0.000264       
30      0.000000       0.000009       0.000016       0.000196       0.000221       
33      0.000004       0.000289       0.000000       0.000000       0.000293       
62      0.000004       0.000000       0.000225       0.000009       0.000238       
113     0.000000       0.000144       0.000009       0.000049       0.000202       
115     0.000000       0.000016       0.000256       0.000004       0.000276       
tot     0.000021       0.001871       0.001922       0.001825       0.997000

Band 350   energy = 8.53472 eV
atom    s              p_x            p_y            p_z            tot            
7       0.000000       0.000016       0.000000       0.000100       0.000116       
34      0.000000       0.000144       0.000004       0.000000       0.000148       
54      0.000000       0.000100       0.000016       0.000000       0.000116       
57      0.000000       0.000001       0.000169       0.000000       0.000170       
110     0.000000       0.000000       0.000144       0.000009       0.000153       
114     0.000000       0.000081       0.000000       0.000025       0.000106       
tot     0.000000       0.001430       0.001848       0.000664       0.999000

Band 351   energy = 8.54981 eV
atom    s              p_x            p_y            p_z            tot            
18      0.000000       0.000121       0.000121       0.000000       0.000242       
33      0.000000       0.000000       0.000324       0.000016       0.000340       
62      0.000000       0.000196       0.000000       0.000049       0.000245       
139     0.000000       0.000225       0.000001       0.000064       0.000290       
168     0.000000       0.000000       0.000361       0.000016       0.000377       
192     0.000000       0.000121       0.000121       0.000000       0.000242       
tot     0.000000       0.001723       0.002013       0.001169       0.998000

Band 352   energy = 8.55192 eV
atom    s              p_x            p_y            p_z            tot            
18      0.000000       0.000000       0.000009       0.000169       0.000178       
59      0.000000       0.000144       0.000000       0.000025       0.000169       
86      0.000000       0.000001       0.000000       0.000144       0.000145       
115     0.000000       0.000000       0.000081       0.000169       0.000250       
124     0.000000       0.000000       0.000000       0.000729       0.000729       
136     0.000000       0.000144       0.000000       0.000025       0.000169       
tot     0.000001       0.000815       0.001638       0.002513       0.998000

Band 353   energy = 8.55193 eV
atom    s              p_x            p_y            p_z            tot            
33      0.000000       0.000324       0.000000       0.000000       0.000324       
42      0.000000       0.000000       0.000100       0.000016       0.000116       
97      0.000000       0.000196       0.000000       0.000000       0.000196       
113     0.000000       0.000625       0.000000       0.000025       0.000650       
115     0.000000       0.000049       0.000081       0.000000       0.000130       
168     0.000000       0.000121       0.000000       0.000009       0.000130       
tot     0.000003       0.002772       0.001053       0.000911       0.998000

Band 354   energy = 8.66972 eV
atom    s              p_x            p_y            p_z            tot            
32      0.000000       0.000000       0.000484       0.000025       0.000509       
42      0.000000       0.000000       0.000289       0.000036       0.000325       
138     0.000000       0.000000       0.000000       0.000484       0.000484       
165     0.000000       0.000001       0.000000       0.000441       0.000442       
189     0.000000       0.000324       0.000000       0.000000       0.000324       
191     0.000000       0.000000       0.000324       0.000004       0.000328       
tot     0.000007       0.001480       0.001892       0.002413       0.998000

Band 355   energy = 8.66977 eV
atom    s              p_x            p_y            p_z            tot            
15      0.000000       0.000289       0.000144       0.000004       0.000437       
17      0.000000       0.000169       0.000324       0.000000       0.000493       
136     0.000000       0.000529       0.000000       0.000000       0.000529       
138     0.000000       0.000324       0.000001       0.000000       0.000325       
165     0.000000       0.000001       0.000324       0.000000       0.000325       
167     0.000000       0.000000       0.000441       0.000009       0.000450       
tot     0.000009       0.002147       0.001965       0.001463       0.998000

Band 356   energy = 8.91222 eV
atom    s              p_x            p_y            p_z            tot            
87      0.000000       0.000361       0.000000       0.000009       0.000370       
89      0.000000       0.000000       0.000225       0.000049       0.000274       
98      0.000000       0.000000       0.000000       0.000484       0.000484       
100     0.000000       0.000025       0.000000       0.000121       0.000146       
102     0.000000       0.000004       0.000004       0.000169       0.000177       
117     0.000000       0.000009       0.000000       0.000225       0.000234       
tot     0.000003       0.001354       0.000979       0.002664       0.998000

Band 357   energy = 8.92077 eV
atom    s              p_x            p_y            p_z            tot            
10      0.000000       0.000225       0.000169       0.000004       0.000398       
83      0.000000       0.000121       0.000000       0.000100       0.000221       
85      0.000000       0.000000       0.000324       0.000025       0.000349       
205     0.000000       0.000000       0.000000       0.000441       0.000441       
211     0.000000       0.000000       0.000064       0.000225       0.000289       
213     0.000000       0.000016       0.000004       0.000289       0.000309       
tot     0.000004       0.001073       0.001553       0.002464       0.998000

Band 358   energy = 8.92079 eV
atom    s              p_x            p_y            p_z            tot            
49      0.000000       0.000000       0.000009       0.000361       0.000370       
74      0.000000       0.000036       0.000009       0.000144       0.000189       
93      0.000000       0.000324       0.000036       0.000004       0.000364       
96      0.000000       0.000064       0.000324       0.000000       0.000388       
140     0.000000       0.000000       0.000529       0.000000       0.000529       
163     0.000000       0.000576       0.000000       0.000000       0.000576       
tot     0.000008       0.002728       0.002291       0.000888       0.998000

Band 359   energy = 9.08211 eV
atom    s              p_x            p_y            p_z            tot            
2       0.000000       0.000025       0.000000       0.000144       0.000169       
98      0.000000       0.000049       0.000144       0.000000       0.000193       
111     0.000000       0.000000       0.000100       0.000049       0.000149       
130     0.000000       0.000000       0.000196       0.000009       0.000205       
142     0.000000       0.000000       0.000144       0.000000       0.000144       
205     0.000000       0.000121       0.000100       0.000000       0.000221       
tot     0.000000       0.000720       0.002564       0.001270       0.998000

Band 360   energy = 9.08212 eV
atom    s              p_x            p_y            p_z            tot            
43      0.000000       0.000225       0.000001       0.000000       0.000226       
52      0.000000       0.000256       0.000000       0.000001       0.000257       
53      0.000000       0.000225       0.000001       0.000000       0.000226       
122     0.000000       0.000196       0.000009       0.000000       0.000205       
132     0.000000       0.000196       0.000000       0.000000       0.000196       
184     0.000000       0.000049       0.000009       0.000169       0.000227       
tot     0.000000       0.003133       0.001115       0.000701       0.998000

Band 361   energy = 9.14452 eV
atom    s              p_x            p_y            p_z            tot            
146     0.000000       0.000016       0.000100       0.000000       0.000116       
159     0.000000       0.000081       0.000000       0.000025       0.000106       
171     0.000000       0.000081       0.000025       0.000000       0.000106       
184     0.000000       0.000000       0.000121       0.000004       0.000125       
205     0.000000       0.000049       0.000049       0.000000       0.000098       
207     0.000000       0.000016       0.000000       0.000100       0.000116       
tot     0.000000       0.001531       0.001912       0.000929       0.998000

Band 362   energy = 9.15739 eV
atom    s              p_x            p_y            p_z            tot            
90      0.000000       0.000009       0.000121       0.000025       0.000155       
93      0.000000       0.000000       0.000004       0.000144       0.000148       
98      0.000000       0.000000       0.000049       0.000121       0.000170       
199     0.000000       0.000000       0.000004       0.000144       0.000148       
203     0.000000       0.000000       0.000000       0.000169       0.000169       
205     0.000000       0.000000       0.000000       0.000400       0.000400       
tot     0.000000       0.000576       0.001458       0.002472       0.998000

Band 363   energy = 9.15739 eV
atom    s              p_x            p_y            p_z            tot            
87      0.000000       0.000225       0.000009       0.000000       0.000234       
90      0.000000       0.000121       0.000036       0.000001       0.000158       
175     0.000000       0.000196       0.000000       0.000000       0.000196       
182     0.000000       0.000169       0.000000       0.000000       0.000169       
184     0.000000       0.000324       0.000000       0.000000       0.000324       
187     0.000000       0.000169       0.000000       0.000000       0.000169       
tot     0.000000       0.002722       0.001281       0.000811       0.998000

Band 364   energy = 9.16163 eV
atom    s              p_x            p_y            p_z            tot            
21      0.000000       0.000009       0.000009       0.000121       0.000139       
48      0.000000       0.000064       0.000081       0.000000       0.000145       
54      0.000000       0.000016       0.000100       0.000000       0.000116       
55      0.000000       0.000009       0.000009       0.000121       0.000139       
57      0.000000       0.000009       0.000000       0.000100       0.000109       
79      0.000000       0.000081       0.000064       0.000000       0.000145       
tot     0.000000       0.001565       0.001593       0.001617       0.998000

Band 365   energy = 9.19485 eV
atom    s              p_x            p_y            p_z            tot            
46      0.000000       0.000000       0.000144       0.000009       0.000153       
73      0.000000       0.000081       0.000000       0.000025       0.000106       
149     0.000000       0.000100       0.000000       0.000016       0.000116       
162     0.000000       0.000000       0.000121       0.000004       0.000125       
172     0.000000       0.000000       0.000144       0.000004       0.000148       
179     0.000000       0.000000       0.000100       0.000009       0.000109       
tot     0.000000       0.001594       0.001878       0.001048       0.998000

Band 366   energy = 9.19552 eV
atom    s              p_x            p_y            p_z            tot            
19      0.000000       0.000000       0.000001       0.000121       0.000122       
71      0.000000       0.000000       0.000121       0.000000       0.000121       
112     0.000000       0.000064       0.000196       0.000000       0.000260       
129     0.000000       0.000049       0.000100       0.000000       0.000149       
196     0.000000       0.000100       0.000036       0.000001       0.000137       
214     0.000000       0.000121       0.000049       0.000000       0.000170       
tot     0.000000       0.001445       0.001761       0.001352       0.998000

Band 367   energy = 9.19553 eV
atom    s              p_x            p_y            p_z            tot            
120     0.000000       0.000036       0.000016       0.000064       0.000116       
121     0.000000       0.000049       0.000049       0.000100       0.000198       
123     0.000000       0.000004       0.000000       0.000121       0.000125       
149     0.000000       0.000081       0.000000       0.000009       0.000090       
158     0.000000       0.000064       0.000009       0.000081       0.000154       
160     0.000000       0.000064       0.000004       0.000081       0.000149       
tot     0.000000       0.001379       0.000741       0.001955       0.998000

Band 368   energy = 9.20605 eV
atom    s              p_x            p_y            p_z            tot            
82      0.000000       0.000001       0.000000       0.000100       0.000101       
86      0.000000       0.000000       0.000000       0.000081       0.000081       
90      0.000000       0.000064       0.000009       0.000484       0.000557       
99      0.000000       0.000025       0.000004       0.000121       0.000150       
112     0.000000       0.000000       0.000000       0.000121       0.000121       
116     0.000000       0.000081       0.000016       0.000529       0.000626       
tot     0.000000       0.000925       0.000509       0.002993       0.998000

Band 369   energy = 9.20636 eV
atom    s              p_x            p_y            p_z            tot            
33      0.000000       0.000009       0.000001       0.000400       0.000410       
62      0.000000       0.000064       0.000100       0.000225       0.000389       
100     0.000000       0.000100       0.000036       0.000049       0.000185       
102     0.000000       0.000004       0.000025       0.000081       0.000110       
139     0.000000       0.000016       0.000049       0.000144       0.000209       
168     0.000000       0.000009       0.000000       0.000256       0.000265       
tot     0.000000       0.001039       0.000924       0.003012       0.998000

Band 370   energy = 9.20639 eV
atom    s              p_x            p_y            p_z            tot            
15      0.000000       0.000081       0.000064       0.000000       0.000145       
18      0.000000       0.000289       0.000361       0.000000       0.000650       
91      0.000000       0.000169       0.000121       0.000000       0.000290       
108     0.000000       0.000081       0.000036       0.000000       0.000117       
124     0.000000       0.000000       0.000000       0.000144       0.000144       
192     0.000000       0.000121       0.000196       0.000000       0.000317       
tot     0.000000       0.001909       0.001943       0.001142       0.998000

Band 371   energy = 9.21442 eV
atom    s              p_x            p_y            p_z            tot            
6       0.000000       0.000000       0.000144       0.000000       0.000144       
8       0.000000       0.000144       0.000000       0.000000       0.000144       
45      0.000000       0.000000       0.000144       0.000000       0.000144       
141     0.000000       0.000049       0.000100       0.000000       0.000149       
166     0.000000       0.000081       0.000081       0.000000       0.000162       
204     0.000000       0.000016       0.000121       0.000016       0.000153       
tot     0.000000       0.001658       0.002081       0.001019       0.998000

Band 372   energy = 9.22816 eV
atom    s              p_x            p_y            p_z            tot            
5       0.000000       0.000004       0.000000       0.000196       0.000200       
9       0.000000       0.000064       0.000016       0.000100       0.000180       
27      0.000000       0.000100       0.000016       0.000196       0.000312       
188     0.000000       0.000001       0.000000       0.000529       0.000530       
192     0.000000       0.000001       0.000000       0.000841       0.000842       
210     0.000000       0.000016       0.000000       0.000289       0.000305       
tot     0.000000       0.000527       0.000262       0.005456       0.998000

Band 373   energy = 9.22819 eV
atom    s              p_x            p_y            p_z            tot            
30      0.000000       0.000009       0.000049       0.000121       0.000179       
61      0.000000       0.000144       0.000000       0.000100       0.000244       
139     0.000000       0.000009       0.000169       0.000081       0.000259       
145     0.000000       0.000025       0.000121       0.000025       0.000171       
168     0.000000       0.000256       0.000000       0.000025       0.000281       
176     0.000000       0.000196       0.000016       0.000004       0.000216       
tot     0.000000       0.002178       0.001490       0.000923       0.998000

Band 374   energy = 9.23286 eV
atom    s              p_x            p_y            p_z            tot            
86      0.000000       0.000169       0.000036       0.000000       0.000205       
94      0.000000       0.000100       0.000000       0.000000       0.000100       
95      0.000000       0.000144       0.000000       0.000004       0.000148       
103     0.000000       0.000100       0.000016       0.000000       0.000116       
112     0.000000       0.000000       0.000000       0.000256       0.000256       
183     0.000000       0.000100       0.000001       0.000004       0.000105       
tot     0.000000       0.001752       0.001632       0.000940       0.998000

Band 375   energy = 9.23287 eV
atom    s              p_x            p_y            p_z            tot            
44      0.000000       0.000100       0.000000       0.000000       0.000100       
92      0.000000       0.000000       0.000000       0.000169       0.000169       
95      0.000000       0.000000       0.000009       0.000121       0.000130       
97      0.000000       0.000000       0.000004       0.000324       0.000328       
123     0.000000       0.000169       0.000000       0.000016       0.000185       
202     0.000000       0.000000       0.000100       0.000009       0.000109       
tot     0.000000       0.001265       0.001211       0.001941       0.998000

Band 376   energy = 9.25698 eV
atom    s              p_x            p_y            p_z            tot            
17      0.000000       0.000000       0.000000       0.000225       0.000225       
31      0.000000       0.000081       0.000081       0.000000       0.000162       
32      0.000000       0.000169       0.000004       0.000000       0.000173       
56      0.000000       0.000081       0.000081       0.000000       0.000162       
112     0.000000       0.000081       0.000081       0.000000       0.000162       
