# Extracted band/energy data from diamond_pd_projwfc.out
# nkstot   = 2
# nbnd     = 863
# natomwfc = 860
# n_atoms  = 215

# Total k-point blocks found in file = 2
# Analysis mode = SPIN POLARIZED

============================================================
SPIN UP
============================================================

--- k-point 1  (k = 0.0000000000 0.0000000000 0.0000000000) ---

Band 1   energy = -8.32915 eV
tot     0.003925       0.000090       0.000030       0.000291       0.993000

Band 25   energy = -5.20013 eV
atom    s              p_x            p_y            p_z            tot            
9       0.000144       0.000000       0.000000       0.000004       0.000148       
86      0.000289       0.000000       0.000000       0.000000       0.000289       
103     0.000256       0.000000       0.000000       0.000000       0.000256       
146     0.000169       0.000000       0.000000       0.000000       0.000169       
171     0.000169       0.000000       0.000000       0.000000       0.000169       
192     0.000169       0.000000       0.000001       0.000000       0.000170       
tot     0.004227       0.000060       0.000188       0.000165       0.993000

Band 26   energy = -5.19908 eV
atom    s              p_x            p_y            p_z            tot            
92      0.000144       0.000000       0.000000       0.000000       0.000144       
94      0.000144       0.000000       0.000000       0.000000       0.000144       
95      0.000169       0.000000       0.000000       0.000000       0.000169       
97      0.000169       0.000000       0.000000       0.000000       0.000169       
135     0.000121       0.000000       0.000000       0.000000       0.000121       
142     0.000121       0.000000       0.000000       0.000000       0.000121       
tot     0.004080       0.000237       0.000222       0.000000       0.993000

Band 27   energy = -4.96943 eV
atom    s              p_x            p_y            p_z            tot            
12      0.000225       0.000000       0.000001       0.000000       0.000226       
51      0.000225       0.000000       0.000004       0.000000       0.000229       
137     0.000441       0.000000       0.000000       0.000004       0.000445       
162     0.000441       0.000000       0.000000       0.000004       0.000445       
210     0.000484       0.000000       0.000000       0.000000       0.000484       
215     0.000400       0.000000       0.000000       0.000000       0.000400       
tot     0.005403       0.000179       0.000122       0.000339       0.993000

Band 28   energy = -4.38480 eV
atom    s              p_x            p_y            p_z            tot            
27      0.000121       0.000000       0.000000       0.000000       0.000121       
30      0.000121       0.000000       0.000000       0.000000       0.000121       
61      0.000121       0.000000       0.000000       0.000000       0.000121       
99      0.000484       0.000000       0.000000       0.000000       0.000484       
159     0.000100       0.000000       0.000000       0.000000       0.000100       
215     0.000841       0.000000       0.000000       0.000001       0.000842       
tot     0.003783       0.000234       0.000251       0.000205       0.993000

Band 29   energy = -4.30420 eV
atom    s              p_x            p_y            p_z            tot            
52      0.000121       0.000000       0.000000       0.000000       0.000121       
75      0.000121       0.000000       0.000000       0.000000       0.000121       
127     0.000100       0.000000       0.000000       0.000000       0.000100       
131     0.000100       0.000000       0.000000       0.000000       0.000100       
