# Extracted band/energy data from diamond_pd_projwfc.out
# nkstot   = 2
# nbnd     = 860
# natomwfc = 860
# n_atoms  = 215

# Total k-point blocks found in file = 2
# Analysis mode = SPIN POLARIZED

============================================================
SPIN UP
============================================================

--- k-point 1  (k = 0.0000000000 0.0000000000 0.0000000000) ---

Band 1   energy = -8.29789 eV
57      0.000000       0.000196       0.000000       0.000004       0.000200       
81      0.000000       0.000000       0.000004       0.000196       0.000200       
187     0.000000       0.000000       0.000169       0.000009       0.000178       
tot     0.000006       0.001508       0.001117       0.002687       0.998000

Band 342   energy = 8.46821 eV
atom    s              p_x            p_y            p_z            tot            
15      0.000000       0.000529       0.000009       0.000001       0.000539       
17      0.000000       0.000009       0.000529       0.000000       0.000538       
23      0.000000       0.000081       0.000036       0.000100       0.000217       
136     0.000000       0.000441       0.000016       0.000000       0.000457       
167     0.000000       0.000016       0.000361       0.000004       0.000381       
187     0.000000       0.000000       0.000289       0.000016       0.000305       
tot     0.000015       0.002330       0.002271       0.001212       0.997000

Band 343   energy = 8.46822 eV
atom    s              p_x            p_y            p_z            tot            
32      0.000000       0.000004       0.000361       0.000000       0.000365       
34      0.000000       0.000000       0.000225       0.000000       0.000225       
38      0.000000       0.000001       0.000016       0.000256       0.000273       
42      0.000000       0.000001       0.000144       0.000121       0.000266       
191     0.000000       0.000000       0.000400       0.000000       0.000400       
196     0.000000       0.000169       0.000144       0.000000       0.000313       
tot     0.000022       0.001747       0.002310       0.002029       0.997000

Band 344   energy = 8.51391 eV
atom    s              p_x            p_y            p_z            tot            
43      0.000000       0.000000       0.000529       0.000000       0.000529       
66      0.000000       0.000529       0.000000       0.000000       0.000529       
75      0.000000       0.000000       0.000169       0.000000       0.000169       
127     0.000000       0.000000       0.000324       0.000004       0.000328       
131     0.000000       0.000324       0.000000       0.000000       0.000324       
205     0.000000       0.000196       0.000225       0.000000       0.000421       
tot     0.000000       0.002528       0.002805       0.000399       0.998000

Band 345   energy = 8.51393 eV
atom    s              p_x            p_y            p_z            tot            
2       0.000000       0.000256       0.000001       0.000000       0.000257       
53      0.000000       0.000016       0.000016       0.000196       0.000228       
78      0.000000       0.000000       0.000064       0.000121       0.000185       
108     0.000000       0.000000       0.000004       0.000484       0.000488       
159     0.000000       0.000225       0.000049       0.000025       0.000299       
184     0.000000       0.000036       0.000289       0.000009       0.000334       
tot     0.000000       0.001227       0.001467       0.002241       0.998000

Band 346   energy = 8.51527 eV
atom    s              p_x            p_y            p_z            tot            
37      0.000000       0.000121       0.000009       0.000000       0.000130       
47      0.000000       0.000169       0.000000       0.000004       0.000173       
76      0.000000       0.000000       0.000225       0.000000       0.000225       
117     0.000000       0.000081       0.000081       0.000000       0.000162       
126     0.000000       0.000144       0.000000       0.000036       0.000180       
128     0.000000       0.000000       0.000256       0.000009       0.000265       
tot     0.000000       0.001701       0.002115       0.000943       0.998000

Band 347   energy = 8.52005 eV
atom    s              p_x            p_y            p_z            tot            
10      0.000000       0.000064       0.000225       0.000000       0.000289       
49      0.000000       0.000004       0.000256       0.000000       0.000260       
88      0.000000       0.000000       0.000196       0.000000       0.000196       
93      0.000000       0.000225       0.000000       0.000009       0.000234       
163     0.000000       0.000121       0.000256       0.000004       0.000381       
211     0.000000       0.000004       0.000225       0.000036       0.000265       
tot     0.000000       0.001353       0.002802       0.000841       0.998000

Band 348   energy = 8.52006 eV
atom    s              p_x            p_y            p_z            tot            
74      0.000000       0.000169       0.000009       0.000081       0.000259       
85      0.000000       0.000004       0.000225       0.000000       0.000229       
155     0.000000       0.000016       0.000256       0.000000       0.000272       
180     0.000000       0.000225       0.000100       0.000009       0.000334       
213     0.000000       0.000121       0.000004       0.000081       0.000206       
214     0.000000       0.000000       0.000000       0.000225       0.000225       
tot     0.000000       0.001933       0.001515       0.001413       0.998000

Band 349   energy = 8.52837 eV
atom    s              p_x            p_y            p_z            tot            
91      0.000000       0.000009       0.000000       0.000121       0.000130       
107     0.000000       0.000009       0.000000       0.000225       0.000234       
117     0.000000       0.000004       0.000000       0.000121       0.000125       
136     0.000000       0.000100       0.000000       0.000004       0.000104       
155     0.000000       0.000081       0.000000       0.000100       0.000181       
180     0.000000       0.000000       0.000009       0.000196       0.000205       
tot     0.000000       0.001921       0.000765       0.001585       0.998000

Band 350   energy = 8.52838 eV
atom    s              p_x            p_y            p_z            tot            
13      0.000000       0.000000       0.000001       0.000144       0.000145       
52      0.000000       0.000000       0.000001       0.000169       0.000170       
55      0.000000       0.000000       0.000001       0.000196       0.000197       
110     0.000000       0.000000       0.000004       0.000169       0.000173       
140     0.000000       0.000025       0.000000       0.000196       0.000221       
148     0.000000       0.000000       0.000000       0.000169       0.000169       
tot     0.000000       0.000532       0.000664       0.003612       0.998000

Band 351   energy = 8.52871 eV
atom    s              p_x            p_y            p_z            tot            
10      0.000000       0.000016       0.000000       0.000324       0.000340       
49      0.000000       0.000100       0.000004       0.000144       0.000248       
99      0.000000       0.000036       0.000004       0.000256       0.000296       
125     0.000000       0.000049       0.000009       0.000289       0.000347       
184     0.000000       0.000196       0.000000       0.000081       0.000277       
205     0.000000       0.000004       0.000000       0.000484       0.000488       
tot     0.000000       0.001169       0.000637       0.003521       0.998000

Band 352   energy = 8.53713 eV
atom    s              p_x            p_y            p_z            tot            
2       0.000000       0.000004       0.000144       0.000000       0.000148       
47      0.000000       0.000004       0.000000       0.000144       0.000148       
149     0.000000       0.000009       0.000000       0.000169       0.000178       
152     0.000000       0.000100       0.000000       0.000049       0.000149       
172     0.000000       0.000000       0.000000       0.000256       0.000256       
179     0.000000       0.000000       0.000036       0.000121       0.000157       
tot     0.000000       0.001549       0.001283       0.002633       0.999000

Band 353   energy = 8.54325 eV
atom    s              p_x            p_y            p_z            tot            
16      0.000000       0.000169       0.000000       0.000001       0.000170       
33      0.000000       0.000289       0.000000       0.000000       0.000289       
46      0.000000       0.000256       0.000000       0.000001       0.000257       
90      0.000000       0.000121       0.000049       0.000001       0.000171       
113     0.000000       0.000324       0.000000       0.000000       0.000324       
187     0.000000       0.000225       0.000000       0.000000       0.000225       
tot     0.000000       0.003485       0.001557       0.000827       0.999000

Band 354   energy = 8.54326 eV
atom    s              p_x            p_y            p_z            tot            
18      0.000000       0.000001       0.000009       0.000196       0.000206       
19      0.000000       0.000000       0.000000       0.000361       0.000361       
31      0.000000       0.000000       0.000001       0.000225       0.000226       
56      0.000000       0.000000       0.000000       0.000256       0.000256       
124     0.000000       0.000000       0.000001       0.000400       0.000401       
185     0.000000       0.000000       0.000000       0.000225       0.000225       
tot     0.000000       0.000333       0.001165       0.003704       0.999000

Band 355   energy = 8.55790 eV
atom    s              p_x            p_y            p_z            tot            
52      0.000000       0.000000       0.000100       0.000004       0.000104       
101     0.000000       0.000081       0.000000       0.000025       0.000106       
105     0.000000       0.000000       0.000121       0.000004       0.000125       
118     0.000000       0.000000       0.000100       0.000004       0.000104       
170     0.000000       0.000000       0.000100       0.000004       0.000104       
181     0.000000       0.000000       0.000121       0.000004       0.000125       
tot     0.000000       0.002188       0.002573       0.001044       0.999000

Band 356   energy = 8.96876 eV
atom    s              p_x            p_y            p_z            tot            
87      0.000000       0.000400       0.000000       0.000016       0.000416       
89      0.000000       0.000001       0.000225       0.000064       0.000290       
98      0.000000       0.000000       0.000000       0.000576       0.000576       
117     0.000000       0.000004       0.000000       0.000441       0.000445       
128     0.000000       0.000169       0.000000       0.000081       0.000250       
215     0.000009       0.000036       0.000004       0.000196       0.000245       
tot     0.000012       0.001529       0.001088       0.003173       0.998000

Band 357   energy = 8.99755 eV
atom    s              p_x            p_y            p_z            tot            
49      0.000000       0.000004       0.000009       0.000484       0.000497       
93      0.000000       0.000441       0.000036       0.000000       0.000477       
96      0.000000       0.000064       0.000361       0.000000       0.000425       
140     0.000000       0.000000       0.000625       0.000000       0.000625       
163     0.000000       0.000625       0.000000       0.000000       0.000625       
184     0.000000       0.000225       0.000004       0.000016       0.000245       
tot     0.000005       0.003229       0.002361       0.001006       0.998000

Band 358   energy = 8.99756 eV
atom    s              p_x            p_y            p_z            tot            
10      0.000000       0.000289       0.000196       0.000000       0.000485       
85      0.000000       0.000000       0.000484       0.000009       0.000493       
104     0.000000       0.000000       0.000100       0.000144       0.000244       
205     0.000000       0.000000       0.000000       0.000484       0.000484       
211     0.000000       0.000001       0.000081       0.000225       0.000307       
213     0.000000       0.000049       0.000004       0.000196       0.000249       
tot     0.000004       0.001148       0.002131       0.002294       0.998000

Band 359   energy = 9.12115 eV
atom    s              p_x            p_y            p_z            tot            
43      0.000000       0.000121       0.000004       0.000000       0.000125       
53      0.000000       0.000144       0.000004       0.000004       0.000152       
87      0.000000       0.000081       0.000036       0.000121       0.000238       
89      0.000000       0.000100       0.000049       0.000000       0.000149       
110     0.000000       0.000144       0.000000       0.000000       0.000144       
184     0.000000       0.000121       0.000000       0.000064       0.000185       
tot     0.000000       0.002100       0.001445       0.000969       0.998000

Band 360   energy = 9.12117 eV
atom    s              p_x            p_y            p_z            tot            
2       0.000000       0.000036       0.000000       0.000100       0.000136       
98      0.000000       0.000100       0.000289       0.000001       0.000390       
105     0.000000       0.000000       0.000144       0.000000       0.000144       
133     0.000000       0.000000       0.000009       0.000121       0.000130       
142     0.000000       0.000000       0.000169       0.000000       0.000169       
205     0.000000       0.000081       0.000081       0.000009       0.000171       
tot     0.000000       0.001188       0.002340       0.000991       0.998000

Band 361   energy = 9.16010 eV
atom    s              p_x            p_y            p_z            tot            
49      0.000000       0.000121       0.000001       0.000000       0.000122       
102     0.000000       0.000009       0.000036       0.000100       0.000145       
128     0.000000       0.000004       0.000009       0.000169       0.000182       
131     0.000000       0.000004       0.000009       0.000100       0.000113       
146     0.000000       0.000016       0.000121       0.000001       0.000138       
171     0.000000       0.000169       0.000009       0.000000       0.000178       
tot     0.000000       0.001345       0.000976       0.001908       0.998000

Band 362   energy = 9.16011 eV
atom    s              p_x            p_y            p_z            tot            
10      0.000000       0.000000       0.000000       0.000225       0.000225       
23      0.000000       0.000000       0.000000       0.000144       0.000144       
91      0.000000       0.000100       0.000121       0.000000       0.000221       
108     0.000000       0.000081       0.000081       0.000000       0.000162       
117     0.000000       0.000121       0.000121       0.000000       0.000242       
207     0.000000       0.000000       0.000000       0.000196       0.000196       
tot     0.000000       0.001440       0.001384       0.001821       0.998000

Band 363   energy = 9.17705 eV
atom    s              p_x            p_y            p_z            tot            
150     0.000000       0.000009       0.000144       0.000000       0.000153       
153     0.000000       0.000036       0.000036       0.000025       0.000097       
175     0.000000       0.000121       0.000016       0.000001       0.000138       
182     0.000000       0.000064       0.000064       0.000000       0.000128       
199     0.000000       0.000049       0.000000       0.000081       0.000130       
203     0.000000       0.000001       0.000100       0.000025       0.000126       
tot     0.000000       0.001499       0.001988       0.000676       0.998000

Band 364   energy = 9.20434 eV
atom    s              p_x            p_y            p_z            tot            
13      0.000000       0.000001       0.000009       0.000121       0.000131       
16      0.000000       0.000001       0.000004       0.000121       0.000126       
77      0.000000       0.000001       0.000004       0.000121       0.000126       
80      0.000000       0.000001       0.000009       0.000121       0.000131       
156     0.000000       0.000000       0.000000       0.000121       0.000121       
183     0.000000       0.000000       0.000000       0.000100       0.000100       
tot     0.000000       0.001428       0.001202       0.002080       0.998000

Band 365   energy = 9.20743 eV
atom    s              p_x            p_y            p_z            tot            
61      0.000000       0.000049       0.000000       0.000049       0.000098       
63      0.000000       0.000009       0.000004       0.000064       0.000077       
69      0.000000       0.000016       0.000064       0.000009       0.000089       
122     0.000000       0.000081       0.000000       0.000016       0.000097       
144     0.000000       0.000036       0.000000       0.000049       0.000085       
182     0.000000       0.000000       0.000016       0.000064       0.000080       
tot     0.000000       0.001289       0.001036       0.001413       0.998000

Band 366   energy = 9.20744 eV
atom    s              p_x            p_y            p_z            tot            
5       0.000000       0.000000       0.000000       0.000225       0.000225       
9       0.000000       0.000009       0.000000       0.000121       0.000130       
112     0.000000       0.000000       0.000000       0.000169       0.000169       
188     0.000000       0.000016       0.000000       0.000169       0.000185       
192     0.000000       0.000004       0.000000       0.000121       0.000125       
210     0.000000       0.000004       0.000000       0.000121       0.000125       
tot     0.000000       0.000792       0.000409       0.003289       0.998000

Band 367   energy = 9.22581 eV
atom    s              p_x            p_y            p_z            tot            
4       0.000000       0.000016       0.000169       0.000000       0.000185       
43      0.000000       0.000000       0.000256       0.000000       0.000256       
66      0.000000       0.000196       0.000000       0.000009       0.000205       
159     0.000000       0.000169       0.000000       0.000049       0.000218       
184     0.000000       0.000000       0.000324       0.000016       0.000340       
205     0.000000       0.000100       0.000100       0.000000       0.000200       
tot     0.000000       0.001807       0.002494       0.000587       0.998000

Band 368   energy = 9.22755 eV
atom    s              p_x            p_y            p_z            tot            
82      0.000000       0.000009       0.000000       0.000121       0.000130       
90      0.000000       0.000049       0.000004       0.000289       0.000342       
99      0.000000       0.000036       0.000004       0.000256       0.000296       
108     0.000000       0.000004       0.000000       0.000121       0.000125       
116     0.000000       0.000064       0.000009       0.000400       0.000473       
125     0.000000       0.000016       0.000001       0.000100       0.000117       
tot     0.000000       0.000893       0.000400       0.003058       0.998000

Band 369   energy = 9.22970 eV
atom    s              p_x            p_y            p_z            tot            
38      0.000000       0.000100       0.000001       0.000001       0.000102       
63      0.000000       0.000001       0.000100       0.000000       0.000101       
67      0.000000       0.000001       0.000144       0.000000       0.000145       
116     0.000000       0.000081       0.000121       0.000000       0.000202       
145     0.000000       0.000000       0.000169       0.000000       0.000169       
160     0.000000       0.000049       0.000049       0.000001       0.000099       
tot     0.000000       0.001617       0.002245       0.000506       0.998000

Band 370   energy = 9.22973 eV
atom    s              p_x            p_y            p_z            tot            
23      0.000000       0.000009       0.000036       0.000064       0.000109       
116     0.000000       0.000036       0.000049       0.000049       0.000134       
129     0.000000       0.000049       0.000081       0.000004       0.000134       
188     0.000000       0.000016       0.000064       0.000025       0.000105       
196     0.000000       0.000064       0.000064       0.000000       0.000128       
214     0.000000       0.000064       0.000081       0.000000       0.000145       
tot     0.000000       0.001408       0.001751       0.000802       0.998000

Band 371   energy = 9.24811 eV
atom    s              p_x            p_y            p_z            tot            
30      0.000000       0.000225       0.000000       0.000000       0.000225       
38      0.000000       0.000004       0.000000       0.000144       0.000148       
55      0.000000       0.000000       0.000121       0.000001       0.000122       
110     0.000000       0.000036       0.000016       0.000100       0.000152       
131     0.000000       0.000144       0.000004       0.000000       0.000148       
170     0.000000       0.000000       0.000025       0.000289       0.000314       
tot     0.000000       0.002121       0.001074       0.001374       0.998000

Band 372   energy = 9.24812 eV
atom    s              p_x            p_y            p_z            tot            
27      0.000000       0.000000       0.000000       0.000169       0.000169       
127     0.000000       0.000009       0.000100       0.000000       0.000109       
131     0.000000       0.000004       0.000121       0.000009       0.000134       
133     0.000000       0.000064       0.000144       0.000000       0.000208       
194     0.000000       0.000000       0.000000       0.000121       0.000121       
206     0.000000       0.000100       0.000121       0.000000       0.000221       
tot     0.000000       0.000928       0.001988       0.001507       0.998000

Band 373   energy = 9.24963 eV
atom    s              p_x            p_y            p_z            tot            
28      0.000000       0.000000       0.000169       0.000000       0.000169       
151     0.000000       0.000100       0.000000       0.000121       0.000221       
154     0.000000       0.000144       0.000064       0.000004       0.000212       
178     0.000000       0.000009       0.000196       0.000016       0.000221       
185     0.000000       0.000036       0.000196       0.000004       0.000236       
190     0.000000       0.000064       0.000144       0.000004       0.000212       
tot     0.000000       0.001655       0.002192       0.000778       0.998000

Band 374   energy = 9.25753 eV
atom    s              p_x            p_y            p_z            tot            
73      0.000000       0.000081       0.000000       0.000289       0.000370       
75      0.000000       0.000049       0.000009       0.000081       0.000139       
95      0.000000       0.000049       0.000016       0.000064       0.000129       
99      0.000000       0.000004       0.000121       0.000000       0.000125       
104     0.000000       0.000100       0.000004       0.000004       0.000108       
158     0.000000       0.000036       0.000004       0.000225       0.000265       
tot     0.000000       0.001457       0.000674       0.002130       0.998000

Band 375   energy = 9.25754 eV
atom    s              p_x            p_y            p_z            tot            
19      0.000000       0.000100       0.000016       0.000025       0.000141       
46      0.000000       0.000000       0.000004       0.000324       0.000328       
52      0.000000       0.000000       0.000009       0.000121       0.000130       
54      0.000000       0.000000       0.000000       0.000121       0.000121       
181     0.000000       0.000016       0.000049       0.000081       0.000146       
214     0.000000       0.000004       0.000036       0.000144       0.000184       
tot     0.000000       0.001090       0.001340       0.002140       0.998000

Band 376   energy = 9.26876 eV
atom    s              p_x            p_y            p_z            tot            
20      0.000000       0.000000       0.000009       0.000121       0.000130       
64      0.000000       0.000000       0.000004       0.000144       0.000148       
140     0.000000       0.000000       0.000000       0.000196       0.000196       
149     0.000000       0.000000       0.000000       0.000121       0.000121       
155     0.000000       0.000121       0.000009       0.000000       0.000130       
163     0.000000       0.000004       0.000004       0.000121       0.000129       
tot     0.000000       0.001268       0.000885       0.002522       0.998000

Band 377   energy = 9.27341 eV
atom    s              p_x            p_y            p_z            tot            
33      0.000000       0.000169       0.000000       0.000000       0.000169       
49      0.000000       0.000256       0.000004       0.000004       0.000264       
74      0.000000       0.000016       0.000144       0.000004       0.000164       
125     0.000000       0.000121       0.000064       0.000000       0.000185       
128     0.000000       0.000196       0.000004       0.000000       0.000200       
184     0.000000       0.000144       0.000009       0.000016       0.000169       
tot     0.000000       0.002636       0.001477       0.000660       0.998000

Band 378   energy = 9.27343 eV
atom    s              p_x            p_y            p_z            tot            
10      0.000000       0.000000       0.000000       0.000529       0.000529       
117     0.000000       0.000000       0.000009       0.000196       0.000205       
124     0.000000       0.000000       0.000000       0.000169       0.000169       
125     0.000000       0.000016       0.000100       0.000036       0.000152       
196     0.000000       0.000000       0.000000       0.000169       0.000169       
205     0.000000       0.000000       0.000000       0.000400       0.000400       
tot     0.000000       0.000542       0.001027       0.003358       0.998000

Band 379   energy = 9.29117 eV
atom    s              p_x            p_y            p_z            tot            
10      0.000000       0.000064       0.000064       0.000000       0.000128       
32      0.000000       0.000000       0.000144       0.000000       0.000144       
49      0.000000       0.000000       0.000196       0.000009       0.000205       
74      0.000000       0.000100       0.000000       0.000025       0.000125       
163     0.000000       0.000000       0.000144       0.000000       0.000144       
211     0.000000       0.000000       0.000144       0.000000       0.000144       
tot     0.000000       0.001781       0.002339       0.000599       0.998000

Band 380   energy = 9.77337 eV
atom    s              p_x            p_y            p_z            tot            
52      0.000000       0.000000       0.000004       0.000144       0.000148       
75      0.000000       0.000025       0.000000       0.000100       0.000125       
160     0.000000       0.000016       0.000004       0.000100       0.000120       
187     0.000000       0.000016       0.000004       0.000100       0.000120       
196     0.000000       0.000016       0.000004       0.000100       0.000120       
215     0.000121       0.001444       0.000196       0.009409       0.011170       
tot     0.000123       0.001992       0.000352       0.011805       0.996000

Band 381   energy = 9.95657 eV
atom    s              p_x            p_y            p_z            tot            
46      0.000000       0.000081       0.000036       0.000009       0.000126       
73      0.000000       0.000049       0.000081       0.000000       0.000130       
75      0.000000       0.000121       0.000036       0.000000       0.000157       
138     0.000009       0.000004       0.000729       0.000000       0.000742       
165     0.000016       0.000841       0.000001       0.000000       0.000858       
212     0.000000       0.000121       0.000000       0.000000       0.000121       
tot     0.000025       0.003237       0.002614       0.000030       0.997000

Band 382   energy = 9.95665 eV
atom    s              p_x            p_y            p_z            tot            
1       0.000000       0.000036       0.000081       0.000004       0.000121       
15      0.000000       0.000004       0.000081       0.000016       0.000101       
19      0.000000       0.000036       0.000100       0.000016       0.000152       
138     0.000001       0.000036       0.000036       0.000049       0.000122       
165     0.000000       0.000036       0.000100       0.000004       0.000140       
201     0.000025       0.000001       0.000025       0.000841       0.000892       
tot     0.000027       0.000520       0.001574       0.002268       0.997000

Band 383   energy = 10.20684 eV
atom    s              p_x            p_y            p_z            tot            
36      0.000000       0.000004       0.000001       0.000064       0.000069       
138     0.000016       0.000025       0.004096       0.000000       0.004137       
165     0.000016       0.003481       0.000009       0.000036       0.003542       
168     0.000000       0.000000       0.000004       0.000064       0.000068       
201     0.000016       0.000144       0.000529       0.001089       0.001778       
215     0.000009       0.000289       0.000036       0.001849       0.002183       
tot     0.000120       0.004428       0.005046       0.003823       0.993000

Band 384   energy = 10.52062 eV
atom    s              p_x            p_y            p_z            tot            
26      0.000000       0.000144       0.000000       0.000000       0.000144       
30      0.000000       0.000225       0.000000       0.000001       0.000226       
61      0.000000       0.000000       0.000144       0.000000       0.000144       
105     0.000000       0.000225       0.000000       0.000001       0.000226       
158     0.000000       0.000064       0.000121       0.000000       0.000185       
181     0.000000       0.000225       0.000036       0.000004       0.000265       
tot     0.000000       0.003243       0.001974       0.000084       0.997000

Band 385   energy = 10.52064 eV
atom    s              p_x            p_y            p_z            tot            
27      0.000000       0.000009       0.000036       0.000100       0.000145       
82      0.000000       0.000009       0.000036       0.000100       0.000145       
135     0.000000       0.000009       0.000081       0.000025       0.000115       
158     0.000000       0.000000       0.000121       0.000009       0.000130       
196     0.000000       0.000016       0.000100       0.000009       0.000125       
214     0.000000       0.000025       0.000144       0.000064       0.000233       
tot     0.000000       0.000449       0.002116       0.001204       0.997000

Band 386   energy = 10.54485 eV
atom    s              p_x            p_y            p_z            tot            
90      0.000000       0.000016       0.000004       0.000121       0.000141       
99      0.000000       0.000016       0.000004       0.000121       0.000141       
125     0.000000       0.000036       0.000004       0.000256       0.000296       
165     0.000000       0.000036       0.000000       0.000064       0.000100       
201     0.000000       0.000004       0.000000       0.000144       0.000148       
214     0.000000       0.000004       0.000000       0.000144       0.000148       
tot     0.000000       0.000717       0.000417       0.002516       0.997000

Band 387   energy = 10.57039 eV
atom    s              p_x            p_y            p_z            tot            
25      0.000000       0.000000       0.000081       0.000001       0.000082       
27      0.000000       0.000036       0.000036       0.000000       0.000072       
30      0.000000       0.000000       0.000100       0.000004       0.000104       
79      0.000000       0.000000       0.000064       0.000004       0.000068       
92      0.000000       0.000000       0.000064       0.000004       0.000068       
123     0.000000       0.000000       0.000081       0.000004       0.000085       
tot     0.000000       0.001422       0.002123       0.000318       0.997000

Band 388   energy = 10.57626 eV
atom    s              p_x            p_y            p_z            tot            
35      0.000000       0.000049       0.000009       0.000016       0.000074       
44      0.000000       0.000081       0.000004       0.000016       0.000101       
53      0.000000       0.000009       0.000036       0.000025       0.000070       
78      0.000000       0.000081       0.000004       0.000016       0.000101       
95      0.000000       0.000001       0.000049       0.000016       0.000066       
97      0.000000       0.000100       0.000000       0.000009       0.000109       
tot     0.000000       0.001584       0.000753       0.000746       0.997000

Band 389   energy = 10.57628 eV
atom    s              p_x            p_y            p_z            tot            
5       0.000000       0.000001       0.000000       0.000289       0.000290       
43      0.000000       0.000000       0.000000       0.000196       0.000196       
66      0.000000       0.000000       0.000000       0.000225       0.000225       
72      0.000000       0.000001       0.000000       0.000121       0.000122       
86      0.000000       0.000000       0.000000       0.000256       0.000256       
210     0.000000       0.000004       0.000000       0.000144       0.000148       
tot     0.000000       0.000226       0.000197       0.004244       0.997000

Band 390   energy = 10.63980 eV
atom    s              p_x            p_y            p_z            tot            
7       0.000000       0.000100       0.000000       0.000000       0.000100       
65      0.000000       0.000121       0.000000       0.000000       0.000121       
126     0.000000       0.000000       0.000121       0.000000       0.000121       
128     0.000000       0.000121       0.000000       0.000000       0.000121       
141     0.000000       0.000144       0.000000       0.000001       0.000145       
166     0.000000       0.000004       0.000100       0.000004       0.000108       
tot     0.000000       0.002425       0.001767       0.000174       0.997000

Band 391   energy = 10.63983 eV
atom    s              p_x            p_y            p_z            tot            
10      0.000000       0.000000       0.000000       0.000144       0.000144       
34      0.000000       0.000000       0.000000       0.000121       0.000121       
103     0.000000       0.000000       0.000000       0.000144       0.000144       
117     0.000000       0.000000       0.000004       0.000169       0.000173       
156     0.000000       0.000000       0.000000       0.000196       0.000196       
183     0.000000       0.000000       0.000000       0.000196       0.000196       
tot     0.000000       0.000323       0.000386       0.003920       0.997000

Band 392   energy = 10.64593 eV
atom    s              p_x            p_y            p_z            tot            
44      0.000000       0.000000       0.000064       0.000004       0.000068       
87      0.000000       0.000000       0.000081       0.000004       0.000085       
137     0.000000       0.000064       0.000000       0.000016       0.000080       
162     0.000000       0.000000       0.000121       0.000004       0.000125       
209     0.000000       0.000000       0.000081       0.000000       0.000081       
210     0.000000       0.000036       0.000036       0.000000       0.000072       
tot     0.000000       0.001413       0.002122       0.000295       0.997000

Band 393   energy = 10.71240 eV
atom    s              p_x            p_y            p_z            tot            
16      0.000000       0.000064       0.000016       0.000009       0.000089       
49      0.000000       0.000036       0.000081       0.000049       0.000166       
74      0.000000       0.000144       0.000121       0.000009       0.000274       
126     0.000000       0.000016       0.000121       0.000000       0.000137       
211     0.000000       0.000009       0.000100       0.000009       0.000118       
213     0.000000       0.000144       0.000016       0.000000       0.000160       
tot     0.000000       0.001582       0.001721       0.000651       0.997000

Band 394   energy = 10.71242 eV
atom    s              p_x            p_y            p_z            tot            
10      0.000000       0.000225       0.000196       0.000001       0.000422       
50      0.000000       0.000081       0.000081       0.000000       0.000162       
51      0.000000       0.000049       0.000081       0.000000       0.000130       
77      0.000000       0.000081       0.000064       0.000000       0.000145       
80      0.000000       0.000100       0.000036       0.000000       0.000136       
117     0.000000       0.000049       0.000081       0.000016       0.000146       
tot     0.000000       0.001653       0.001593       0.001343       0.997000

Band 395   energy = 10.71277 eV
atom    s              p_x            p_y            p_z            tot            
49      0.000000       0.000000       0.000009       0.000225       0.000234       
74      0.000000       0.000049       0.000000       0.000100       0.000149       
159     0.000000       0.000025       0.000000       0.000081       0.000106       
176     0.000000       0.000000       0.000004       0.000100       0.000104       
184     0.000000       0.000000       0.000004       0.000144       0.000148       
203     0.000000       0.000000       0.000004       0.000100       0.000104       
tot     0.000000       0.001030       0.000628       0.002400       0.997000

Band 396   energy = 10.74262 eV
atom    s              p_x            p_y            p_z            tot            
4       0.000000       0.000025       0.000049       0.000000       0.000074       
82      0.000000       0.000064       0.000036       0.000000       0.000100       
121     0.000000       0.000025       0.000064       0.000009       0.000098       
152     0.000000       0.000036       0.000036       0.000009       0.000081       
159     0.000000       0.000025       0.000064       0.000000       0.000089       
179     0.000000       0.000081       0.000064       0.000000       0.000145       
tot     0.000000       0.001009       0.001270       0.001185       0.997000

Band 397   energy = 10.74264 eV
atom    s              p_x            p_y            p_z            tot            
76      0.000000       0.000049       0.000064       0.000000       0.000113       
101     0.000000       0.000121       0.000000       0.000001       0.000122       
105     0.000000       0.000000       0.000121       0.000000       0.000121       
112     0.000000       0.000081       0.000100       0.000000       0.000181       
149     0.000000       0.000016       0.000169       0.000000       0.000185       
172     0.000000       0.000169       0.000016       0.000001       0.000186       
tot     0.000000       0.001745       0.001880       0.000380       0.997000

Band 398   energy = 10.83522 eV
atom    s              p_x            p_y            p_z            tot            
36      0.000000       0.000009       0.000036       0.000049       0.000094       
63      0.000000       0.000064       0.000025       0.000004       0.000093       
130     0.000000       0.000000       0.000004       0.000100       0.000104       
142     0.000000       0.000000       0.000009       0.000081       0.000090       
193     0.000000       0.000100       0.000001       0.000004       0.000105       
195     0.000000       0.000000       0.000049       0.000049       0.000098       
tot     0.000000       0.000852       0.000436       0.002723       0.998000

Band 399   energy = 10.83524 eV
atom    s              p_x            p_y            p_z            tot            
9       0.000000       0.000081       0.000100       0.000000       0.000181       
39      0.000000       0.000081       0.000036       0.000000       0.000117       
70      0.000000       0.000049       0.000081       0.000000       0.000130       
119     0.000000       0.000081       0.000025       0.000000       0.000106       
157     0.000000       0.000100       0.000025       0.000000       0.000125       
186     0.000000       0.000025       0.000081       0.000001       0.000107       
tot     0.000000       0.001218       0.001041       0.001563       0.998000

Band 400   energy = 10.85975 eV
atom    s              p_x            p_y            p_z            tot            
24      0.000000       0.000000       0.000049       0.000004       0.000053       
