0.00455	0	-0.115718	-0.115718	-0.001484	0.004278	0.000446
6.75236	0	-0.101502	-0.101502	-3.89838	3.90525	-3.8918
6.74749	0	-0.11477	-0.11477	-22.113	7.8005	6.52401
6.75236	0	-0.101452	-0.101452	2.74856	5.51806	2.75514
9.56469	0	-0.0340611	-0.0340611	-1.15905	9.42692	-1.1283
9.5466	0	-0.0755995	-0.0755995	-5.04195	13.3145	-5.03784
6.74755	0	-0.114888	-0.114888	-8.80838	11.0287	19.8287
9.54669	0	-0.0757898	-0.0757898	1.61134	14.9289	1.61545
9.54582	0	-0.0405145	-0.0405145	-2.28636	18.8191	-2.27991
6.75262	0	-0.150811	-0.150811	-8.19936	28.2272	1.35029
9.54933	0	-0.114664	-0.114664	-8.67252	3.89927	0.879085
9.54638	0	-0.113165	-0.113165	-12.5667	7.8	-3.01925
9.54933	0	-0.114618	-0.114618	-2.02101	5.5132	7.5306
11.7312	0	0.0461511	0.0461511	-5.97295	9.39724	3.69279
11.6957	0	0.12422	0.12422	-9.80134	13.3194	-0.265618
9.54643	0	-0.113251	-0.113251	0.735082	11.0276	10.2826
11.6958	0	0.123886	0.123886	-3.16167	14.9305	6.37405
11.6789	0	0.0498924	0.0498924	-7.04357	18.8214	2.47674
6.74833	0	-0.11924	-0.11924	-12.9725	28.2252	6.12392
9.54129	0	-0.121376	-0.121376	-5.18252	20.4266	13.9195
9.5481	0	-0.126959	-0.126959	-17.3395	7.79533	1.75226
9.54126	0	-0.121365	-0.121365	-18.4843	17.1991	0.617756
11.6695	0	-0.132837	-0.132837	-10.6987	9.39402	8.41937
11.7183	0	-0.0613904	-0.0613904	-14.5574	13.2993	4.50556
9.54815	0	-0.127053	-0.127053	-4.03536	11.0235	15.0564
11.7184	0	-0.0614938	-0.0614938	-7.92766	14.9079	11.1353
11.7034	0	-0.125804	-0.125804	-11.8204	18.8133	7.25554
4.77686	0	-0.120146	-0.120146	-1.01292	2.76181	3.76362
8.28987	0	-0.0556065	-0.0556065	-4.91664	6.67353	-0.112304
8.26449	0	-0.098801	-0.098801	-8.80918	10.5561	-4.03062
10.6719	0	-0.103043	-0.103043	1.74173	8.27439	6.51839
12.6593	0	0.253879	0.253879	-2.21163	12.2033	2.63961
12.6239	0	0.156159	0.156159	-6.06216	16.071	-1.27401
4.76933	0	-0.121313	-0.121313	4.50344	13.7854	9.27541
8.26276	0	-0.0965654	-0.0965654	0.610918	17.6859	5.38266
8.2599	0	-0.0813362	-0.0813362	-3.2887	21.5835	1.48114
10.6672	0	-0.127968	-0.127968	-17.4761	14.4421	-3.14817
12.6058	0	-0.143446	-0.143446	-9.6898	6.63126	4.65077
12.6412	0	-0.0693391	-0.0693391	-13.5609	10.5547	0.758276
14.3182	0	-0.118585	-0.118585	-14.7199	19.9593	-0.396905
15.7752	0	0.0599733	0.0599733	-6.95133	12.095	7.36521
15.8024	0	0.162868	0.162868	-10.7513	16.0338	3.47292
10.6731	0	-0.121845	-0.121845	-0.274817	13.7787	14.0473
12.6296	0	-0.0875913	-0.0875913	-4.16933	17.676	10.1454
12.622	0	-0.136886	-0.136886	-8.06114	21.5763	6.24913
4.77139	0	-0.110965	-0.110965	-22.2497	14.4489	1.62285
8.26332	0	-0.109345	-0.109345	-14.4611	6.65437	9.42284
8.27089	0	-0.112897	-0.112897	-18.3465	10.5543	5.51754
10.6728	0	-0.126138	-0.126138	-7.80028	8.26737	16.0671
12.6295	0	-0.0962643	-0.0962643	-11.7024	12.1676	12.1711
12.6299	0	-0.0939858	-0.0939858	-15.5895	16.0624	8.27182
4.77384	0	-0.1196	-0.1196	-5.04441	13.7804	18.8215
8.27303	0	-0.10046	-0.10046	-8.94065	17.6747	14.9194
8.2685	0	-0.115625	-0.115625	-12.837	21.574	11.0254
4.77686	0	-0.120196	-0.120196	-4.33592	1.95551	0.440608
10.6718	0	-0.103022	-0.103022	-8.23249	5.85424	-3.45582
4.76928	0	-0.121235	-0.121235	-12.1307	9.74931	-7.35868
8.28987	0	-0.0556337	-0.0556337	-1.60447	7.4772	3.19987
12.6592	0	0.254105	0.254105	-5.50372	11.4045	-0.652469
8.26269	0	-0.0964088	-0.0964088	-9.37988	15.2618	-4.60814
8.26456	0	-0.0990082	-0.0990082	1.17536	12.9787	5.95393
12.6238	0	0.15597	0.15597	-2.72374	16.881	2.06442
8.25995	0	-0.0813628	-0.0813628	-6.6201	20.7751	-1.85026
10.6672	0	-0.128003	-0.128003	-0.845619	18.4773	13.4823
14.3182	0	-0.11855	-0.11855	-4.73981	22.3808	9.58314
10.6731	0	-0.121794	-0.121794	-16.9012	9.7445	-2.57903
12.6058	0	-0.143484	-0.143484	-6.35787	7.43972	7.98271
15.7752	0	0.060086	0.060086	-10.2042	11.3057	4.11235
12.6295	0	-0.087475	-0.087475	-14.1408	15.2566	0.173932
12.6412	0	-0.0694847	-0.0694847	-3.61214	12.9687	10.707
15.8024	0	0.162786	0.162786	-7.46026	16.8324	6.76392
12.6221	0	-0.13689	-0.13689	-11.3865	20.7694	2.92375
4.77143	0	-0.111016	-0.111016	-5.61833	18.4844	18.2542
10.6728	0	-0.126098	-0.126098	-17.7794	5.84604	6.08804
4.7738	0	-0.119502	-0.119502	-21.6756	9.74497	2.19031
8.26332	0	-0.109355	-0.109355	-11.1354	7.46132	12.7486
12.6295	0	-0.0961943	-0.0961943	-15.0256	11.3613	8.84789
8.27296	0	-0.100362	-0.100362	-18.9144	15.2547	4.94565
8.27096	0	-0.113048	-0.113048	-8.37205	12.9745	15.492
12.6299	0	-0.0940457	-0.0940457	-12.267	16.8686	11.5943
8.26855	0	-0.115668	-0.115668	-16.1623	20.7672	7.70012
4.78209	0	-0.101587	-0.101587	-0.578675	4.71321	-0.564941
10.673	0	-0.0850491	-0.0850491	-4.47216	8.60961	-4.46149
4.77353	0	-0.113452	-0.113452	-22.6858	12.504	5.9539
10.6731	0	-0.085128	-0.085128	2.17673	10.2229	2.1874
14.3098	0	-0.0300172	-0.0300172	-1.72329	14.1237	-1.70369
