# EIG file: diamond.EIG   fdf file: diamond_scf.fdf
# Fermi energy (eV): -6.070552
# ElectronicTemperature: 0.025852 eV   OccupationFunction: FD   OccupationMPOrder: 1   degeneracy: 2.0
# k-index  spin  band  eigenvalue(eV)  occupation
   459     1      9       13.116146    0.000000
   459     1     10       16.540958    0.000000
   459     1     11       22.355363    0.000000
   459     1     12       30.555455    0.000000
   459     1     13       33.753755    0.000000
   459     1     14       41.362330    0.000000
   459     1     15       42.452249    0.000000
   459     1     16       50.571951    0.000000
   459     1     17       53.270092    0.000000
   459     1     18       54.950727    0.000000
   459     1     19       59.573463    0.000000
   459     1     20       76.139965    0.000000
   459     1     21       78.002355    0.000000
   459     1     22       86.907945    0.000000
   459     1     23       91.828611    0.000000
   459     1     24      102.077894    0.000000
   459     1     25      120.642043    0.000000
   459     1     26      138.758978    0.000000
   460     1      1      -25.008647    2.000000
   460     1      2      -15.272582    2.000000
   460     1      3      -12.988076    2.000000
   460     1      4      -11.403495    2.000000
   460     1      5       -1.035573    0.000000
   460     1      6        3.321462    0.000000
   460     1      7        3.774478    0.000000
   460     1      8        5.051405    0.000000
   460     1      9       14.634297    0.000000
   460     1     10       15.380212    0.000000
   460     1     11       22.281919    0.000000
   460     1     12       31.795578    0.000000
   460     1     13       35.068588    0.000000
   460     1     14       39.379270    0.000000
   460     1     15       41.983140    0.000000
   460     1     16       47.156379    0.000000
   460     1     17       49.063702    0.000000
   460     1     18       56.722514    0.000000
   460     1     19       69.683569    0.000000
   460     1     20       79.125539    0.000000
   460     1     21       81.432957    0.000000
   460     1     22       84.128447    0.000000
   460     1     23       94.018445    0.000000
   460     1     24       99.572220    0.000000
   460     1     25      121.313382    0.000000
   460     1     26      141.007626    0.000000
   461     1      1      -26.153565    2.000000
   461     1      2      -13.184779    2.000000
   461     1      3      -12.226608    2.000000
   461     1      4      -10.701882    2.000000
   461     1      5       -1.952403    0.000000
   461     1      6        3.273748    0.000000
   461     1      7        3.927264    0.000000
   461     1      8        3.980756    0.000000
   461     1      9       14.327880    0.000000
   461     1     10       15.760909    0.000000
   461     1     11       22.090126    0.000000
   461     1     12       31.460249    0.000000
   461     1     13       35.687100    0.000000
   461     1     14       38.646139    0.000000
   461     1     15       39.041569    0.000000
   461     1     16       43.428598    0.000000
   461     1     17       50.264445    0.000000
   461     1     18       59.627886    0.000000
   461     1     19       62.148283    0.000000
   461     1     20       83.122359    0.000000
   461     1     21       87.583408    0.000000
   461     1     22       88.083608    0.000000
   461     1     23       93.072288    0.000000
   461     1     24      104.506555    0.000000
   461     1     25      131.709791    0.000000
   461     1     26      144.176594    0.000000
   462     1      1      -26.954314    2.000000
   462     1      2      -12.101631    2.000000
   462     1      3      -10.766221    2.000000
   462     1      4      -10.160794    2.000000
   462     1      5       -2.238593    0.000000
   462     1      6        2.550598    0.000000
   462     1      7        2.600755    0.000000
   462     1      8        5.097463    0.000000
   462     1      9       13.740466    0.000000
   462     1     10       16.176319    0.000000
   462     1     11       21.798827    0.000000
   462     1     12       29.323000    0.000000
   462     1     13       34.853358    0.000000
   462     1     14       38.973508    0.000000
   462     1     15       40.233262    0.000000
   462     1     16       40.648428    0.000000
   462     1     17       49.150512    0.000000
   462     1     18       58.201753    0.000000
   462     1     19       63.464184    0.000000
   462     1     20       81.912685    0.000000
   462     1     21       85.313869    0.000000
   462     1     22       90.324237    0.000000
   462     1     23      106.766831    0.000000
   462     1     24      112.904935    0.000000
   462     1     25      128.588124    0.000000
   462     1     26      160.145768    0.000000
   463     1      1      -27.389225    2.000000
   463     1      2      -11.462992    2.000000
   463     1      3      -10.752933    2.000000
   463     1      4       -8.849126    2.000000
   463     1      5       -1.538694    0.000000
   463     1      6        1.219893    0.000000
   463     1      7        1.434483    0.000000
   463     1      8        6.289783    0.000000
   463     1      9       14.230562    0.000000
   463     1     10       16.083740    0.000000
   463     1     11       19.580995    0.000000
   463     1     12       28.398012    0.000000
   463     1     13       32.811468    0.000000
   463     1     14       39.091755    0.000000
   463     1     15       39.659578    0.000000
   463     1     16       40.668574    0.000000
   463     1     17       48.489169    0.000000
   463     1     18       57.431614    0.000000
   463     1     19       67.553936    0.000000
   463     1     20       78.752772    0.000000
   463     1     21       91.292939    0.000000
   463     1     22       94.167470    0.000000
   463     1     23      107.243323    0.000000
   463     1     24      112.017715    0.000000
   463     1     25      127.593834    0.000000
   463     1     26      167.535563    0.000000
   464     1      1      -27.450414    2.000000
   464     1      2      -12.083913    2.000000
   464     1      3      -10.138401    2.000000
   464     1      4       -8.392580    2.000000
   464     1      5       -0.639967    0.000000
   464     1      6        0.520882    0.000000
   464     1      7        0.601693    0.000000
   464     1      8        6.814856    0.000000
   464     1      9       15.596613    0.000000
   464     1     10       15.905217    0.000000
   464     1     11       17.683337    0.000000
   464     1     12       25.317599    0.000000
   464     1     13       34.740248    0.000000
   464     1     14       38.908227    0.000000
   464     1     15       40.451244    0.000000
   464     1     16       40.565504    0.000000
   464     1     17       47.966664    0.000000
   464     1     18       61.371067    0.000000
   464     1     19       69.957663    0.000000
   464     1     20       75.717021    0.000000
   464     1     21       94.674835    0.000000
   464     1     22       95.581354    0.000000
   464     1     23      101.107618    0.000000
   464     1     24      111.406966    0.000000
   464     1     25      124.145681    0.000000
   464     1     26      184.320582    0.000000
   465     1      1      -27.138042    2.000000
   465     1      2      -12.992877    2.000000
   465     1      3       -9.896985    2.000000
   465     1      4       -9.107962    2.000000
   465     1      5       -0.928127    0.000000
   465     1      6        1.142140    0.000000
   465     1      7        1.198255    0.000000
   465     1      8        6.534376    0.000000
   465     1      9       14.839861    0.000000
   465     1     10       15.807208    0.000000
   465     1     11       19.340467    0.000000
   465     1     12       24.137075    0.000000
   465     1     13       36.224433    0.000000
   465     1     14       38.866143    0.000000
   465     1     15       40.932288    0.000000
   465     1     16       41.303413    0.000000
   465     1     17       48.284749    0.000000
   465     1     18       64.165758    0.000000
   465     1     19       67.319441    0.000000
   465     1     20       76.564055    0.000000
   465     1     21       87.246205    0.000000
   465     1     22       94.265008    0.000000
   465     1     23       99.017731    0.000000
   465     1     24      104.610487    0.000000
   465     1     25      122.638880    0.000000
   465     1     26      198.027087    0.000000
   466     1      1      -26.459650    2.000000
   466     1      2      -13.784062    2.000000
   466     1      3      -11.607507    2.000000
   466     1      4       -9.496501    2.000000
   466     1      5       -0.682444    0.000000
   466     1      6        1.723713    0.000000
   466     1      7        2.534835    0.000000
   466     1      8        5.808447    0.000000
   466     1      9       14.475455    0.000000
   466     1     10       15.341446    0.000000
   466     1     11       19.380995    0.000000
   466     1     12       27.626632    0.000000
   466     1     13       35.974773    0.000000
   466     1     14       38.531889    0.000000
   466     1     15       41.261280    0.000000
   466     1     16       43.114803    0.000000
   466     1     17       48.201915    0.000000
   466     1     18       59.690294    0.000000
   466     1     19       64.882175    0.000000
   466     1     20       77.323405    0.000000
   466     1     21       83.305684    0.000000
   466     1     22       85.675555    0.000000
   466     1     23       94.910677    0.000000
   466     1     24      101.003854    0.000000
   466     1     25      128.845691    0.000000
   466     1     26      169.967228    0.000000
   467     1      1      -25.429385    2.000000
   467     1      2      -14.667703    2.000000
   467     1      3      -13.613676    2.000000
   467     1      4      -10.172733    2.000000
   467     1      5        0.329555    0.000000
   467     1      6        1.720835    0.000000
   467     1      7        4.027025    0.000000
   467     1      8        5.305905    0.000000
   467     1      9       14.258469    0.000000
   467     1     10       14.762477    0.000000
   467     1     11       19.644339    0.000000
   467     1     12       31.204136    0.000000
   467     1     13       36.493931    0.000000
   467     1     14       38.129568    0.000000
   467     1     15       42.231970    0.000000
   467     1     16       45.305832    0.000000
   467     1     17       45.558059    0.000000
   467     1     18       63.078234    0.000000
   467     1     19       69.899881    0.000000
   467     1     20       73.155459    0.000000
   467     1     21       74.994937    0.000000
   467     1     22       79.147723    0.000000
   467     1     23       98.331719    0.000000
   467     1     24      100.809086    0.000000
   467     1     25      123.943690    0.000000
   467     1     26      140.413410    0.000000
   468     1      1      -24.084485    2.000000
   468     1      2      -16.756589    2.000000
   468     1      3      -14.166791    2.000000
   468     1      4      -10.995111    2.000000
   468     1      5        1.187063    0.000000
   468     1      6        1.591083    0.000000
   468     1      7        4.949854    0.000000
   468     1      8        6.026689    0.000000
   468     1      9       12.666980    0.000000
   468     1     10       15.777614    0.000000
   468     1     11       19.945370    0.000000
   468     1     12       33.161926    0.000000
   468     1     13       34.494036    0.000000
   468     1     14       38.579152    0.000000
   468     1     15       44.289896    0.000000
   468     1     16       47.688380    0.000000
   468     1     17       48.962911    0.000000
   468     1     18       60.061486    0.000000
   468     1     19       62.133341    0.000000
   468     1     20       68.177382    0.000000
   468     1     21       75.974418    0.000000
   468     1     22       83.966492    0.000000
   468     1     23       92.252848    0.000000
   468     1     24       98.898753    0.000000
   468     1     25      119.337177    0.000000
   468     1     26      150.293155    0.000000
   469     1      1      -22.779887    2.000000
   469     1      2      -17.982787    2.000000
   469     1      3      -15.244821    2.000000
   469     1      4      -11.291320    2.000000
   469     1      5       -0.127591    0.000000
   469     1      6        3.683819    0.000000
   469     1      7        5.605794    0.000000
   469     1      8        7.265593    0.000000
   469     1      9       10.450091    0.000000
   469     1     10       16.974988    0.000000
   469     1     11       18.786249    0.000000
   469     1     12       33.892673    0.000000
   469     1     13       35.327939    0.000000
   469     1     14       37.784744    0.000000
   469     1     15       47.189787    0.000000
   469     1     16       48.846409    0.000000
   469     1     17       53.045182    0.000000
   469     1     18       56.796780    0.000000
   469     1     19       59.031125    0.000000
   469     1     20       61.779960    0.000000
   469     1     21       71.893290    0.000000
   469     1     22       72.677826    0.000000
   469     1     23      100.702410    0.000000
   469     1     24      104.025338    0.000000
   469     1     25      134.545855    0.000000
   469     1     26      159.399110    0.000000
   470     1      1      -21.690373    2.000000
   470     1      2      -19.360928    2.000000
   470     1      3      -14.851160    2.000000
   470     1      4      -11.923018    2.000000
   470     1      5       -0.763527    0.000000
   470     1      6        4.624973    0.000000
   470     1      7        5.675747    0.000000
   470     1      8        6.418126    0.000000
   470     1      9       10.919534    0.000000
   470     1     10       17.919416    0.000000
   470     1     11       19.984243    0.000000
   470     1     12       32.215214    0.000000
   470     1     13       33.410220    0.000000
   470     1     14       41.903654    0.000000
   470     1     15       44.626260    0.000000
   470     1     16       49.189318    0.000000
   470     1     17       54.493123    0.000000
   470     1     18       56.404795    0.000000
   470     1     19       59.372918    0.000000
   470     1     20       65.639513    0.000000
   470     1     21       70.391813    0.000000
   470     1     22       72.668238    0.000000
   470     1     23      107.725965    0.000000
   470     1     24      108.046383    0.000000
   470     1     25      116.009458    0.000000
   470     1     26      163.301566    0.000000
   471     1      1      -22.743794    2.000000
   471     1      2      -18.124947    2.000000
   471     1      3      -14.116835    2.000000
   471     1      4      -12.287784    2.000000
   471     1      5       -1.265695    0.000000
   471     1      6        4.017172    0.000000
   471     1      7        5.230402    0.000000
   471     1      8        5.759377    0.000000
   471     1      9       12.857652    0.000000
   471     1     10       16.856547    0.000000
   471     1     11       23.264780    0.000000
   471     1     12       31.710779    0.000000
   471     1     13       32.184474    0.000000
   471     1     14       41.654508    0.000000
   471     1     15       44.658842    0.000000
   471     1     16       49.146080    0.000000
   471     1     17       53.830582    0.000000
   471     1     18       58.851265    0.000000
   471     1     19       59.133325    0.000000
   471     1     20       72.802539    0.000000
   471     1     21       76.357701    0.000000
   471     1     22       77.145915    0.000000
   471     1     23      100.300094    0.000000
   471     1     24      114.530384    0.000000
   471     1     25      117.829441    0.000000
   471     1     26      153.082430    0.000000
   472     1      1      -24.237057    2.000000
   472     1      2      -16.018846    2.000000
   472     1      3      -13.148155    2.000000
   472     1      4      -12.348083    2.000000
   472     1      5       -1.832494    0.000000
   472     1      6        2.398172    0.000000
   472     1      7        5.416222    0.000000
   472     1      8        5.547156    0.000000
   472     1      9       14.483811    0.000000
   472     1     10       15.923734    0.000000
   472     1     11       24.617074    0.000000
   472     1     12       32.224208    0.000000
   472     1     13       33.885276    0.000000
   472     1     14       39.474239    0.000000
   472     1     15       45.544516    0.000000
   472     1     16       50.200431    0.000000
   472     1     17       51.137102    0.000000
   472     1     18       53.347023    0.000000
   472     1     19       64.822144    0.000000
   472     1     20       82.473200    0.000000
   472     1     21       86.170241    0.000000
   472     1     22       86.406993    0.000000
   472     1     23       94.208883    0.000000
   472     1     24      122.688011    0.000000
   472     1     25      125.443494    0.000000
   472     1     26      134.133469    0.000000
   473     1      1      -25.484111    2.000000
   473     1      2      -13.861466    2.000000
   473     1      3      -12.166315    2.000000
   473     1      4      -12.095609    2.000000
   473     1      5       -2.646888    0.000000
   473     1      6        2.307537    0.000000
   473     1      7        5.014429    0.000000
   473     1      8        5.021001    0.000000
   473     1      9       14.598730    0.000000
   473     1     10       16.105336    0.000000
   473     1     11       24.401897    0.000000
   473     1     12       34.094234    0.000000
   473     1     13       36.105979    0.000000
   473     1     14       38.064310    0.000000
   473     1     15       43.122846    0.000000
   473     1     16       43.598935    0.000000
   473     1     17       52.732712    0.000000
   473     1     18       54.551771    0.000000
   473     1     19       78.274267    0.000000
   473     1     20       85.515324    0.000000
   473     1     21       87.222692    0.000000
   473     1     22       87.306812    0.000000
   473     1     23       99.008221    0.000000
   473     1     24      103.731426    0.000000
   473     1     25      127.310328    0.000000
   473     1     26      142.117888    0.000000
   474     1      1      -26.399757    2.000000
   474     1      2      -12.010346    2.000000
   474     1      3      -11.547910    2.000000
   474     1      4      -11.547879    2.000000
   474     1      5       -2.967987    0.000000
   474     1      6        3.466472    0.000000
   474     1      7        4.007118    0.000000
   474     1      8        4.007167    0.000000
   474     1      9       13.936721    0.000000
   474     1     10       16.489512    0.000000
   474     1     11       23.648750    0.000000
   474     1     12       35.011850    0.000000
   474     1     13       35.011872    0.000000
   474     1     14       39.340446    0.000000
   474     1     15       40.755936    0.000000
   474     1     16       40.755957    0.000000
   474     1     17       51.028464    0.000000
   474     1     18       59.437526    0.000000
   474     1     19       62.563727    0.000000
   474     1     20       85.103582    0.000000
   474     1     21       85.104282    0.000000
   474     1     22       85.350190    0.000000
   474     1     23      113.502711    0.000000
   474     1     24      117.489865    0.000000
   474     1     25      128.709809    0.000000
   474     1     26      128.711779    0.000000
   475     1      1      -26.954314    2.000000
   475     1      2      -12.101597    2.000000
   475     1      3      -10.766254    2.000000
   475     1      4      -10.160800    2.000000
   475     1      5       -2.238597    0.000000
   475     1      6        2.550645    0.000000
   475     1      7        2.600707    0.000000
   475     1      8        5.097471    0.000000
   475     1      9       13.740473    0.000000
   475     1     10       16.176327    0.000000
   475     1     11       21.798832    0.000000
   475     1     12       29.323000    0.000000
   475     1     13       34.853374    0.000000
   475     1     14       38.973502    0.000000
   475     1     15       40.233268    0.000000
   475     1     16       40.648412    0.000000
   475     1     17       49.150473    0.000000
   475     1     18       58.201773    0.000000
   475     1     19       63.464178    0.000000
   475     1     20       81.912685    0.000000
   475     1     21       85.313875    0.000000
   475     1     22       90.324217    0.000000
   475     1     23      106.766725    0.000000
   475     1     24      112.904971    0.000000
   475     1     25      128.588027    0.000000
   475     1     26      160.145956    0.000000
   476     1      1      -27.138042    2.000000
   476     1      2      -12.992877    2.000000
   476     1      3       -9.896985    2.000000
   476     1      4       -9.107962    2.000000
   476     1      5       -0.928127    0.000000
   476     1      6        1.142140    0.000000
   476     1      7        1.198255    0.000000
   476     1      8        6.534376    0.000000
   476     1      9       14.839861    0.000000
   476     1     10       15.807207    0.000000
   476     1     11       19.340467    0.000000
   476     1     12       24.137074    0.000000
   476     1     13       36.224431    0.000000
   476     1     14       38.866129    0.000000
   476     1     15       40.932288    0.000000
   476     1     16       41.303401    0.000000
   476     1     17       48.284744    0.000000
   476     1     18       64.165680    0.000000
   476     1     19       67.319431    0.000000
   476     1     20       76.564041    0.000000
   476     1     21       87.245849    0.000000
   476     1     22       94.264471    0.000000
   476     1     23       99.018503    0.000000
   476     1     24      104.610328    0.000000
   476     1     25      122.638277    0.000000
   476     1     26      198.027093    0.000000
   477     1      1      -26.950824    2.000000
   477     1      2      -13.981317    2.000000
   477     1      3       -9.229996    2.000000
   477     1      4       -9.229996    2.000000
   477     1      5        0.267744    0.000000
   477     1      6        0.267744    0.000000
   477     1      7        0.653279    0.000000
   477     1      8        7.161616    0.000000
   477     1      9       15.605302    0.000000
   477     1     10       17.099163    0.000000
   477     1     11       17.099163    0.000000
   477     1     12       22.454043    0.000000
   477     1     13       37.226209    0.000000
   477     1     14       37.226212    0.000000
   477     1     15       42.590909    0.000000
   477     1     16       42.590922    0.000000
   477     1     17       48.870562    0.000000
   477     1     18       69.422753    0.000000
   477     1     19       70.591541    0.000000
   477     1     20       70.591569    0.000000
   477     1     21       89.217292    0.000000
   477     1     22       89.217822    0.000000
   477     1     23       89.673966    0.000000
   477     1     24      107.515899    0.000000
   477     1     25      107.516894    0.000000
   477     1     26      213.185480    0.000000
   478     1      1      -26.398415    2.000000
   478     1      2      -14.814745    2.000000
   478     1      3      -10.728498    2.000000
   478     1      4       -9.131475    2.000000
   478     1      5        0.242712    0.000000
   478     1      6        1.037995    0.000000
   478     1      7        1.384114    0.000000
   478     1      8        6.995770    0.000000
   478     1      9       15.230733    0.000000
   478     1     10       15.477614    0.000000
   478     1     11       18.201792    0.000000
   478     1     12       25.110988    0.000000
   478     1     13       36.289100    0.000000
   478     1     14       37.490305    0.000000
   478     1     15       43.858621    0.000000
   478     1     16       43.915579    0.000000
   478     1     17       48.571613    0.000000
   478     1     18       62.946770    0.000000
   478     1     19       66.970474    0.000000
   478     1     20       71.778553    0.000000
   478     1     21       81.773432    0.000000
   478     1     22       83.599403    0.000000
   478     1     23       91.608430    0.000000
   478     1     24       98.251755    0.000000
   478     1     25      119.346257    0.000000
   478     1     26      197.347401    0.000000
   479     1      1      -25.492020    2.000000
   479     1      2      -15.403947    2.000000
   479     1      3      -12.941348    2.000000
   479     1      4       -9.655329    2.000000
   479     1      5        1.039610    0.000000
   479     1      6        1.130333    0.000000
   479     1      7        2.989925    0.000000
   479     1      8        6.495742    0.000000
   479     1      9       14.119297    0.000000
   479     1     10       14.754913    0.000000
   479     1     11       18.660706    0.000000
   479     1     12       29.852962    0.000000
   479     1     13       36.940609    0.000000
   479     1     14       37.276124    0.000000
   479     1     15       44.945365    0.000000
   479     1     16       45.095182    0.000000
   479     1     17       45.340302    0.000000
   479     1     18       62.905841    0.000000
   479     1     19       67.369475    0.000000
   479     1     20       68.045201    0.000000
   479     1     21       76.574195    0.000000
   479     1     22       77.959099    0.000000
   479     1     23       99.405232    0.000000
   479     1     24      100.410530    0.000000
   479     1     25      122.472401    0.000000
   479     1     26      152.695371    0.000000
   480     1      1      -24.256346    2.000000
   480     1      2      -16.068372    2.000000
   480     1      3      -14.953179    2.000000
   480     1      4      -10.478015    2.000000
   480     1      5        0.558712    0.000000
   480     1      6        2.443796    0.000000
   480     1      7        4.775514    0.000000
   480     1      8        6.346832    0.000000
   480     1      9       12.362676    0.000000
   480     1     10       15.191745    0.000000
   480     1     11       19.105872    0.000000
   480     1     12       33.793069    0.000000
   480     1     13       36.541147    0.000000
   480     1     14       36.625896    0.000000
   480     1     15       45.479393    0.000000
   480     1     16       46.819027    0.000000
   480     1     17       47.524671    0.000000
   480     1     18       60.453581    0.000000
   480     1     19       64.122140    0.000000
   480     1     20       71.304099    0.000000
   480     1     21       74.720708    0.000000
   480     1     22       74.996046    0.000000
   480     1     23       91.196283    0.000000
   480     1     24      101.410302    0.000000
   480     1     25      139.495683    0.000000
   480     1     26      148.180301    0.000000
   481     1      1      -22.699927    2.000000
   481     1      2      -17.266786    2.000000
   481     1      3      -15.912761    2.000000
   481     1      4      -11.871509    2.000000
   481     1      5        0.566250    0.000000
   481     1      6        3.109822    0.000000
   481     1      7        5.972450    0.000000
   481     1      8        6.699019    0.000000
   481     1      9       10.631718    0.000000
   481     1     10       16.416649    0.000000
   481     1     11       19.786880    0.000000
   481     1     12       32.614587    0.000000
   481     1     13       37.995853    0.000000
   481     1     14       38.414596    0.000000
   481     1     15       44.203346    0.000000
   481     1     16       48.801067    0.000000
   481     1     17       50.916947    0.000000
   481     1     18       59.309324    0.000000
   481     1     19       60.290785    0.000000
   481     1     20       66.222997    0.000000
   481     1     21       69.980330    0.000000
   481     1     22       72.999099    0.000000
   481     1     23       97.953499    0.000000
   481     1     24      110.553628    0.000000
   481     1     25      126.262462    0.000000
   481     1     26      159.330421    0.000000
   482     1      1      -21.325138    2.000000
   482     1      2      -18.719973    2.000000
   482     1      3      -15.959160    2.000000
   482     1      4      -12.605847    2.000000
   482     1      5       -0.143015    0.000000
   482     1      6        4.327528    0.000000
   482     1      7        6.077083    0.000000
   482     1      8        6.719941    0.000000
   482     1      9       10.268504    0.000000
   482     1     10       16.936608    0.000000
   482     1     11       20.456429    0.000000
   482     1     12       30.971657    0.000000
   482     1     13       37.103134    0.000000
   482     1     14       42.800779    0.000000
   482     1     15       43.266708    0.000000
   482     1     16       48.993055    0.000000
   482     1     17       52.501772    0.000000
   482     1     18       56.572024    0.000000
   482     1     19       60.319026    0.000000
   482     1     20       67.641715    0.000000
   482     1     21       68.117749    0.000000
   482     1     22       74.818180    0.000000
   482     1     23       97.266825    0.000000
   482     1     24      106.030067    0.000000
   482     1     25      127.295566    0.000000
   482     1     26      169.759182    0.000000
   483     1      1      -21.660516    2.000000
   483     1      2      -18.419476    2.000000
   483     1      3      -15.297563    2.000000
   483     1      4      -13.046305    2.000000
   483     1      5       -0.691604    0.000000
   483     1      6        3.597700    0.000000
   483     1      7        5.126139    0.000000
   483     1      8        7.245197    0.000000
   483     1      9       11.986998    0.000000
   483     1     10       16.407607    0.000000
   483     1     11       22.724668    0.000000
   483     1     12       30.104604    0.000000
   483     1     13       36.303307    0.000000
   483     1     14       41.187511    0.000000
   483     1     15       45.770304    0.000000
   483     1     16       48.342859    0.000000
   483     1     17       53.056407    0.000000
   483     1     18       55.975056    0.000000
   483     1     19       60.961923    0.000000
   483     1     20       64.159551    0.000000
   483     1     21       72.890122    0.000000
   483     1     22       83.799855    0.000000
   483     1     23       91.492136    0.000000
   483     1     24       97.729003    0.000000
   483     1     25      138.214082    0.000000
   483     1     26      171.217639    0.000000
   484     1      1      -23.138956    2.000000
   484     1      2      -16.707638    2.000000
   484     1      3      -14.344437    2.000000
   484     1      4      -13.064564    2.000000
   484     1      5       -1.272467    0.000000
   484     1      6        1.701556    0.000000
   484     1      7        5.427655    0.000000
   484     1      8        7.197931    0.000000
   484     1      9       13.934328    0.000000
   484     1     10       15.561242    0.000000
   484     1     11       24.613488    0.000000
   484     1     12       31.662829    0.000000
   484     1     13       35.950622    0.000000
   484     1     14       38.885120    0.000000
   484     1     15       44.850170    0.000000
   484     1     16       48.216935    0.000000
   484     1     17       53.513343    0.000000
   484     1     18       55.278247    0.000000
   484     1     19       60.728180    0.000000
   484     1     20       68.842925    0.000000
   484     1     21       79.691558    0.000000
   484     1     22       85.503757    0.000000
   484     1     23       93.400828    0.000000
   484     1     24       97.621478    0.000000
   484     1     25      137.589887    0.000000
   484     1     26      161.205487    0.000000
   485     1      1      -24.465840    2.000000
   485     1      2      -15.054829    2.000000
   485     1      3      -13.350290    2.000000
   485     1      4      -12.561339    2.000000
   485     1      5       -2.220676    0.000000
   485     1      6        1.339563    0.000000
   485     1      7        5.462953    0.000000
   485     1      8        6.422579    0.000000
   485     1      9       14.821101    0.000000
   485     1     10       15.533438    0.000000
   485     1     11       25.043490    0.000000
   485     1     12       35.249125    0.000000
   485     1     13       36.040282    0.000000
   485     1     14       37.676162    0.000000
   485     1     15       41.152658    0.000000
   485     1     16       48.990056    0.000000
   485     1     17       49.807982    0.000000
   485     1     18       55.347726    0.000000
   485     1     19       71.418882    0.000000
   485     1     20       81.849064    0.000000
   485     1     21       84.994610    0.000000
   485     1     22       89.103182    0.000000
   485     1     23       96.618630    0.000000
   485     1     24      104.541058    0.000000
   485     1     25      130.668404    0.000000
   485     1     26      138.281013    0.000000
   486     1      1      -25.484111    2.000000
   486     1      2      -13.861457    2.000000
   486     1      3      -12.166356    2.000000
   486     1      4      -12.095577    2.000000
   486     1      5       -2.646895    0.000000
   486     1      6        2.307541    0.000000
   486     1      7        5.014380    0.000000
   486     1      8        5.021050    0.000000
   486     1      9       14.598737    0.000000
   486     1     10       16.105340    0.000000
   486     1     11       24.401901    0.000000
   486     1     12       34.094244    0.000000
   486     1     13       36.105971    0.000000
   486     1     14       38.064306    0.000000
   486     1     15       43.122835    0.000000
   486     1     16       43.598917    0.000000
   486     1     17       52.732723    0.000000
   486     1     18       54.551754    0.000000
   486     1     19       78.274253    0.000000
   486     1     20       85.515307    0.000000
   486     1     21       87.222665    0.000000
   486     1     22       87.306769    0.000000
   486     1     23       99.008187    0.000000
   486     1     24      103.731450    0.000000
   486     1     25      127.310372    0.000000
   486     1     26      142.117824    0.000000
   487     1      1      -26.153565    2.000000
   487     1      2      -13.184756    2.000000
   487     1      3      -12.226605    2.000000
   487     1      4      -10.701915    2.000000
   487     1      5       -1.952413    0.000000
   487     1      6        3.273749    0.000000
   487     1      7        3.927273    0.000000
   487     1      8        3.980756    0.000000
   487     1      9       14.327895    0.000000
   487     1     10       15.760922    0.000000
   487     1     11       22.090137    0.000000
   487     1     12       31.460247    0.000000
   487     1     13       35.687106    0.000000
   487     1     14       38.646122    0.000000
   487     1     15       39.041565    0.000000
   487     1     16       43.428586    0.000000
   487     1     17       50.264424    0.000000
   487     1     18       59.627869    0.000000
   487     1     19       62.148286    0.000000
   487     1     20       83.122353    0.000000
   487     1     21       87.583358    0.000000
   487     1     22       88.083575    0.000000
   487     1     23       93.072269    0.000000
   487     1     24      104.506556    0.000000
   487     1     25      131.709834    0.000000
   487     1     26      144.176592    0.000000
   488     1      1      -26.459650    2.000000
   488     1      2      -13.784062    2.000000
   488     1      3      -11.607507    2.000000
   488     1      4       -9.496501    2.000000
   488     1      5       -0.682444    0.000000
   488     1      6        1.723713    0.000000
   488     1      7        2.534835    0.000000
   488     1      8        5.808446    0.000000
   488     1      9       14.475455    0.000000
   488     1     10       15.341445    0.000000
   488     1     11       19.380994    0.000000
   488     1     12       27.626629    0.000000
   488     1     13       35.974767    0.000000
   488     1     14       38.531871    0.000000
   488     1     15       41.261261    0.000000
   488     1     16       43.114804    0.000000
   488     1     17       48.201917    0.000000
   488     1     18       59.690024    0.000000
   488     1     19       64.882133    0.000000
   488     1     20       77.323424    0.000000
   488     1     21       83.306001    0.000000
   488     1     22       85.675291    0.000000
   488     1     23       94.910479    0.000000
   488     1     24      101.002983    0.000000
   488     1     25      128.845213    0.000000
   488     1     26      169.967190    0.000000
   489     1      1      -26.398415    2.000000
   489     1      2      -14.814745    2.000000
   489     1      3      -10.728498    2.000000
   489     1      4       -9.131475    2.000000
   489     1      5        0.242712    0.000000
   489     1      6        1.037995    0.000000
   489     1      7        1.384114    0.000000
   489     1      8        6.995770    0.000000
   489     1      9       15.230733    0.000000
   489     1     10       15.477614    0.000000
   489     1     11       18.201791    0.000000
   489     1     12       25.110987    0.000000
   489     1     13       36.289091    0.000000
   489     1     14       37.490305    0.000000
   489     1     15       43.858647    0.000000
   489     1     16       43.915558    0.000000
   489     1     17       48.571606    0.000000
   489     1     18       62.946467    0.000000
   489     1     19       66.970356    0.000000
   489     1     20       71.778691    0.000000
   489     1     21       81.773374    0.000000
   489     1     22       83.600034    0.000000
   489     1     23       91.607916    0.000000
   489     1     24       98.251844    0.000000
   489     1     25      119.345189    0.000000
   489     1     26      197.347673    0.000000
   490     1      1      -25.973237    2.000000
   490     1      2      -15.725837    2.000000
   490     1      3      -10.395242    2.000000
   490     1      4       -9.843367    2.000000
   490     1      5       -0.132594    0.000000
   490     1      6        1.631166    0.000000
   490     1      7        1.716122    0.000000
   490     1      8        6.922238    0.000000
   490     1      9       15.047743    0.000000
