# EIG file: diamond.EIG   fdf file: diamond_scf.fdf
# Fermi energy (eV): -6.070552
# ElectronicTemperature: 0.025852 eV   OccupationFunction: FD   OccupationMPOrder: 1   degeneracy: 2.0
# k-index  spin  band  eigenvalue(eV)  occupation
    92     1     21       74.612841    0.000000
    92     1     22       79.185031    0.000000
    92     1     23       98.591928    0.000000
    92     1     24      102.061019    0.000000
    92     1     25      110.942073    0.000000
    92     1     26      138.275003    0.000000
    93     1      1      -22.148522    2.000000
    93     1      2      -19.413259    2.000000
    93     1      3      -13.781109    2.000000
    93     1      4      -12.079556    2.000000
    93     1      5        0.181434    0.000000
    93     1      6        2.887551    0.000000
    93     1      7        5.451077    0.000000
    93     1      8        6.808372    0.000000
    93     1      9       11.416170    0.000000
    93     1     10       17.567579    0.000000
    93     1     11       21.288781    0.000000
    93     1     12       29.062129    0.000000
    93     1     13       35.239096    0.000000
    93     1     14       39.929956    0.000000
    93     1     15       43.384877    0.000000
    93     1     16       51.166558    0.000000
    93     1     17       53.994909    0.000000
    93     1     18       54.674612    0.000000
    93     1     19       62.576347    0.000000
    93     1     20       69.047863    0.000000
    93     1     21       75.375940    0.000000
    93     1     22       79.223031    0.000000
    93     1     23       91.794983    0.000000
    93     1     24      104.767494    0.000000
    93     1     25      124.792150    0.000000
    93     1     26      140.441939    0.000000
    94     1      1      -21.660517    2.000000
    94     1      2      -18.419469    2.000000
    94     1      3      -15.297586    2.000000
    94     1      4      -13.046284    2.000000
    94     1      5       -0.691618    0.000000
    94     1      6        3.597701    0.000000
    94     1      7        5.126146    0.000000
    94     1      8        7.245195    0.000000
    94     1      9       11.986998    0.000000
    94     1     10       16.407612    0.000000
    94     1     11       22.724666    0.000000
    94     1     12       30.104602    0.000000
    94     1     13       36.303322    0.000000
    94     1     14       41.187513    0.000000
    94     1     15       45.770306    0.000000
    94     1     16       48.342819    0.000000
    94     1     17       53.056462    0.000000
    94     1     18       55.975069    0.000000
    94     1     19       60.961925    0.000000
    94     1     20       64.159501    0.000000
    94     1     21       72.890204    0.000000
    94     1     22       83.800289    0.000000
    94     1     23       91.492281    0.000000
    94     1     24       97.729244    0.000000
    94     1     25      138.214342    0.000000
    94     1     26      171.218515    0.000000
    95     1      1      -20.946177    2.000000
    95     1      2      -18.619887    2.000000
    95     1      3      -15.328701    2.000000
    95     1      4      -13.773123    2.000000
    95     1      5       -1.329182    0.000000
    95     1      6        0.710012    0.000000
    95     1      7        7.166868    0.000000
    95     1      8        8.151355    0.000000
    95     1      9       13.498220    0.000000
    95     1     10       15.626424    0.000000
    95     1     11       25.211542    0.000000
    95     1     12       30.317159    0.000000
    95     1     13       37.170678    0.000000
    95     1     14       41.808885    0.000000
    95     1     15       44.401247    0.000000
    95     1     16       50.000879    0.000000
    95     1     17       51.524711    0.000000
    95     1     18       57.993941    0.000000
    95     1     19       59.699538    0.000000
    95     1     20       60.337047    0.000000
    95     1     21       71.090767    0.000000
    95     1     22       74.792775    0.000000
    95     1     23       97.189498    0.000000
    95     1     24      102.027166    0.000000
    95     1     25      147.142330    0.000000
    95     1     26      177.737366    0.000000
    96     1      1      -19.961445    2.000000
    96     1      2      -19.961432    2.000000
    96     1      3      -14.164486    2.000000
    96     1      4      -14.164459    2.000000
    96     1      5       -1.619810    0.000000
    96     1      6       -1.619798    0.000000
    96     1      7        8.568653    0.000000
    96     1      8        8.568712    0.000000
    96     1      9       15.114330    0.000000
    96     1     10       15.114348    0.000000
    96     1     11       28.995126    0.000000
    96     1     12       28.995137    0.000000
    96     1     13       38.862354    0.000000
    96     1     14       38.862385    0.000000
    96     1     15       47.014895    0.000000
    96     1     16       47.014921    0.000000
    96     1     17       53.813862    0.000000
    96     1     18       53.813943    0.000000
    96     1     19       61.201676    0.000000
    96     1     20       61.201768    0.000000
    96     1     21       70.645434    0.000000
    96     1     22       70.645553    0.000000
    96     1     23      113.680165    0.000000
    96     1     24      113.682017    0.000000
    96     1     25      147.833178    0.000000
    96     1     26      147.833993    0.000000
    97     1      1      -22.372480    2.000000
    97     1      2      -17.405782    2.000000
    97     1      3      -14.016293    2.000000
    97     1      4      -13.726788    2.000000
    97     1      5       -2.154102    0.000000
    97     1      6       -0.503475    0.000000
    97     1      7        7.390319    0.000000
    97     1      8        8.213680    0.000000
    97     1      9       14.957505    0.000000
    97     1     10       15.251365    0.000000
    97     1     11       27.415881    0.000000
    97     1     12       31.647326    0.000000
    97     1     13       36.536982    0.000000
    97     1     14       40.599135    0.000000
    97     1     15       43.670175    0.000000
    97     1     16       46.786105    0.000000
    97     1     17       55.082731    0.000000
    97     1     18       56.124634    0.000000
    97     1     19       59.970543    0.000000
    97     1     20       66.045282    0.000000
    97     1     21       73.523030    0.000000
    97     1     22       80.476246    0.000000
    97     1     23      106.512844    0.000000
    97     1     24      108.800380    0.000000
    97     1     25      132.143850    0.000000
    97     1     26      166.454759    0.000000
    98     1      1      -23.577433    2.000000
    98     1      2      -16.108886    2.000000
    98     1      3      -13.578850    2.000000
    98     1      4      -13.023513    2.000000
    98     1      5       -2.805104    0.000000
    98     1      6       -0.036141    0.000000
    98     1      7        7.171869    0.000000
    98     1      8        7.226480    0.000000
    98     1      9       14.665485    0.000000
    98     1     10       16.025393    0.000000
    98     1     11       27.240074    0.000000
    98     1     12       35.038050    0.000000
    98     1     13       35.176648    0.000000
    98     1     14       38.938544    0.000000
    98     1     15       45.821292    0.000000
    98     1     16       47.123898    0.000000
    98     1     17       48.449743    0.000000
    98     1     18       57.835572    0.000000
    98     1     19       65.014216    0.000000
    98     1     20       78.871128    0.000000
    98     1     21       84.439654    0.000000
    98     1     22       86.367077    0.000000
    98     1     23       97.362670    0.000000
    98     1     24      121.752891    0.000000
    98     1     25      124.522081    0.000000
    98     1     26      156.471425    0.000000
    99     1      1      -24.465840    2.000000
    99     1      2      -15.054829    2.000000
    99     1      3      -13.350290    2.000000
    99     1      4      -12.561340    2.000000
    99     1      5       -2.220676    0.000000
    99     1      6        1.339563    0.000000
    99     1      7        5.462953    0.000000
    99     1      8        6.422579    0.000000
    99     1      9       14.821101    0.000000
    99     1     10       15.533439    0.000000
    99     1     11       25.043490    0.000000
    99     1     12       35.249127    0.000000
    99     1     13       36.040289    0.000000
    99     1     14       37.676163    0.000000
    99     1     15       41.152670    0.000000
    99     1     16       48.990081    0.000000
    99     1     17       49.807984    0.000000
    99     1     18       55.347727    0.000000
    99     1     19       71.419041    0.000000
    99     1     20       81.850284    0.000000
    99     1     21       84.994621    0.000000
    99     1     22       89.103178    0.000000
    99     1     23       96.619215    0.000000
    99     1     24      104.541543    0.000000
    99     1     25      130.668692    0.000000
    99     1     26      138.282445    0.000000
   100     1      1      -25.008647    2.000000
   100     1      2      -15.272578    2.000000
   100     1      3      -12.988087    2.000000
   100     1      4      -11.403485    2.000000
   100     1      5       -1.035582    0.000000
   100     1      6        3.321469    0.000000
   100     1      7        3.774474    0.000000
   100     1      8        5.051407    0.000000
   100     1      9       14.634312    0.000000
   100     1     10       15.380199    0.000000
   100     1     11       22.281923    0.000000
   100     1     12       31.795589    0.000000
   100     1     13       35.068599    0.000000
   100     1     14       39.379264    0.000000
   100     1     15       41.983152    0.000000
   100     1     16       47.156355    0.000000
   100     1     17       49.063714    0.000000
   100     1     18       56.722535    0.000000
   100     1     19       69.683757    0.000000
   100     1     20       79.126338    0.000000
   100     1     21       81.432915    0.000000
   100     1     22       84.128059    0.000000
   100     1     23       94.018553    0.000000
   100     1     24       99.572596    0.000000
   100     1     25      121.316244    0.000000
   100     1     26      141.006847    0.000000
   101     1      1      -25.195087    2.000000
   101     1      2      -16.377427    2.000000
   101     1      3      -12.000700    2.000000
   101     1      4      -10.251597    2.000000
   101     1      5        0.166687    0.000000
   101     1      6        1.792378    0.000000
   101     1      7        3.216367    0.000000
   101     1      8        6.319287    0.000000
   101     1      9       14.320686    0.000000
   101     1     10       15.683260    0.000000
   101     1     11       20.129193    0.000000
   101     1     12       28.656773    0.000000
   101     1     13       34.446711    0.000000
   101     1     14       38.075054    0.000000
   101     1     15       44.766080    0.000000
   101     1     16       47.699618    0.000000
   101     1     17       49.011484    0.000000
   101     1     18       59.032955    0.000000
   101     1     19       63.364184    0.000000
   101     1     20       69.727866    0.000000
   101     1     21       78.217233    0.000000
   101     1     22       79.647242    0.000000
   101     1     23       93.119545    0.000000
   101     1     24       99.782913    0.000000
   101     1     25      117.990335    0.000000
   101     1     26      174.516103    0.000000
   102     1      1      -25.024659    2.000000
   102     1      2      -17.456354    2.000000
   102     1      3      -11.054871    2.000000
   102     1      4       -9.812811    2.000000
   102     1      5        0.894921    0.000000
   102     1      6        1.089545    0.000000
   102     1      7        1.806800    0.000000
   102     1      8        7.855952    0.000000
   102     1      9       14.492637    0.000000
   102     1     10       16.782649    0.000000
   102     1     11       19.530604    0.000000
   102     1     12       27.011083    0.000000
   102     1     13       33.870677    0.000000
   102     1     14       35.110222    0.000000
   102     1     15       46.831260    0.000000
   102     1     16       47.691234    0.000000
   102     1     17       49.740955    0.000000
   102     1     18       61.095679    0.000000
   102     1     19       62.590989    0.000000
   102     1     20       63.547060    0.000000
   102     1     21       78.559123    0.000000
   102     1     22       79.379674    0.000000
   102     1     23       90.160548    0.000000
   102     1     24       96.231139    0.000000
   102     1     25      108.306655    0.000000
   102     1     26      191.588842    0.000000
   103     1      1      -24.508413    2.000000
   103     1      2      -18.278680    2.000000
   103     1      3      -10.635346    2.000000
   103     1      4      -10.471962    2.000000
   103     1      5        0.353030    0.000000
   103     1      6        1.787396    0.000000
   103     1      7        1.861621    0.000000
   103     1      8        7.898243    0.000000
   103     1      9       14.321194    0.000000
   103     1     10       17.613259    0.000000
   103     1     11       21.103537    0.000000
   103     1     12       27.152130    0.000000
   103     1     13       31.751976    0.000000
   103     1     14       35.332322    0.000000
   103     1     15       46.738372    0.000000
   103     1     16       48.753098    0.000000
   103     1     17       50.227200    0.000000
   103     1     18       58.244539    0.000000
   103     1     19       60.916139    0.000000
   103     1     20       65.931951    0.000000
   103     1     21       77.796546    0.000000
   103     1     22       80.262863    0.000000
   103     1     23       89.631692    0.000000
   103     1     24       95.890045    0.000000
   103     1     25      104.197447    0.000000
   103     1     26      187.204009    0.000000
   104     1      1      -23.672550    2.000000
   104     1      2      -18.763403    2.000000
   104     1      3      -12.136131    2.000000
   104     1      4      -10.862166    2.000000
   104     1      5        0.677667    0.000000
   104     1      6        1.628889    0.000000
   104     1      7        3.511431    0.000000
   104     1      8        7.521618    0.000000
   104     1      9       13.169811    0.000000
   104     1     10       17.603552    0.000000
   104     1     11       20.909652    0.000000
   104     1     12       29.881795    0.000000
   104     1     13       32.138988    0.000000
   104     1     14       36.472768    0.000000
   104     1     15       45.668532    0.000000
   104     1     16       49.616078    0.000000
   104     1     17       53.878986    0.000000
   104     1     18       56.322350    0.000000
   104     1     19       59.348560    0.000000
   104     1     20       65.208590    0.000000
   104     1     21       76.965063    0.000000
   104     1     22       80.202915    0.000000
   104     1     23       98.946705    0.000000
   104     1     24       99.320672    0.000000
   104     1     25      107.175633    0.000000
   104     1     26      157.554533    0.000000
   105     1      1      -22.571808    2.000000
   105     1      2      -18.882579    2.000000
   105     1      3      -14.102141    2.000000
   105     1      4      -11.691020    2.000000
   105     1      5        0.678086    0.000000
   105     1      6        2.365910    0.000000
   105     1      7        5.342395    0.000000
   105     1      8        7.309884    0.000000
   105     1      9       11.073642    0.000000
   105     1     10       17.365473    0.000000
   105     1     11       20.009398    0.000000
   105     1     12       30.567447    0.000000
   105     1     13       36.649642    0.000000
   105     1     14       37.471079    0.000000
   105     1     15       44.322049    0.000000
   105     1     16       50.584848    0.000000
   105     1     17       53.554170    0.000000
   105     1     18       55.825377    0.000000
   105     1     19       60.522729    0.000000
   105     1     20       66.188311    0.000000
   105     1     21       73.141923    0.000000
   105     1     22       79.352179    0.000000
   105     1     23       94.466935    0.000000
   105     1     24      109.454177    0.000000
   105     1     25      110.226372    0.000000
   105     1     26      153.044336    0.000000
   106     1      1      -21.325135    2.000000
   106     1      2      -18.719974    2.000000
   106     1      3      -15.959180    2.000000
   106     1      4      -12.605820    2.000000
   106     1      5       -0.143026    0.000000
   106     1      6        4.327555    0.000000
   106     1      7        6.077069    0.000000
   106     1      8        6.719931    0.000000
   106     1      9       10.268500    0.000000
   106     1     10       16.936596    0.000000
   106     1     11       20.456423    0.000000
   106     1     12       30.971660    0.000000
   106     1     13       37.103148    0.000000
   106     1     14       42.800782    0.000000
   106     1     15       43.266724    0.000000
   106     1     16       48.993037    0.000000
   106     1     17       52.501794    0.000000
   106     1     18       56.571985    0.000000
   106     1     19       60.319015    0.000000
   106     1     20       67.641797    0.000000
   106     1     21       68.117773    0.000000
   106     1     22       74.818425    0.000000
   106     1     23       97.267044    0.000000
   106     1     24      106.029773    0.000000
   106     1     25      127.295311    0.000000
   106     1     26      169.760285    0.000000
   107     1      1      -20.231903    2.000000
   107     1      2      -19.056750    2.000000
   107     1      3      -16.478332    2.000000
   107     1      4      -13.343056    2.000000
   107     1      5       -0.841188    0.000000
   107     1      6        3.346529    0.000000
   107     1      7        6.281215    0.000000
   107     1      8        7.385600    0.000000
   107     1      9       11.646029    0.000000
   107     1     10       16.303964    0.000000
   107     1     11       22.253880    0.000000
   107     1     12       30.852661    0.000000
   107     1     13       37.085065    0.000000
   107     1     14       42.505278    0.000000
   107     1     15       46.895697    0.000000
   107     1     16       48.816405    0.000000
   107     1     17       50.419085    0.000000
   107     1     18       56.934333    0.000000
   107     1     19       60.482623    0.000000
   107     1     20       64.256850    0.000000
   107     1     21       68.266786    0.000000
   107     1     22       83.095205    0.000000
   107     1     23       85.871801    0.000000
   107     1     24       98.915339    0.000000
   107     1     25      141.896708    0.000000
   107     1     26      179.200006    0.000000
   108     1      1      -20.946175    2.000000
   108     1      2      -18.619890    2.000000
   108     1      3      -15.328704    2.000000
   108     1      4      -13.773117    2.000000
   108     1      5       -1.329180    0.000000
   108     1      6        0.710010    0.000000
   108     1      7        7.166880    0.000000
   108     1      8        8.151343    0.000000
   108     1      9       13.498225    0.000000
   108     1     10       15.626411    0.000000
   108     1     11       25.211546    0.000000
   108     1     12       30.317164    0.000000
   108     1     13       37.170665    0.000000
   108     1     14       41.808868    0.000000
   108     1     15       44.401291    0.000000
   108     1     16       50.000845    0.000000
   108     1     17       51.524715    0.000000
   108     1     18       57.993966    0.000000
   108     1     19       59.699547    0.000000
   108     1     20       60.337045    0.000000
   108     1     21       71.090756    0.000000
   108     1     22       74.792782    0.000000
   108     1     23       97.189505    0.000000
   108     1     24      102.027186    0.000000
   108     1     25      147.142185    0.000000
   108     1     26      177.737402    0.000000
   109     1      1      -23.138956    2.000000
   109     1      2      -16.707631    2.000000
   109     1      3      -14.344472    2.000000
   109     1      4      -13.064534    2.000000
   109     1      5       -1.272476    0.000000
   109     1      6        1.701558    0.000000
   109     1      7        5.427661    0.000000
   109     1      8        7.197925    0.000000
   109     1      9       13.934336    0.000000
   109     1     10       15.561235    0.000000
   109     1     11       24.613490    0.000000
   109     1     12       31.662844    0.000000
   109     1     13       35.950620    0.000000
   109     1     14       38.885115    0.000000
   109     1     15       44.850201    0.000000
   109     1     16       48.216930    0.000000
   109     1     17       53.513333    0.000000
   109     1     18       55.278256    0.000000
   109     1     19       60.728239    0.000000
   109     1     20       68.842906    0.000000
   109     1     21       79.691603    0.000000
   109     1     22       85.503767    0.000000
   109     1     23       93.401455    0.000000
   109     1     24       97.622281    0.000000
   109     1     25      137.590569    0.000000
   109     1     26      161.205898    0.000000
   110     1      1      -24.465840    2.000000
   110     1      2      -15.054829    2.000000
   110     1      3      -13.350290    2.000000
   110     1      4      -12.561340    2.000000
   110     1      5       -2.220676    0.000000
   110     1      6        1.339563    0.000000
   110     1      7        5.462953    0.000000
   110     1      8        6.422579    0.000000
   110     1      9       14.821101    0.000000
   110     1     10       15.533439    0.000000
   110     1     11       25.043490    0.000000
   110     1     12       35.249130    0.000000
   110     1     13       36.040284    0.000000
   110     1     14       37.676162    0.000000
   110     1     15       41.152682    0.000000
   110     1     16       48.990059    0.000000
   110     1     17       49.808019    0.000000
   110     1     18       55.347727    0.000000
   110     1     19       71.419096    0.000000
   110     1     20       81.848968    0.000000
   110     1     21       84.994639    0.000000
   110     1     22       89.103188    0.000000
   110     1     23       96.620889    0.000000
   110     1     24      104.540961    0.000000
   110     1     25      130.669302    0.000000
   110     1     26      138.280930    0.000000
   111     1      1      -25.484111    2.000000
   111     1      2      -13.861466    2.000000
   111     1      3      -12.166315    2.000000
   111     1      4      -12.095609    2.000000
   111     1      5       -2.646888    0.000000
   111     1      6        2.307537    0.000000
   111     1      7        5.014429    0.000000
   111     1      8        5.021001    0.000000
   111     1      9       14.598730    0.000000
   111     1     10       16.105336    0.000000
   111     1     11       24.401898    0.000000
   111     1     12       34.094234    0.000000
   111     1     13       36.105981    0.000000
   111     1     14       38.064317    0.000000
   111     1     15       43.122852    0.000000
   111     1     16       43.598956    0.000000
   111     1     17       52.732728    0.000000
   111     1     18       54.551790    0.000000
   111     1     19       78.274615    0.000000
   111     1     20       85.515473    0.000000
   111     1     21       87.223565    0.000000
   111     1     22       87.307438    0.000000
   111     1     23       99.008318    0.000000
   111     1     24      103.731920    0.000000
   111     1     25      127.310851    0.000000
   111     1     26      142.118047    0.000000
   112     1      1      -26.153565    2.000000
   112     1      2      -13.184779    2.000000
   112     1      3      -12.226608    2.000000
   112     1      4      -10.701882    2.000000
   112     1      5       -1.952403    0.000000
   112     1      6        3.273748    0.000000
   112     1      7        3.927264    0.000000
   112     1      8        3.980756    0.000000
   112     1      9       14.327880    0.000000
   112     1     10       15.760909    0.000000
   112     1     11       22.090127    0.000000
   112     1     12       31.460258    0.000000
   112     1     13       35.687099    0.000000
   112     1     14       38.646153    0.000000
   112     1     15       39.041584    0.000000
   112     1     16       43.428624    0.000000
   112     1     17       50.264447    0.000000
   112     1     18       59.627884    0.000000
   112     1     19       62.148654    0.000000
   112     1     20       83.122396    0.000000
   112     1     21       87.583634    0.000000
   112     1     22       88.084214    0.000000
   112     1     23       93.072186    0.000000
   112     1     24      104.507711    0.000000
   112     1     25      131.709130    0.000000
   112     1     26      144.177799    0.000000
   113     1      1      -26.459649    2.000000
   113     1      2      -13.784090    2.000000
   113     1      3      -11.607500    2.000000
   113     1      4       -9.496465    2.000000
   113     1      5       -0.682426    0.000000
   113     1      6        1.723708    0.000000
   113     1      7        2.534834    0.000000
   113     1      8        5.808425    0.000000
   113     1      9       14.475439    0.000000
   113     1     10       15.341421    0.000000
   113     1     11       19.380982    0.000000
   113     1     12       27.626625    0.000000
   113     1     13       35.974762    0.000000
   113     1     14       38.531896    0.000000
   113     1     15       41.261303    0.000000
   113     1     16       43.114813    0.000000
   113     1     17       48.201977    0.000000
   113     1     18       59.690336    0.000000
   113     1     19       64.882192    0.000000
   113     1     20       77.323401    0.000000
   113     1     21       83.305778    0.000000
   113     1     22       85.675567    0.000000
   113     1     23       94.910540    0.000000
   113     1     24      101.003962    0.000000
   113     1     25      128.845813    0.000000
   113     1     26      169.967214    0.000000
   114     1      1      -26.398415    2.000000
   114     1      2      -14.814770    2.000000
   114     1      3      -10.728491    2.000000
   114     1      4       -9.131437    2.000000
   114     1      5        0.242751    0.000000
   114     1      6        1.037993    0.000000
   114     1      7        1.384093    0.000000
   114     1      8        6.995734    0.000000
   114     1      9       15.230701    0.000000
   114     1     10       15.477604    0.000000
   114     1     11       18.201778    0.000000
   114     1     12       25.110969    0.000000
   114     1     13       36.289088    0.000000
   114     1     14       37.490310    0.000000
   114     1     15       43.858640    0.000000
   114     1     16       43.915599    0.000000
   114     1     17       48.571685    0.000000
   114     1     18       62.946784    0.000000
   114     1     19       66.970480    0.000000
   114     1     20       71.778550    0.000000
   114     1     21       81.773489    0.000000
   114     1     22       83.599452    0.000000
   114     1     23       91.608396    0.000000
   114     1     24       98.251685    0.000000
   114     1     25      119.346311    0.000000
   114     1     26      197.347257    0.000000
   115     1      1      -25.973236    2.000000
   115     1      2      -15.725861    2.000000
   115     1      3      -10.395246    2.000000
   115     1      4       -9.843320    2.000000
   115     1      5       -0.132559    0.000000
   115     1      6        1.631142    0.000000
   115     1      7        1.716133    0.000000
   115     1      8        6.922198    0.000000
   115     1      9       15.047696    0.000000
   115     1     10       15.797934    0.000000
   115     1     11       19.760966    0.000000
   115     1     12       24.899468    0.000000
   115     1     13       35.025903    0.000000
   115     1     14       37.505452    0.000000
   115     1     15       44.452731    0.000000
   115     1     16       46.114722    0.000000
   115     1     17       49.353701    0.000000
   115     1     18       62.546218    0.000000
   115     1     19       65.101094    0.000000
   115     1     20       71.892302    0.000000
   115     1     21       79.292743    0.000000
   115     1     22       82.423213    0.000000
   115     1     23       87.758142    0.000000
   115     1     24       98.234147    0.000000
   115     1     25      114.525704    0.000000
   115     1     26      206.795107    0.000000
   116     1      1      -25.195087    2.000000
   116     1      2      -16.377427    2.000000
   116     1      3      -12.000696    2.000000
   116     1      4      -10.251603    2.000000
   116     1      5        0.166703    0.000000
   116     1      6        1.792371    0.000000
   116     1      7        3.216365    0.000000
   116     1      8        6.319285    0.000000
   116     1      9       14.320672    0.000000
   116     1     10       15.683275    0.000000
   116     1     11       20.129188    0.000000
   116     1     12       28.656764    0.000000
   116     1     13       34.446695    0.000000
   116     1     14       38.075083    0.000000
   116     1     15       44.766097    0.000000
   116     1     16       47.699619    0.000000
   116     1     17       49.011484    0.000000
   116     1     18       59.032885    0.000000
   116     1     19       63.364047    0.000000
   116     1     20       69.728055    0.000000
   116     1     21       78.216986    0.000000
   116     1     22       79.647333    0.000000
   116     1     23       93.119623    0.000000
   116     1     24       99.782259    0.000000
   116     1     25      117.989547    0.000000
   116     1     26      174.515831    0.000000
   117     1      1      -24.084484    2.000000
   117     1      2      -16.756592    2.000000
   117     1      3      -14.166811    2.000000
   117     1      4      -10.995079    2.000000
   117     1      5        1.187064    0.000000
   117     1      6        1.591096    0.000000
   117     1      7        4.949849    0.000000
   117     1      8        6.026677    0.000000
   117     1      9       12.666959    0.000000
   117     1     10       15.777604    0.000000
   117     1     11       19.945350    0.000000
   117     1     12       33.161943    0.000000
   117     1     13       34.494028    0.000000
   117     1     14       38.579179    0.000000
   117     1     15       44.289928    0.000000
   117     1     16       47.688369    0.000000
   117     1     17       48.962972    0.000000
   117     1     18       60.061519    0.000000
   117     1     19       62.133361    0.000000
   117     1     20       68.177561    0.000000
   117     1     21       75.974407    0.000000
   117     1     22       83.966379    0.000000
   117     1     23       92.252622    0.000000
   117     1     24       98.898859    0.000000
   117     1     25      119.333826    0.000000
   117     1     26      150.293551    0.000000
   118     1      1      -22.699924    2.000000
   118     1      2      -17.266802    2.000000
   118     1      3      -15.912767    2.000000
   118     1      4      -11.871477    2.000000
   118     1      5        0.566241    0.000000
   118     1      6        3.109855    0.000000
   118     1      7        5.972427    0.000000
   118     1      8        6.699010    0.000000
   118     1      9       10.631706    0.000000
   118     1     10       16.416628    0.000000
   118     1     11       19.786869    0.000000
   118     1     12       32.614595    0.000000
   118     1     13       37.995858    0.000000
   118     1     14       38.414593    0.000000
   118     1     15       44.203361    0.000000
   118     1     16       48.801079    0.000000
   118     1     17       50.916993    0.000000
   118     1     18       59.309328    0.000000
   118     1     19       60.290778    0.000000
   118     1     20       66.223054    0.000000
   118     1     21       69.980490    0.000000
   118     1     22       72.999083    0.000000
   118     1     23       97.953630    0.000000
   118     1     24      110.553278    0.000000
   118     1     25      126.260341    0.000000
   118     1     26      159.331429    0.000000
   119     1      1      -21.325135    2.000000
   119     1      2      -18.719973    2.000000
   119     1      3      -15.959186    2.000000
   119     1      4      -12.605814    2.000000
   119     1      5       -0.143026    0.000000
   119     1      6        4.327562    0.000000
   119     1      7        6.077066    0.000000
   119     1      8        6.719919    0.000000
   119     1      9       10.268508    0.000000
   119     1     10       16.936585    0.000000
   119     1     11       20.456431    0.000000
   119     1     12       30.971673    0.000000
   119     1     13       37.103137    0.000000
   119     1     14       42.800758    0.000000
   119     1     15       43.266722    0.000000
   119     1     16       48.993084    0.000000
   119     1     17       52.501761    0.000000
   119     1     18       56.571997    0.000000
   119     1     19       60.319011    0.000000
   119     1     20       67.641786    0.000000
   119     1     21       68.117758    0.000000
   119     1     22       74.818445    0.000000
   119     1     23       97.267061    0.000000
   119     1     24      106.029759    0.000000
   119     1     25      127.295271    0.000000
   119     1     26      169.760311    0.000000
   120     1      1      -21.660517    2.000000
   120     1      2      -18.419470    2.000000
   120     1      3      -15.297597    2.000000
   120     1      4      -13.046271    2.000000
   120     1      5       -0.691616    0.000000
   120     1      6        3.597701    0.000000
   120     1      7        5.126153    0.000000
   120     1      8        7.245182    0.000000
   120     1      9       11.987005    0.000000
   120     1     10       16.407594    0.000000
   120     1     11       22.724672    0.000000
   120     1     12       30.104620    0.000000
   120     1     13       36.303307    0.000000
   120     1     14       41.187497    0.000000
   120     1     15       45.770299    0.000000
   120     1     16       48.342871    0.000000
   120     1     17       53.056419    0.000000
   120     1     18       55.975093    0.000000
   120     1     19       60.961903    0.000000
   120     1     20       64.159520    0.000000
   120     1     21       72.890187    0.000000
   120     1     22       83.800292    0.000000
   120     1     23       91.492303    0.000000
   120     1     24       97.729260    0.000000
   120     1     25      138.214194    0.000000
   120     1     26      171.218557    0.000000
   121     1      1      -23.572285    2.000000
   121     1      2      -17.571547    2.000000
   121     1      3      -13.387440    2.000000
   121     1      4      -11.986756    2.000000
   121     1      5       -0.294166    0.000000
   121     1      6        3.213669    0.000000
   121     1      7        4.656756    0.000000
   121     1      8        5.728525    0.000000
   121     1      9       13.116156    0.000000
   121     1     10       16.540947    0.000000
   121     1     11       22.355369    0.000000
   121     1     12       30.555484    0.000000
   121     1     13       33.753751    0.000000
   121     1     14       41.362315    0.000000
   121     1     15       42.452223    0.000000
   121     1     16       50.571994    0.000000
   121     1     17       53.270035    0.000000
   121     1     18       54.950756    0.000000
   121     1     19       59.573524    0.000000
   121     1     20       76.140081    0.000000
   121     1     21       78.002426    0.000000
   121     1     22       86.907920    0.000000
   121     1     23       91.829131    0.000000
   121     1     24      102.078285    0.000000
   121     1     25      120.642036    0.000000
   121     1     26      138.758810    0.000000
   122     1      1      -25.008647    2.000000
   122     1      2      -15.272578    2.000000
   122     1      3      -12.988087    2.000000
   122     1      4      -11.403485    2.000000
   122     1      5       -1.035582    0.000000
   122     1      6        3.321469    0.000000
   122     1      7        3.774474    0.000000
   122     1      8        5.051407    0.000000
   122     1      9       14.634312    0.000000
   122     1     10       15.380199    0.000000
   122     1     11       22.281922    0.000000
   122     1     12       31.795588    0.000000
   122     1     13       35.068602    0.000000
   122     1     14       39.379264    0.000000
   122     1     15       41.983156    0.000000
   122     1     16       47.156349    0.000000
   122     1     17       49.063730    0.000000
   122     1     18       56.722517    0.000000
   122     1     19       69.683710    0.000000
   122     1     20       79.125541    0.000000
   122     1     21       81.432973    0.000000
   122     1     22       84.128579    0.000000
   122     1     23       94.019358    0.000000
   122     1     24       99.572353    0.000000
   122     1     25      121.313512    0.000000
   122     1     26      141.007464    0.000000
   123     1      1      -26.153565    2.000000
   123     1      2      -13.184779    2.000000
   123     1      3      -12.226608    2.000000
   123     1      4      -10.701882    2.000000
   123     1      5       -1.952403    0.000000
   123     1      6        3.273748    0.000000
   123     1      7        3.927264    0.000000
   123     1      8        3.980756    0.000000
   123     1      9       14.327880    0.000000
   123     1     10       15.760910    0.000000
   123     1     11       22.090126    0.000000
   123     1     12       31.460250    0.000000
   123     1     13       35.687101    0.000000
   123     1     14       38.646175    0.000000
   123     1     15       39.041569    0.000000
   123     1     16       43.428603    0.000000
   123     1     17       50.264453    0.000000
   123     1     18       59.627904    0.000000
   123     1     19       62.148304    0.000000
   123     1     20       83.122396    0.000000
   123     1     21       87.583481    0.000000
