# Extracted band/energy data from diamond_pd_projwfc.out
# nkstot   = 2
# nbnd     = 864
# natomwfc = 860
# n_atoms  = 215

# Total k-point blocks found in file = 2
# Analysis mode = SPIN POLARIZED

============================================================
SPIN UP
============================================================

--- k-point 1  (k = 0.0000000000 0.0000000000 0.0000000000) ---

Band 1   energy = -8.38031 eV
206     0.000064       0.000004       0.000000       0.000004       0.000072       
tot     0.000555       0.000671       0.000740       0.000368       0.901000

Band 506   energy = 20.74624 eV
atom    s              p_x            p_y            p_z            tot            
30      0.000004       0.000000       0.000000       0.000049       0.000053       
38      0.000000       0.000000       0.000000       0.000049       0.000049       
67      0.000000       0.000000       0.000000       0.000049       0.000049       
81      0.000004       0.000001       0.000000       0.000049       0.000054       
87      0.000009       0.000036       0.000000       0.000000       0.000045       
159     0.000016       0.000000       0.000036       0.000000       0.000052       
tot     0.000542       0.000437       0.000581       0.000678       0.901000

Band 507   energy = 20.75371 eV
atom    s              p_x            p_y            p_z            tot            
29      0.000000       0.000000       0.000004       0.000081       0.000085       
39      0.000000       0.000000       0.000001       0.000081       0.000082       
70      0.000000       0.000016       0.000000       0.000064       0.000080       
137     0.000000       0.000064       0.000000       0.000016       0.000080       
162     0.000000       0.000000       0.000121       0.000004       0.000125       
210     0.000000       0.000036       0.000036       0.000000       0.000072       
tot     0.000570       0.000683       0.000558       0.001291       0.911000

Band 508   energy = 20.79110 eV
atom    s              p_x            p_y            p_z            tot            
14      0.000001       0.000000       0.000000       0.000121       0.000122       
19      0.000144       0.000000       0.000000       0.000000       0.000144       
109     0.000025       0.000000       0.000000       0.000081       0.000106       
119     0.000000       0.000000       0.000004       0.000100       0.000104       
197     0.000000       0.000000       0.000000       0.000169       0.000169       
214     0.000025       0.000001       0.000000       0.000121       0.000147       
tot     0.000786       0.000372       0.000245       0.001463       0.869000

Band 509   energy = 20.79110 eV
atom    s              p_x            p_y            p_z            tot            
73      0.000100       0.000000       0.000000       0.000000       0.000100       
104     0.000016       0.000049       0.000000       0.000001       0.000066       
130     0.000000       0.000025       0.000064       0.000004       0.000093       
132     0.000000       0.000081       0.000016       0.000004       0.000101       
144     0.000000       0.000000       0.000025       0.000049       0.000074       
158     0.000016       0.000000       0.000009       0.000064       0.000089       
tot     0.000820       0.000653       0.000553       0.000566       0.869000

Band 510   energy = 20.80370 eV
atom    s              p_x            p_y            p_z            tot            
46      0.000000       0.000064       0.000000       0.000000       0.000064       
90      0.000256       0.000000       0.000000       0.000000       0.000256       
115     0.000000       0.000000       0.000064       0.000000       0.000064       
116     0.000025       0.000016       0.000001       0.000081       0.000123       
120     0.000000       0.000000       0.000064       0.000000       0.000064       
125     0.000324       0.000000       0.000000       0.000000       0.000324       
tot     0.001385       0.000519       0.000627       0.000322       0.830000

Band 511   energy = 20.81409 eV
atom    s              p_x            p_y            p_z            tot            
86      0.000000       0.000049       0.000049       0.000000       0.000098       
101     0.000049       0.000000       0.000016       0.000000       0.000065       
105     0.000064       0.000016       0.000000       0.000000       0.000080       
130     0.000049       0.000004       0.000000       0.000000       0.000053       
132     0.000049       0.000000       0.000004       0.000000       0.000053       
176     0.000004       0.000049       0.000000       0.000000       0.000053       
tot     0.000982       0.000415       0.000449       0.000356       0.808000

Band 512   energy = 20.81415 eV
atom    s              p_x            p_y            p_z            tot            
9       0.000009       0.000036       0.000049       0.000000       0.000094       
82      0.000100       0.000000       0.000004       0.000009       0.000113       
97      0.000000       0.000000       0.000081       0.000004       0.000085       
119     0.000064       0.000001       0.000000       0.000000       0.000065       
122     0.000064       0.000000       0.000001       0.000000       0.000065       
214     0.000064       0.000000       0.000000       0.000000       0.000064       
tot     0.000960       0.000327       0.000378       0.000363       0.808000

Band 513   energy = 20.81910 eV
atom    s              p_x            p_y            p_z            tot            
36      0.000000       0.000000       0.000081       0.000004       0.000085       
39      0.000004       0.000081       0.000000       0.000000       0.000085       
118     0.000000       0.000000       0.000100       0.000004       0.000104       
120     0.000000       0.000064       0.000000       0.000016       0.000080       
183     0.000000       0.000000       0.000000       0.000121       0.000121       
204     0.000000       0.000064       0.000009       0.000000       0.000073       
tot     0.000572       0.001070       0.001033       0.001025       0.925000

Band 514   energy = 20.83477 eV
atom    s              p_x            p_y            p_z            tot            
24      0.000004       0.000081       0.000000       0.000000       0.000085       
38      0.000000       0.000000       0.000000       0.000081       0.000081       
56      0.000000       0.000000       0.000000       0.000081       0.000081       
120     0.000064       0.000000       0.000009       0.000000       0.000073       
160     0.000004       0.000001       0.000000       0.000064       0.000069       
162     0.000000       0.000004       0.000000       0.000081       0.000085       
tot     0.000637       0.000458       0.000475       0.001356       0.887000

Band 515   energy = 20.83478 eV
atom    s              p_x            p_y            p_z            tot            
29      0.000009       0.000000       0.000081       0.000000       0.000090       
58      0.000009       0.000081       0.000000       0.000000       0.000090       
129     0.000121       0.000000       0.000004       0.000004       0.000129       
202     0.000000       0.000100       0.000000       0.000000       0.000100       
204     0.000000       0.000000       0.000100       0.000000       0.000100       
210     0.000000       0.000049       0.000049       0.000000       0.000098       
tot     0.000635       0.001036       0.000964       0.000445       0.887000

Band 516   energy = 20.84501 eV
atom    s              p_x            p_y            p_z            tot            
5       0.000000       0.000049       0.000049       0.000000       0.000098       
44      0.000000       0.000000       0.000169       0.000009       0.000178       
69      0.000000       0.000100       0.000000       0.000025       0.000125       
184     0.000000       0.000000       0.000081       0.000004       0.000085       
198     0.000000       0.000000       0.000081       0.000000       0.000081       
200     0.000000       0.000064       0.000001       0.000004       0.000069       
tot     0.000456       0.000969       0.001322       0.000318       0.916000

Band 517   energy = 20.84924 eV
atom    s              p_x            p_y            p_z            tot            
90      0.000000       0.000036       0.000004       0.000196       0.000236       
99      0.000400       0.000004       0.000000       0.000016       0.000420       
160     0.000100       0.000000       0.000000       0.000000       0.000100       
170     0.000000       0.000100       0.000000       0.000000       0.000100       
187     0.000100       0.000000       0.000000       0.000000       0.000100       
196     0.000100       0.000000       0.000000       0.000000       0.000100       
tot     0.001488       0.000428       0.000367       0.000599       0.801000

Band 518   energy = 20.85418 eV
atom    s              p_x            p_y            p_z            tot            
1       0.000049       0.000000       0.000000       0.000001       0.000050       
9       0.000049       0.000000       0.000004       0.000000       0.000053       
94      0.000000       0.000049       0.000000       0.000009       0.000058       
107     0.000100       0.000000       0.000000       0.000009       0.000109       
108     0.000049       0.000000       0.000000       0.000004       0.000053       
117     0.000049       0.000000       0.000004       0.000000       0.000053       
tot     0.001211       0.000295       0.000299       0.000168       0.764000

Band 519   energy = 20.85418 eV
atom    s              p_x            p_y            p_z            tot            
63      0.000049       0.000000       0.000000       0.000001       0.000050       
75      0.000064       0.000000       0.000009       0.000000       0.000073       
88      0.000121       0.000000       0.000004       0.000004       0.000129       
100     0.000036       0.000004       0.000000       0.000009       0.000049       
126     0.000064       0.000000       0.000000       0.000000       0.000064       
127     0.000064       0.000000       0.000004       0.000000       0.000068       
tot     0.001243       0.000253       0.000280       0.000228       0.764000

Band 520   energy = 20.87447 eV
atom    s              p_x            p_y            p_z            tot            
83      0.000025       0.000000       0.000004       0.000009       0.000038       
115     0.000025       0.000004       0.000004       0.000004       0.000037       
121     0.000025       0.000001       0.000016       0.000004       0.000046       
142     0.000036       0.000000       0.000000       0.000004       0.000040       
208     0.000049       0.000000       0.000000       0.000000       0.000049       
212     0.000049       0.000000       0.000000       0.000000       0.000049       
tot     0.000967       0.000307       0.000324       0.000266       0.782000

Band 521   energy = 20.87448 eV
atom    s              p_x            p_y            p_z            tot            
93      0.000036       0.000000       0.000000       0.000016       0.000052       
103     0.000001       0.000000       0.000000       0.000049       0.000050       
112     0.000036       0.000000       0.000000       0.000049       0.000085       
124     0.000036       0.000000       0.000000       0.000025       0.000061       
133     0.000009       0.000000       0.000000       0.000049       0.000058       
195     0.000049       0.000004       0.000000       0.000001       0.000054       
tot     0.000986       0.000192       0.000137       0.000640       0.782000

Band 522   energy = 20.87859 eV
atom    s              p_x            p_y            p_z            tot            
30      0.000025       0.000004       0.000000       0.000036       0.000065       
41      0.000000       0.000000       0.000001       0.000081       0.000082       
44      0.000009       0.000000       0.000000       0.000064       0.000073       
61      0.000025       0.000000       0.000016       0.000016       0.000057       
90      0.000000       0.000049       0.000036       0.000000       0.000085       
105     0.000004       0.000000       0.000004       0.000049       0.000057       
tot     0.000428       0.000618       0.000552       0.000959       0.905000

Band 523   energy = 20.87864 eV
atom    s              p_x            p_y            p_z            tot            
14      0.000000       0.000049       0.000036       0.000000       0.000085       
23      0.000049       0.000016       0.000016       0.000000       0.000081       
27      0.000036       0.000016       0.000016       0.000000       0.000068       
144     0.000000       0.000064       0.000000       0.000000       0.000064       
188     0.000004       0.000004       0.000000       0.000064       0.000072       
196     0.000016       0.000000       0.000000       0.000049       0.000065       
tot     0.000409       0.000807       0.000811       0.000623       0.905000

Band 524   energy = 20.90275 eV
atom    s              p_x            p_y            p_z            tot            
10      0.000100       0.000000       0.000000       0.000000       0.000100       
49      0.000100       0.000000       0.000000       0.000000       0.000100       
74      0.000100       0.000000       0.000000       0.000000       0.000100       
116     0.000100       0.000000       0.000000       0.000001       0.000101       
137     0.000100       0.000000       0.000000       0.000000       0.000100       
162     0.000100       0.000000       0.000000       0.000000       0.000100       
tot     0.001920       0.000084       0.000080       0.000098       0.677000

Band 525   energy = 20.92850 eV
atom    s              p_x            p_y            p_z            tot            
6       0.000004       0.000144       0.000001       0.000000       0.000149       
8       0.000004       0.000004       0.000100       0.000004       0.000112       
35      0.000004       0.000000       0.000064       0.000036       0.000104       
45      0.000004       0.000000       0.000000       0.000169       0.000173       
60      0.000004       0.000121       0.000000       0.000009       0.000134       
72      0.000004       0.000000       0.000001       0.000121       0.000126       
tot     0.000352       0.000902       0.000931       0.000908       0.911000

Band 526   energy = 20.95994 eV
atom    s              p_x            p_y            p_z            tot            
84      0.000000       0.000064       0.000000       0.000004       0.000068       
88      0.000000       0.000001       0.000081       0.000000       0.000082       
90      0.000081       0.000000       0.000000       0.000000       0.000081       
92      0.000000       0.000025       0.000004       0.000049       0.000078       
94      0.000000       0.000016       0.000049       0.000009       0.000074       
103     0.000000       0.000036       0.000049       0.000000       0.000085       
tot     0.000868       0.000528       0.000685       0.000303       0.845000

Band 527   energy = 20.97332 eV
atom    s              p_x            p_y            p_z            tot            
25      0.000004       0.000000       0.000000       0.000081       0.000085       
38      0.000000       0.000049       0.000000       0.000016       0.000065       
48      0.000000       0.000049       0.000016       0.000000       0.000065       
76      0.000001       0.000000       0.000000       0.000064       0.000065       
187     0.000016       0.000000       0.000001       0.000064       0.000081       
208     0.000016       0.000004       0.000009       0.000036       0.000065       
tot     0.000597       0.000439       0.000375       0.001134       0.840000

Band 528   energy = 20.97333 eV
atom    s              p_x            p_y            p_z            tot            
23      0.000000       0.000000       0.000000       0.000144       0.000144       
28      0.000000       0.000100       0.000004       0.000000       0.000104       
55      0.000000       0.000004       0.000100       0.000000       0.000104       
108     0.000036       0.000036       0.000036       0.000000       0.000108       
149     0.000036       0.000036       0.000016       0.000000       0.000088       
172     0.000036       0.000025       0.000036       0.000000       0.000097       
tot     0.000588       0.000727       0.000675       0.000463       0.840000

Band 529   energy = 21.03881 eV
atom    s              p_x            p_y            p_z            tot            
10      0.000000       0.000036       0.000036       0.000000       0.000072       
84      0.000009       0.000064       0.000009       0.000000       0.000082       
88      0.000009       0.000004       0.000064       0.000000       0.000077       
145     0.000004       0.000000       0.000400       0.000000       0.000404       
163     0.000000       0.000025       0.000049       0.000000       0.000074       
176     0.000004       0.000361       0.000000       0.000000       0.000365       
tot     0.000374       0.001155       0.001211       0.000235       0.892000

Band 530   energy = 21.03889 eV
atom    s              p_x            p_y            p_z            tot            
1       0.000000       0.000036       0.000036       0.000000       0.000072       
49      0.000000       0.000009       0.000036       0.000016       0.000061       
107     0.000016       0.000004       0.000016       0.000049       0.000085       
155     0.000000       0.000004       0.000049       0.000016       0.000069       
188     0.000009       0.000009       0.000049       0.000256       0.000323       
214     0.000081       0.000000       0.000000       0.000000       0.000081       
tot     0.000367       0.000529       0.000778       0.000710       0.892000

Band 531   energy = 21.04809 eV
atom    s              p_x            p_y            p_z            tot            
27      0.000004       0.000000       0.000000       0.000064       0.000068       
84      0.000000       0.000064       0.000000       0.000009       0.000073       
99      0.000064       0.000009       0.000001       0.000064       0.000138       
107     0.000000       0.000000       0.000000       0.000121       0.000121       
116     0.000025       0.000025       0.000004       0.000169       0.000223       
205     0.000000       0.000004       0.000000       0.000064       0.000068       
tot     0.000449       0.000498       0.000268       0.001500       0.890000

Band 532   energy = 21.15628 eV
atom    s              p_x            p_y            p_z            tot            
90      0.000100       0.000004       0.000000       0.000025       0.000129       
99      0.000000       0.000064       0.000009       0.000400       0.000473       
125     0.000001       0.000025       0.000004       0.000144       0.000174       
141     0.000049       0.000000       0.000000       0.000036       0.000085       
166     0.000049       0.000001       0.000000       0.000025       0.000075       
215     0.000324       0.000001       0.000000       0.000009       0.000334       
tot     0.001329       0.000424       0.000329       0.000991       0.818000

Band 533   energy = 21.23510 eV
atom    s              p_x            p_y            p_z            tot            
30      0.000064       0.000004       0.000000       0.000000       0.000068       
36      0.000100       0.000000       0.000001       0.000001       0.000102       
61      0.000064       0.000000       0.000004       0.000000       0.000068       
63      0.000100       0.000004       0.000000       0.000000       0.000104       
207     0.000000       0.000081       0.000000       0.000000       0.000081       
209     0.000000       0.000000       0.000081       0.000000       0.000081       
tot     0.000968       0.000658       0.000622       0.000157       0.794000

Band 534   energy = 21.23516 eV
atom    s              p_x            p_y            p_z            tot            
9       0.000169       0.000001       0.000000       0.000000       0.000170       
10      0.000049       0.000000       0.000000       0.000025       0.000074       
14      0.000100       0.000000       0.000000       0.000001       0.000101       
27      0.000100       0.000000       0.000000       0.000004       0.000104       
103     0.000064       0.000000       0.000001       0.000004       0.000069       
133     0.000000       0.000000       0.000000       0.000064       0.000064       
tot     0.000920       0.000326       0.000459       0.000604       0.794000

Band 535   energy = 21.24568 eV
atom    s              p_x            p_y            p_z            tot            
51      0.000004       0.000000       0.000000       0.000064       0.000068       
142     0.000049       0.000016       0.000000       0.000000       0.000065       
157     0.000049       0.000000       0.000004       0.000009       0.000062       
169     0.000049       0.000000       0.000016       0.000000       0.000065       
193     0.000049       0.000000       0.000016       0.000000       0.000065       
195     0.000049       0.000016       0.000000       0.000000       0.000065       
tot     0.001224       0.000370       0.000348       0.000417       0.769000

Band 536   energy = 21.27766 eV
atom    s              p_x            p_y            p_z            tot            
69      0.000025       0.000004       0.000025       0.000000       0.000054       
87      0.000016       0.000000       0.000036       0.000000       0.000052       
98      0.000000       0.000064       0.000064       0.000000       0.000128       
115     0.000036       0.000000       0.000009       0.000000       0.000045       
146     0.000000       0.000000       0.000100       0.000000       0.000100       
171     0.000000       0.000081       0.000000       0.000000       0.000081       
tot     0.000741       0.000649       0.000696       0.000100       0.783000

Band 537   energy = 21.27769 eV
atom    s              p_x            p_y            p_z            tot            
5       0.000036       0.000016       0.000025       0.000001       0.000078       
10      0.000049       0.000000       0.000000       0.000009       0.000058       
87      0.000001       0.000000       0.000081       0.000016       0.000098       
89      0.000001       0.000036       0.000001       0.000036       0.000074       
124     0.000049       0.000000       0.000000       0.000016       0.000065       
205     0.000009       0.000000       0.000000       0.000064       0.000073       
tot     0.000738       0.000273       0.000368       0.000640       0.783000

Band 538   energy = 21.28109 eV
atom    s              p_x            p_y            p_z            tot            
50      0.000001       0.000081       0.000000       0.000000       0.000082       
129     0.000081       0.000000       0.000000       0.000000       0.000081       
142     0.000000       0.000100       0.000000       0.000000       0.000100       
144     0.000000       0.000081       0.000000       0.000000       0.000081       
169     0.000000       0.000000       0.000081       0.000000       0.000081       
210     0.000121       0.000000       0.000000       0.000000       0.000121       
tot     0.000769       0.000742       0.000638       0.000204       0.789000

Band 539   energy = 21.28113 eV
atom    s              p_x            p_y            p_z            tot            
31      0.000009       0.000004       0.000049       0.000000       0.000062       
56      0.000009       0.000036       0.000016       0.000004       0.000065       
65      0.000000       0.000000       0.000064       0.000000       0.000064       
137     0.000064       0.000000       0.000000       0.000000       0.000064       
162     0.000081       0.000000       0.000000       0.000000       0.000081       
186     0.000000       0.000000       0.000000       0.000064       0.000064       
tot     0.000762       0.000356       0.000476       0.000628       0.789000

Band 540   energy = 21.28565 eV
atom    s              p_x            p_y            p_z            tot            
12      0.000081       0.000004       0.000000       0.000000       0.000085       
16      0.000081       0.000000       0.000004       0.000000       0.000085       
31      0.000081       0.000000       0.000009       0.000000       0.000090       
51      0.000081       0.000000       0.000004       0.000004       0.000089       
56      0.000081       0.000009       0.000000       0.000000       0.000090       
80      0.000081       0.000000       0.000000       0.000004       0.000085       
tot     0.001272       0.000358       0.000403       0.000298       0.767000

Band 541   energy = 21.31095 eV
atom    s              p_x            p_y            p_z            tot            
29      0.000000       0.000036       0.000036       0.000004       0.000076       
58      0.000000       0.000049       0.000049       0.000000       0.000098       
61      0.000000       0.000016       0.000049       0.000000       0.000065       
84      0.000000       0.000009       0.000001       0.000049       0.000059       
118     0.000000       0.000064       0.000009       0.000004       0.000077       
120     0.000000       0.000016       0.000100       0.000000       0.000116       
tot     0.000060       0.001184       0.001334       0.000325       0.896000

Band 542   energy = 21.31102 eV
atom    s              p_x            p_y            p_z            tot            
24      0.000000       0.000036       0.000025       0.000004       0.000065       
26      0.000000       0.000016       0.000049       0.000004       0.000069       
70      0.000000       0.000000       0.000049       0.000016       0.000065       
107     0.000000       0.000064       0.000064       0.000000       0.000128       
129     0.000000       0.000025       0.000064       0.000016       0.000105       
151     0.000000       0.000000       0.000064       0.000000       0.000064       
tot     0.000049       0.000706       0.001178       0.000667       0.896000

Band 543   energy = 21.32629 eV
atom    s              p_x            p_y            p_z            tot            
11      0.000081       0.000000       0.000000       0.000000       0.000081       
13      0.000081       0.000000       0.000000       0.000000       0.000081       
40      0.000081       0.000000       0.000000       0.000000       0.000081       
50      0.000081       0.000000       0.000000       0.000000       0.000081       
65      0.000081       0.000000       0.000000       0.000000       0.000081       
77      0.000081       0.000000       0.000000       0.000000       0.000081       
tot     0.001278       0.000553       0.000549       0.000450       0.791000

Band 544   energy = 21.32912 eV
atom    s              p_x            p_y            p_z            tot            
52      0.000000       0.000081       0.000000       0.000001       0.000082       
75      0.000000       0.000000       0.000064       0.000016       0.000080       
96      0.000000       0.000000       0.000000       0.000064       0.000064       
114     0.000004       0.000000       0.000064       0.000000       0.000068       
190     0.000000       0.000000       0.000064       0.000000       0.000064       
194     0.000000       0.000064       0.000000       0.000000       0.000064       
tot     0.000314       0.000705       0.000620       0.000689       0.842000

Band 545   energy = 21.32916 eV
atom    s              p_x            p_y            p_z            tot            
1       0.000000       0.000000       0.000000       0.000196       0.000196       
24      0.000000       0.000001       0.000000       0.000064       0.000065       
26      0.000000       0.000000       0.000000       0.000081       0.000081       
31      0.000001       0.000000       0.000000       0.000064       0.000065       
56      0.000000       0.000000       0.000000       0.000064       0.000064       
112     0.000000       0.000000       0.000000       0.000100       0.000100       
tot     0.000308       0.000494       0.000423       0.001186       0.842000

Band 546   energy = 21.34090 eV
atom    s              p_x            p_y            p_z            tot            
11      0.000000       0.000016       0.000000       0.000121       0.000137       
50      0.000000       0.000036       0.000000       0.000049       0.000085       
73      0.000000       0.000064       0.000000       0.000144       0.000208       
114     0.000000       0.000016       0.000000       0.000081       0.000097       
144     0.000000       0.000009       0.000000       0.000081       0.000090       
190     0.000000       0.000049       0.000001       0.000064       0.000114       
tot     0.000024       0.000634       0.000149       0.002911       0.913000

Band 547   energy = 21.34090 eV
atom    s              p_x            p_y            p_z            tot            
14      0.000000       0.000000       0.000000       0.000100       0.000100       
19      0.000000       0.000064       0.000036       0.000036       0.000136       
65      0.000000       0.000025       0.000016       0.000049       0.000090       
83      0.000000       0.000000       0.000009       0.000064       0.000073       
154     0.000000       0.000081       0.000036       0.000000       0.000117       
185     0.000000       0.000064       0.000064       0.000000       0.000128       
tot     0.000026       0.000881       0.000757       0.001291       0.913000

Band 548   energy = 21.34152 eV
atom    s              p_x            p_y            p_z            tot            
19      0.000000       0.000025       0.000025       0.000000       0.000050       
46      0.000000       0.000000       0.000064       0.000004       0.000068       
85      0.000000       0.000049       0.000004       0.000000       0.000053       
93      0.000000       0.000004       0.000000       0.000064       0.000068       
96      0.000000       0.000000       0.000016       0.000036       0.000052       
106     0.000000       0.000000       0.000064       0.000000       0.000064       
tot     0.000083       0.000890       0.001125       0.000666       0.895000

Band 549   energy = 21.34978 eV
atom    s              p_x            p_y            p_z            tot            
5       0.000000       0.000036       0.000009       0.000100       0.000145       
44      0.000000       0.000009       0.000004       0.000169       0.000182       
69      0.000000       0.000036       0.000000       0.000144       0.000180       
116     0.000025       0.000016       0.000004       0.000121       0.000166       
125     0.000025       0.000016       0.000004       0.000121       0.000166       
188     0.000000       0.000001       0.000000       0.000100       0.000101       
tot     0.000081       0.000705       0.000259       0.002492       0.909000

Band 550   energy = 21.37498 eV
atom    s              p_x            p_y            p_z            tot            
5       0.000000       0.000049       0.000049       0.000000       0.000098       
69      0.000000       0.000081       0.000009       0.000000       0.000090       
100     0.000000       0.000000       0.000121       0.000000       0.000121       
102     0.000000       0.000100       0.000000       0.000001       0.000101       
121     0.000000       0.000004       0.000100       0.000000       0.000104       
203     0.000000       0.000049       0.000049       0.000000       0.000098       
tot     0.000019       0.001585       0.001662       0.000150       0.914000

Band 551   energy = 21.37502 eV
atom    s              p_x            p_y            p_z            tot            
9       0.000000       0.000036       0.000049       0.000000       0.000085       
91      0.000000       0.000009       0.000036       0.000049       0.000094       
112     0.000000       0.000016       0.000036       0.000036       0.000088       
150     0.000000       0.000049       0.000036       0.000009       0.000094       
175     0.000000       0.000025       0.000100       0.000004       0.000129       
197     0.000000       0.000000       0.000004       0.000081       0.000085       
tot     0.000019       0.000683       0.001360       0.000791       0.914000

Band 552   energy = 21.40037 eV
atom    s              p_x            p_y            p_z            tot            
90      0.000064       0.000009       0.000000       0.000036       0.000109       
91      0.000064       0.000000       0.000000       0.000036       0.000100       
99      0.000400       0.000000       0.000000       0.000000       0.000400       
144     0.000000       0.000000       0.000121       0.000001       0.000122       
173     0.000000       0.000144       0.000000       0.000000       0.000144       
197     0.000000       0.000000       0.000004       0.000121       0.000125       
tot     0.001125       0.000496       0.000417       0.000760       0.815000

Band 553   energy = 21.41910 eV
atom    s              p_x            p_y            p_z            tot            
93      0.000016       0.000064       0.000000       0.000000       0.000080       
96      0.000016       0.000000       0.000064       0.000000       0.000080       
127     0.000009       0.000000       0.000100       0.000025       0.000134       
131     0.000009       0.000169       0.000000       0.000004       0.000182       
136     0.000000       0.000000       0.000049       0.000004       0.000053       
167     0.000000       0.000064       0.000000       0.000000       0.000064       
tot     0.000560       0.000771       0.000670       0.000412       0.836000

Band 554   energy = 21.41917 eV
atom    s              p_x            p_y            p_z            tot            
23      0.000064       0.000000       0.000004       0.000016       0.000084       
82      0.000025       0.000016       0.000009       0.000004       0.000054       
108     0.000016       0.000000       0.000000       0.000361       0.000377       
133     0.000064       0.000000       0.000000       0.000000       0.000064       
176     0.000000       0.000000       0.000049       0.000004       0.000053       
189     0.000001       0.000000       0.000000       0.000064       0.000065       
tot     0.000533       0.000446       0.000520       0.001037       0.836000

Band 555   energy = 21.42403 eV
atom    s              p_x            p_y            p_z            tot            
33      0.000000       0.000064       0.000016       0.000000       0.000080       
62      0.000000       0.000009       0.000081       0.000000       0.000090       
125     0.000000       0.000036       0.000036       0.000000       0.000072       
137     0.000000       0.000004       0.000064       0.000000       0.000068       
189     0.000000       0.000000       0.000064       0.000016       0.000080       
191     0.000000       0.000100       0.000000       0.000000       0.000100       
tot     0.000242       0.000940       0.000923       0.000649       0.878000

Band 556   energy = 21.42409 eV
atom    s              p_x            p_y            p_z            tot            
18      0.000000       0.000009       0.000025       0.000049       0.000083       
19      0.000001       0.000004       0.000016       0.000049       0.000070       
98      0.000004       0.000000       0.000004       0.000064       0.000072       
100     0.000000       0.000064       0.000000       0.000000       0.000064       
124     0.000000       0.000000       0.000000       0.000144       0.000144       
206     0.000064       0.000004       0.000004       0.000001       0.000073       
tot     0.000255       0.000618       0.000707       0.000939       0.878000

Band 557   energy = 21.44549 eV
atom    s              p_x            p_y            p_z            tot            
33      0.000000       0.000000       0.000064       0.000004       0.000068       
41      0.000000       0.000000       0.000064       0.000004       0.000068       
84      0.000000       0.000000       0.000100       0.000004       0.000104       
88      0.000000       0.000064       0.000000       0.000016       0.000080       
107     0.000000       0.000036       0.000036       0.000000       0.000072       
200     0.000000       0.000000       0.000081       0.000000       0.000081       
tot     0.000012       0.001249       0.001664       0.000348       0.916000

Band 558   energy = 21.45716 eV
atom    s              p_x            p_y            p_z            tot            
84      0.000121       0.000000       0.000000       0.000000       0.000121       
88      0.000121       0.000000       0.000001       0.000000       0.000122       
95      0.000000       0.000100       0.000000       0.000001       0.000101       
148     0.000081       0.000000       0.000000       0.000000       0.000081       
162     0.000016       0.000000       0.000004       0.000064       0.000084       
177     0.000081       0.000000       0.000000       0.000000       0.000081       
tot     0.001202       0.000542       0.000459       0.000424       0.836000

Band 559   energy = 21.45719 eV
atom    s              p_x            p_y            p_z            tot            
27      0.000000       0.000009       0.000000       0.000169       0.000178       
95      0.000000       0.000004       0.000000       0.000081       0.000085       
107     0.000225       0.000000       0.000000       0.000000       0.000225       
197     0.000121       0.000000       0.000000       0.000000       0.000121       
204     0.000036       0.000009       0.000001       0.000036       0.000082       
210     0.000036       0.000036       0.000025       0.000004       0.000101       
tot     0.001198       0.000388       0.000416       0.000731       0.836000

Band 560   energy = 21.48365 eV
atom    s              p_x            p_y            p_z            tot            
32      0.000000       0.000064       0.000000       0.000000       0.000064       
33      0.000000       0.000000       0.000000       0.000081       0.000081       
102     0.000004       0.000049       0.000000       0.000000       0.000053       
124     0.000000       0.000036       0.000036       0.000000       0.000072       
139     0.000000       0.000009       0.000000       0.000121       0.000130       
168     0.000000       0.000000       0.000000       0.000196       0.000196       
tot     0.000366       0.000501       0.000469       0.001156       0.858000

Band 561   energy = 21.48367 eV
atom    s              p_x            p_y            p_z            tot            
9       0.000049       0.000016       0.000016       0.000000       0.000081       
15      0.000000       0.000000       0.000000       0.000064       0.000064       
19      0.000064       0.000000       0.000000       0.000000       0.000064       
113     0.000000       0.000000       0.000064       0.000001       0.000065       
133     0.000000       0.000004       0.000000       0.000081       0.000085       
192     0.000000       0.000081       0.000036       0.000009       0.000126       
tot     0.000354       0.000710       0.000657       0.000630       0.858000

Band 562   energy = 21.48922 eV
atom    s              p_x            p_y            p_z            tot            
19      0.000016       0.000004       0.000000       0.000144       0.000164       
46      0.000016       0.000049       0.000000       0.000036       0.000101       
73      0.000016       0.000004       0.000016       0.000064       0.000100       
90      0.000144       0.000000       0.000000       0.000000       0.000144       
125     0.000529       0.000000       0.000000       0.000000       0.000529       
145     0.000049       0.000004       0.000001       0.000036       0.000090       
tot     0.001450       0.000442       0.000335       0.000796       0.886000

Band 563   energy = 21.51227 eV
atom    s              p_x            p_y            p_z            tot            
27      0.000100       0.000000       0.000000       0.000000       0.000100       
99      0.000676       0.000000       0.000000       0.000004       0.000680       
125     0.000169       0.000000       0.000000       0.000004       0.000173       
159     0.000121       0.000000       0.000016       0.000000       0.000137       
184     0.000121       0.000016       0.000000       0.000000       0.000137       
205     0.000121       0.000000       0.000001       0.000009       0.000131       
tot     0.002544       0.000374       0.000448       0.000290       0.931000

Band 564   energy = 21.51486 eV
atom    s              p_x            p_y            p_z            tot            
14      0.000064       0.000000       0.000000       0.000000       0.000064       
23      0.000000       0.000001       0.000000       0.000081       0.000082       
41      0.000064       0.000000       0.000000       0.000000       0.000064       
