# Extracted band/energy data from diamond_pd_projwfc.out
# nkstot   = 2
# nbnd     = 861
# natomwfc = 860
# n_atoms  = 215

# Total k-point blocks found in file = 2
# Analysis mode = SPIN POLARIZED

============================================================
SPIN UP
============================================================

--- k-point 1  (k = 0.0000000000 0.0000000000 0.0000000000) ---

Band 1   energy = -8.26148 eV
112     0.000576       0.000000       0.000000       0.000000       0.000576       
tot     0.005373       0.000061       0.000078       0.000220       0.992000

Band 19   energy = -6.03297 eV
atom    s              p_x            p_y            p_z            tot            
18      0.000196       0.000000       0.000000       0.000000       0.000196       
19      0.000484       0.000000       0.000000       0.000000       0.000484       
33      0.000196       0.000000       0.000000       0.000000       0.000196       
46      0.000400       0.000001       0.000000       0.000000       0.000401       
73      0.000400       0.000000       0.000001       0.000000       0.000401       
125     0.000841       0.000000       0.000000       0.000001       0.000842       
tot     0.005277       0.000101       0.000065       0.000240       0.992000

Band 20   energy = -5.47966 eV
atom    s              p_x            p_y            p_z            tot            
53      0.000196       0.000000       0.000000       0.000000       0.000196       
90      0.000400       0.000000       0.000000       0.000001       0.000401       
159     0.000576       0.000000       0.000000       0.000000       0.000576       
184     0.000576       0.000000       0.000000       0.000000       0.000576       
205     0.000529       0.000000       0.000000       0.000000       0.000529       
215     0.002025       0.000000       0.000000       0.000001       0.002026       
tot     0.007475       0.000168       0.000157       0.000164       0.993000

Band 21   energy = -5.25159 eV
atom    s              p_x            p_y            p_z            tot            
23      0.000225       0.000000       0.000000       0.000000       0.000225       
35      0.000225       0.000000       0.000000       0.000000       0.000225       
133     0.000441       0.000000       0.000000       0.000000       0.000441       
136     0.000441       0.000000       0.000000       0.000000       0.000441       
167     0.000441       0.000000       0.000000       0.000000       0.000441       
206     0.000400       0.000000       0.000000       0.000000       0.000400       
tot     0.005412       0.000069       0.000127       0.000165       0.993000

Band 22   energy = -5.24298 eV
atom    s              p_x            p_y            p_z            tot            
8       0.000196       0.000000       0.000000       0.000000       0.000196       
9       0.000225       0.000000       0.000000       0.000001       0.000226       
39      0.000225       0.000000       0.000000       0.000001       0.000226       
70      0.000225       0.000000       0.000000       0.000001       0.000226       
82      0.000225       0.000000       0.000000       0.000000       0.000225       
84      0.000196       0.000000       0.000000       0.000000       0.000196       
tot     0.005205       0.000104       0.000065       0.000325       0.993000

Band 23   energy = -5.24289 eV
atom    s              p_x            p_y            p_z            tot            
6       0.000081       0.000001       0.000000       0.000000       0.000082       
111     0.000081       0.000000       0.000000       0.000000       0.000081       
114     0.000100       0.000000       0.000000       0.000000       0.000100       
143     0.000100       0.000000       0.000000       0.000000       0.000100       
173     0.000100       0.000000       0.000000       0.000000       0.000100       
189     0.000100       0.000000       0.000000       0.000000       0.000100       
tot     0.003926       0.000157       0.000213       0.000000       0.993000

Band 24   energy = -5.23150 eV
atom    s              p_x            p_y            p_z            tot            
12      0.000081       0.000000       0.000000       0.000000       0.000081       
15      0.000081       0.000000       0.000000       0.000000       0.000081       
16      0.000081       0.000000       0.000000       0.000000       0.000081       
17      0.000081       0.000000       0.000000       0.000000       0.000081       
92      0.000100       0.000000       0.000000       0.000000       0.000100       
94      0.000100       0.000000       0.000000       0.000000       0.000100       
tot     0.003949       0.000165       0.000167       0.000000       0.993000

Band 25   energy = -5.22902 eV
atom    s              p_x            p_y            p_z            tot            
18      0.000121       0.000000       0.000000       0.000000       0.000121       
48      0.000100       0.000000       0.000000       0.000000       0.000100       
79      0.000100       0.000000       0.000000       0.000000       0.000100       
91      0.000100       0.000000       0.000000       0.000000       0.000100       
139     0.000121       0.000000       0.000000       0.000000       0.000121       
168     0.000121       0.000000       0.000000       0.000000       0.000121       
tot     0.003823       0.000030       0.000012       0.000513       0.993000

Band 26   energy = -5.22181 eV
atom    s              p_x            p_y            p_z            tot            
86      0.000225       0.000000       0.000000       0.000001       0.000226       
103     0.000196       0.000000       0.000000       0.000000       0.000196       
108     0.000324       0.000000       0.000000       0.000000       0.000324       
146     0.000361       0.000000       0.000000       0.000000       0.000361       
171     0.000361       0.000000       0.000000       0.000000       0.000361       
192     0.000400       0.000000       0.000000       0.000000       0.000400       
tot     0.005438       0.000067       0.000132       0.000159       0.993000

Band 27   energy = -5.09213 eV
atom    s              p_x            p_y            p_z            tot            
12      0.000144       0.000000       0.000001       0.000000       0.000145       
31      0.000169       0.000000       0.000001       0.000000       0.000170       
56      0.000169       0.000001       0.000000       0.000000       0.000170       
137     0.000289       0.000000       0.000000       0.000004       0.000293       
162     0.000289       0.000000       0.000000       0.000004       0.000293       
210     0.000289       0.000000       0.000000       0.000001       0.000290       
tot     0.004526       0.000153       0.000080       0.000254       0.993000

Band 28   energy = -4.47389 eV
atom    s              p_x            p_y            p_z            tot            
5       0.000144       0.000004       0.000001       0.000001       0.000150       
44      0.000169       0.000000       0.000000       0.000016       0.000185       
68      0.000004       0.000000       0.000144       0.000000       0.000148       
69      0.000169       0.000004       0.000000       0.000009       0.000182       
150     0.000144       0.000001       0.000000       0.000000       0.000145       
215     0.002916       0.000000       0.000000       0.000001       0.002917       
tot     0.006136       0.000345       0.000386       0.000276       0.993000

Band 29   energy = -4.24790 eV
atom    s              p_x            p_y            p_z            tot            
1       0.000064       0.000001       0.000001       0.000000       0.000066       
14      0.000081       0.000000       0.000000       0.000000       0.000081       
40      0.000064       0.000000       0.000000       0.000000       0.000064       
47      0.000064       0.000000       0.000000       0.000000       0.000064       
65      0.000064       0.000001       0.000001       0.000000       0.000066       
136     0.000064       0.000000       0.000001       0.000000       0.000065       
tot     0.002937       0.000294       0.000312       0.000003       0.993000

Band 30   energy = -4.24410 eV
atom    s              p_x            p_y            p_z            tot            
37      0.000049       0.000000       0.000000       0.000000       0.000049       
46      0.000049       0.000000       0.000000       0.000000       0.000049       
64      0.000049       0.000000       0.000000       0.000000       0.000049       
73      0.000049       0.000000       0.000000       0.000000       0.000049       
83      0.000049       0.000000       0.000000       0.000000       0.000049       
85      0.000049       0.000000       0.000000       0.000000       0.000049       
tot     0.003052       0.000123       0.000123       0.000497       0.993000

Band 31   energy = -4.22937 eV
atom    s              p_x            p_y            p_z            tot            
24      0.000064       0.000000       0.000000       0.000000       0.000064       
26      0.000064       0.000000       0.000000       0.000000       0.000064       
47      0.000064       0.000000       0.000000       0.000000       0.000064       
54      0.000064       0.000000       0.000000       0.000000       0.000064       
76      0.000064       0.000000       0.000000       0.000000       0.000064       
81      0.000064       0.000000       0.000000       0.000000       0.000064       
tot     0.003045       0.000092       0.000092       0.000555       0.993000

Band 32   energy = -4.22356 eV
atom    s              p_x            p_y            p_z            tot            
39      0.000100       0.000000       0.000000       0.000000       0.000100       
70      0.000100       0.000000       0.000000       0.000000       0.000100       
82      0.000100       0.000000       0.000000       0.000000       0.000100       
107     0.000100       0.000000       0.000000       0.000000       0.000100       
117     0.000121       0.000000       0.000000       0.000000       0.000121       
214     0.000121       0.000000       0.000000       0.000000       0.000121       
tot     0.002985       0.000354       0.000304       0.000032       0.993000

Band 33   energy = -4.14968 eV
atom    s              p_x            p_y            p_z            tot            
10      0.000400       0.000000       0.000000       0.000000       0.000400       
49      0.000361       0.000000       0.000000       0.000000       0.000361       
74      0.000361       0.000000       0.000000       0.000000       0.000361       
145     0.000169       0.000000       0.000000       0.000000       0.000169       
176     0.000169       0.000000       0.000000       0.000000       0.000169       
188     0.000169       0.000000       0.000000       0.000000       0.000169       
tot     0.003789       0.000250       0.000219       0.000241       0.993000

Band 34   energy = -3.85737 eV
atom    s              p_x            p_y            p_z            tot            
41      0.000004       0.000121       0.000000       0.000000       0.000125       
90      0.000121       0.000001       0.000000       0.000009       0.000131       
159     0.000529       0.000000       0.000000       0.000000       0.000529       
184     0.000529       0.000000       0.000000       0.000000       0.000529       
205     0.000576       0.000000       0.000000       0.000000       0.000576       
215     0.003136       0.000000       0.000000       0.000001       0.003137       
tot     0.006844       0.000357       0.000378       0.000242       0.994000

Band 35   energy = -3.36129 eV
atom    s              p_x            p_y            p_z            tot            
41      0.000676       0.000000       0.000001       0.000000       0.000677       
68      0.000676       0.000000       0.000000       0.000001       0.000677       
160     0.000400       0.000000       0.000000       0.000000       0.000400       
187     0.000400       0.000000       0.000000       0.000000       0.000400       
198     0.000169       0.000025       0.000000       0.000004       0.000198       
200     0.000169       0.000000       0.000016       0.000016       0.000201       
tot     0.005001       0.000330       0.000303       0.000367       0.994000

Band 36   energy = -3.35830 eV
atom    s              p_x            p_y            p_z            tot            
1       0.000196       0.000001       0.000000       0.000009       0.000206       
14      0.001225       0.000000       0.000000       0.000000       0.001225       
147     0.000169       0.000000       0.000000       0.000009       0.000178       
174     0.000169       0.000001       0.000000       0.000004       0.000174       
196     0.000961       0.000000       0.000000       0.000004       0.000965       
197     0.000196       0.000001       0.000000       0.000016       0.000213       
tot     0.005176       0.000264       0.000310       0.000337       0.994000

Band 37   energy = -3.33068 eV
atom    s              p_x            p_y            p_z            tot            
18      0.000121       0.000004       0.000004       0.000000       0.000129       
82      0.000729       0.000000       0.000000       0.000000       0.000729       
103     0.000256       0.000000       0.000000       0.000001       0.000257       
124     0.000169       0.000000       0.000000       0.000016       0.000185       
197     0.000400       0.000000       0.000000       0.000000       0.000400       
210     0.000121       0.000000       0.000000       0.000025       0.000146       
tot     0.004235       0.000206       0.000225       0.000394       0.994000

Band 38   energy = -3.32749 eV
atom    s              p_x            p_y            p_z            tot            
101     0.000361       0.000000       0.000000       0.000000       0.000361       
105     0.000361       0.000000       0.000000       0.000001       0.000362       
113     0.000169       0.000004       0.000000       0.000000       0.000173       
115     0.000144       0.000000       0.000000       0.000000       0.000144       
144     0.000289       0.000000       0.000000       0.000000       0.000289       
173     0.000324       0.000000       0.000000       0.000000       0.000324       
tot     0.004245       0.000314       0.000322       0.000183       0.994000

Band 39   energy = -3.32205 eV
atom    s              p_x            p_y            p_z            tot            
100     0.000256       0.000000       0.000000       0.000000       0.000256       
102     0.000256       0.000000       0.000000       0.000000       0.000256       
118     0.000400       0.000000       0.000000       0.000000       0.000400       
120     0.000400       0.000000       0.000000       0.000000       0.000400       
159     0.000225       0.000000       0.000000       0.000000       0.000225       
184     0.000196       0.000000       0.000000       0.000000       0.000196       
tot     0.004237       0.000277       0.000375       0.000203       0.994000

Band 40   energy = -3.32179 eV
atom    s              p_x            p_y            p_z            tot            
27      0.000256       0.000004       0.000004       0.000000       0.000264       
91      0.000529       0.000000       0.000000       0.000000       0.000529       
98      0.000361       0.000000       0.000000       0.000009       0.000370       
129     0.001225       0.000000       0.000000       0.000000       0.001225       
133     0.000256       0.000000       0.000000       0.000004       0.000260       
205     0.000225       0.000001       0.000004       0.000000       0.000230       
tot     0.004971       0.000403       0.000397       0.000256       0.994000

Band 41   energy = -3.31771 eV
atom    s              p_x            p_y            p_z            tot            
10      0.000529       0.000000       0.000000       0.000000       0.000529       
103     0.000441       0.000000       0.000000       0.000000       0.000441       
117     0.000196       0.000000       0.000000       0.000000       0.000196       
124     0.000196       0.000000       0.000000       0.000000       0.000196       
206     0.000196       0.000000       0.000000       0.000000       0.000196       
210     0.000324       0.000000       0.000000       0.000004       0.000328       
tot     0.004188       0.000362       0.000366       0.000190       0.994000

Band 42   energy = -3.31650 eV
atom    s              p_x            p_y            p_z            tot            
92      0.000225       0.000004       0.000000       0.000000       0.000229       
94      0.000225       0.000000       0.000004       0.000000       0.000229       
126     0.000256       0.000000       0.000004       0.000000       0.000260       
128     0.000256       0.000004       0.000000       0.000000       0.000260       
137     0.000289       0.000000       0.000001       0.000000       0.000290       
162     0.000324       0.000001       0.000000       0.000000       0.000325       
tot     0.004347       0.000391       0.000456       0.000080       0.994000

Band 43   energy = -3.31595 eV
atom    s              p_x            p_y            p_z            tot            
83      0.000256       0.000000       0.000000       0.000004       0.000260       
85      0.000256       0.000000       0.000000       0.000004       0.000260       
202     0.000289       0.000000       0.000000       0.000000       0.000289       
204     0.000289       0.000000       0.000000       0.000000       0.000289       
207     0.000256       0.000000       0.000000       0.000000       0.000256       
209     0.000256       0.000000       0.000000       0.000000       0.000256       
tot     0.004740       0.000190       0.000147       0.000584       0.994000

Band 44   energy = -3.31327 eV
atom    s              p_x            p_y            p_z            tot            
12      0.000196       0.000000       0.000009       0.000000       0.000205       
16      0.000196       0.000004       0.000000       0.000000       0.000200       
51      0.000289       0.000000       0.000004       0.000000       0.000293       
80      0.000289       0.000001       0.000000       0.000001       0.000291       
153     0.000361       0.000004       0.000000       0.000000       0.000365       
182     0.000361       0.000000       0.000004       0.000000       0.000365       
tot     0.005092       0.000408       0.000447       0.000224       0.994000

Band 45   energy = -3.31109 eV
atom    s              p_x            p_y            p_z            tot            
23      0.000121       0.000000       0.000004       0.000009       0.000134       
36      0.000169       0.000036       0.000000       0.000000       0.000205       
63      0.000169       0.000000       0.000036       0.000000       0.000205       
99      0.000324       0.000000       0.000000       0.000004       0.000328       
116     0.001444       0.000000       0.000000       0.000000       0.001444       
117     0.000441       0.000000       0.000000       0.000000       0.000441       
tot     0.004789       0.000372       0.000430       0.000187       0.994000

Band 46   energy = -3.30783 eV
atom    s              p_x            p_y            p_z            tot            
30      0.000225       0.000000       0.000000       0.000000       0.000225       
44      0.000400       0.000000       0.000001       0.000000       0.000401       
61      0.000225       0.000000       0.000000       0.000000       0.000225       
69      0.000400       0.000001       0.000000       0.000000       0.000401       
121     0.000225       0.000000       0.000004       0.000000       0.000229       
123     0.000225       0.000004       0.000000       0.000000       0.000229       
tot     0.004221       0.000162       0.000126       0.000564       0.994000

Band 47   energy = -3.30628 eV
atom    s              p_x            p_y            p_z            tot            
84      0.000676       0.000000       0.000000       0.000000       0.000676       
88      0.000676       0.000000       0.000001       0.000000       0.000677       
95      0.000289       0.000000       0.000000       0.000000       0.000289       
97      0.000289       0.000000       0.000000       0.000000       0.000289       
145     0.000576       0.000000       0.000004       0.000000       0.000580       
176     0.000576       0.000004       0.000000       0.000000       0.000580       
tot     0.005416       0.000280       0.000238       0.000508       0.994000

Band 48   energy = -3.30381 eV
atom    s              p_x            p_y            p_z            tot            
5       0.001156       0.000001       0.000000       0.000000       0.001157       
107     0.000961       0.000001       0.000001       0.000000       0.000963       
108     0.000441       0.000000       0.000000       0.000000       0.000441       
112     0.000169       0.000000       0.000000       0.000036       0.000205       
151     0.000144       0.000016       0.000025       0.000000       0.000185       
188     0.000289       0.000000       0.000000       0.000081       0.000370       
tot     0.004962       0.000287       0.000263       0.000444       0.994000

Band 49   energy = -3.30240 eV
atom    s              p_x            p_y            p_z            tot            
9       0.000256       0.000000       0.000000       0.000009       0.000265       
19      0.000169       0.000009       0.000009       0.000000       0.000187       
86      0.001225       0.000000       0.000000       0.000004       0.001229       
112     0.000400       0.000004       0.000000       0.000016       0.000420       
149     0.000196       0.000000       0.000016       0.000000       0.000212       
172     0.000196       0.000016       0.000000       0.000000       0.000212       
tot     0.004704       0.000256       0.000218       0.000413       0.994000

Band 50   energy = -3.30050 eV
atom    s              p_x            p_y            p_z            tot            
29      0.000225       0.000001       0.000000       0.000000       0.000226       
53      0.000169       0.000000       0.000000       0.000000       0.000169       
58      0.000225       0.000000       0.000000       0.000000       0.000225       
78      0.000169       0.000000       0.000000       0.000000       0.000169       
119     0.000225       0.000001       0.000000       0.000000       0.000226       
122     0.000225       0.000001       0.000000       0.000000       0.000226       
tot     0.004119       0.000304       0.000220       0.000261       0.994000

Band 51   energy = -3.29495 eV
atom    s              p_x            p_y            p_z            tot            
20      0.000196       0.000004       0.000009       0.000000       0.000209       
22      0.000196       0.000004       0.000001       0.000004       0.000205       
139     0.000256       0.000001       0.000000       0.000000       0.000257       
143     0.000289       0.000004       0.000000       0.000000       0.000293       
168     0.000256       0.000000       0.000004       0.000000       0.000260       
170     0.000289       0.000000       0.000001       0.000000       0.000290       
tot     0.004081       0.000262       0.000266       0.000429       0.994000

Band 52   energy = -3.29284 eV
atom    s              p_x            p_y            p_z            tot            
9       0.000289       0.000000       0.000000       0.000001       0.000290       
18      0.000676       0.000000       0.000000       0.000000       0.000676       
168     0.000196       0.000000       0.000016       0.000000       0.000212       
192     0.000484       0.000000       0.000000       0.000000       0.000484       
205     0.000225       0.000000       0.000000       0.000000       0.000225       
206     0.000576       0.000000       0.000000       0.000000       0.000576       
tot     0.004751       0.000300       0.000391       0.000208       0.994000

Band 53   energy = -3.28092 eV
atom    s              p_x            p_y            p_z            tot            
21      0.000361       0.000004       0.000000       0.000000       0.000365       
25      0.000361       0.000000       0.000004       0.000000       0.000365       
151     0.000361       0.000004       0.000000       0.000004       0.000369       
154     0.000225       0.000001       0.000000       0.000000       0.000226       
178     0.000361       0.000000       0.000009       0.000000       0.000370       
185     0.000225       0.000000       0.000004       0.000000       0.000229       
tot     0.005260       0.000366       0.000479       0.000240       0.994000

Band 54   energy = -3.26466 eV
atom    s              p_x            p_y            p_z            tot            
33      0.000225       0.000009       0.000009       0.000004       0.000247       
62      0.000225       0.000009       0.000016       0.000000       0.000250       
90      0.000324       0.000000       0.000000       0.000000       0.000324       
99      0.001024       0.000000       0.000000       0.000049       0.001073       
125     0.001369       0.000004       0.000001       0.000004       0.001378       
192     0.000784       0.000000       0.000001       0.000000       0.000785       
tot     0.005648       0.000276       0.000236       0.000560       0.994000

Band 55   energy = -3.23208 eV
atom    s              p_x            p_y            p_z            tot            
15      0.000289       0.000004       0.000001       0.000000       0.000294       
17      0.000289       0.000001       0.000004       0.000000       0.000294       
46      0.000256       0.000004       0.000000       0.000009       0.000269       
73      0.000256       0.000000       0.000000       0.000016       0.000272       
158     0.001024       0.000004       0.000000       0.000000       0.001028       
181     0.001024       0.000000       0.000004       0.000000       0.001028       
tot     0.005552       0.000394       0.000382       0.000264       0.994000

Band 56   energy = -3.21923 eV
atom    s              p_x            p_y            p_z            tot            
1       0.000361       0.000001       0.000000       0.000004       0.000366       
19      0.000676       0.000000       0.000000       0.000016       0.000692       
32      0.000361       0.000000       0.000004       0.000000       0.000365       
59      0.000361       0.000004       0.000000       0.000000       0.000365       
201     0.000361       0.000000       0.000000       0.000000       0.000361       
214     0.001600       0.000000       0.000000       0.000000       0.001600       
tot     0.005813       0.000309       0.000317       0.000326       0.994000

Band 57   energy = -2.99678 eV
atom    s              p_x            p_y            p_z            tot            
19      0.000225       0.000036       0.000049       0.000000       0.000310       
46      0.000144       0.000016       0.000004       0.000064       0.000228       
73      0.000144       0.000016       0.000036       0.000009       0.000205       
125     0.000841       0.000009       0.000001       0.000064       0.000915       
181     0.000121       0.000081       0.000000       0.000000       0.000202       
214     0.000144       0.000000       0.000000       0.000081       0.000225       
tot     0.003707       0.000313       0.000274       0.000470       0.994000

Band 58   energy = -2.80354 eV
atom    s              p_x            p_y            p_z            tot            
52      0.000100       0.000081       0.000000       0.000000       0.000181       
75      0.000100       0.000000       0.000064       0.000000       0.000164       
90      0.000625       0.000004       0.000000       0.000025       0.000654       
129     0.000196       0.000000       0.000000       0.000000       0.000196       
187     0.000081       0.000016       0.000004       0.000049       0.000150       
215     0.000484       0.000000       0.000000       0.000000       0.000484       
tot     0.003872       0.000277       0.000278       0.000287       0.995000

Band 59   energy = -2.56560 eV
atom    s              p_x            p_y            p_z            tot            
