# Extracted band/energy data from diamond_pd_projwfc.out
# nkstot   = 2
# nbnd     = 860
# natomwfc = 860
# n_atoms  = 215

# Total k-point blocks found in file = 2
# Analysis mode = SPIN POLARIZED

============================================================
SPIN UP
============================================================

--- k-point 1  (k = 0.0000000000 0.0000000000 0.0000000000) ---

Band 1   energy = -8.24938 eV
125     0.000441       0.000000       0.000000       0.000000       0.000441       
133     0.000529       0.000000       0.000000       0.000000       0.000529       
215     0.000400       0.000000       0.000000       0.000000       0.000400       
tot     0.004409       0.000751       0.000777       0.000574       0.996000

Band 101   energy = 0.87968 eV
atom    s              p_x            p_y            p_z            tot            
30      0.000324       0.000000       0.000000       0.000000       0.000324       
36      0.000225       0.000000       0.000000       0.000000       0.000225       
41      0.001849       0.000001       0.000000       0.000000       0.001850       
68      0.000625       0.000000       0.000001       0.000000       0.000626       
200     0.000000       0.000000       0.000196       0.000001       0.000197       
215     0.000000       0.000576       0.000121       0.000009       0.000706       
tot     0.005173       0.001026       0.000607       0.000831       0.997000

Band 102   energy = 0.87970 eV
atom    s              p_x            p_y            p_z            tot            
9       0.000256       0.000000       0.000000       0.000000       0.000256       
14      0.001936       0.000000       0.000000       0.000000       0.001936       
27      0.000361       0.000000       0.000000       0.000000       0.000361       
68      0.000484       0.000004       0.000000       0.000000       0.000488       
164     0.000000       0.000000       0.000256       0.000000       0.000256       
215     0.000000       0.000016       0.000529       0.000100       0.000645       
tot     0.005148       0.000700       0.001274       0.000577       0.997000

Band 103   energy = 0.92498 eV
atom    s              p_x            p_y            p_z            tot            
62      0.000784       0.000001       0.000000       0.000016       0.000801       
66      0.000196       0.000000       0.000001       0.000001       0.000198       
69      0.000121       0.000000       0.000000       0.000000       0.000121       
78      0.000196       0.000000       0.000001       0.000004       0.000201       
115     0.000036       0.000000       0.000169       0.000004       0.000209       
138     0.000100       0.000025       0.000000       0.000121       0.000246       
tot     0.002883       0.000352       0.000481       0.000436       0.997000

Band 104   energy = 0.92502 eV
atom    s              p_x            p_y            p_z            tot            
4       0.000144       0.000000       0.000000       0.000009       0.000153       
18      0.000484       0.000000       0.000004       0.000009       0.000497       
33      0.000361       0.000000       0.000009       0.000004       0.000374       
43      0.000121       0.000004       0.000000       0.000000       0.000125       
124     0.000025       0.000000       0.000004       0.000100       0.000129       
201     0.000064       0.000016       0.000004       0.000049       0.000133       
tot     0.002792       0.000439       0.000351       0.000451       0.997000

Band 105   energy = 0.93855 eV
atom    s              p_x            p_y            p_z            tot            
17      0.000081       0.000025       0.000000       0.000000       0.000106       
18      0.000100       0.000001       0.000000       0.000004       0.000105       
71      0.000081       0.000025       0.000000       0.000000       0.000106       
91      0.000100       0.000000       0.000000       0.000000       0.000100       
96      0.000121       0.000001       0.000000       0.000000       0.000122       
201     0.000064       0.000049       0.000000       0.000000       0.000113       
tot     0.002442       0.000443       0.000381       0.000366       0.997000

Band 106   energy = 0.93858 eV
atom    s              p_x            p_y            p_z            tot            
33      0.000169       0.000001       0.000000       0.000004       0.000174       
92      0.000100       0.000009       0.000000       0.000004       0.000113       
102     0.000144       0.000000       0.000000       0.000000       0.000144       
165     0.000100       0.000000       0.000001       0.000049       0.000150       
178     0.000121       0.000000       0.000000       0.000000       0.000121       
185     0.000121       0.000000       0.000000       0.000000       0.000121       
tot     0.002434       0.000344       0.000379       0.000444       0.997000

Band 107   energy = 0.94594 eV
atom    s              p_x            p_y            p_z            tot            
15      0.000361       0.000000       0.000000       0.000000       0.000361       
17      0.000361       0.000000       0.000000       0.000000       0.000361       
32      0.000361       0.000000       0.000000       0.000000       0.000361       
42      0.000361       0.000000       0.000000       0.000000       0.000361       
59      0.000361       0.000000       0.000000       0.000000       0.000361       
71      0.000361       0.000000       0.000000       0.000000       0.000361       
tot     0.005816       0.000834       0.000867       0.000712       0.997000

Band 108   energy = 0.96486 eV
atom    s              p_x            p_y            p_z            tot            
86      0.000001       0.000000       0.000004       0.000225       0.000230       
112     0.000400       0.000000       0.000000       0.000000       0.000400       
124     0.000324       0.000000       0.000000       0.000000       0.000324       
192     0.001296       0.000000       0.000000       0.000000       0.001296       
197     0.000225       0.000000       0.000000       0.000000       0.000225       
199     0.000225       0.000000       0.000000       0.000000       0.000225       
tot     0.004944       0.000705       0.000688       0.000715       0.997000

Band 109   energy = 0.96489 eV
atom    s              p_x            p_y            p_z            tot            
113     0.000169       0.000000       0.000000       0.000000       0.000169       
115     0.000225       0.000000       0.000000       0.000000       0.000225       
121     0.000256       0.000000       0.000000       0.000000       0.000256       
123     0.000196       0.000000       0.000000       0.000000       0.000196       
139     0.000841       0.000000       0.000000       0.000000       0.000841       
168     0.000625       0.000000       0.000000       0.000000       0.000625       
tot     0.004905       0.000704       0.000689       0.000656       0.997000

Band 110   energy = 0.98514 eV
atom    s              p_x            p_y            p_z            tot            
6       0.000225       0.000000       0.000000       0.000000       0.000225       
8       0.000225       0.000000       0.000000       0.000000       0.000225       
9       0.000256       0.000000       0.000000       0.000000       0.000256       
10      0.000529       0.000000       0.000000       0.000000       0.000529       
19      0.000529       0.000000       0.000000       0.000000       0.000529       
86      0.000100       0.000000       0.000000       0.000000       0.000100       
tot     0.003436       0.000425       0.000425       0.000468       0.997000

Band 111   energy = 0.98516 eV
atom    s              p_x            p_y            p_z            tot            
46      0.000289       0.000000       0.000000       0.000000       0.000289       
49      0.000289       0.000000       0.000000       0.000000       0.000289       
60      0.000169       0.000000       0.000000       0.000000       0.000169       
63      0.000169       0.000000       0.000000       0.000000       0.000169       
73      0.000324       0.000000       0.000000       0.000000       0.000324       
74      0.000324       0.000000       0.000000       0.000000       0.000324       
tot     0.003558       0.000473       0.000509       0.000375       0.997000

Band 112   energy = 0.98766 eV
atom    s              p_x            p_y            p_z            tot            
136     0.000324       0.000000       0.000000       0.000000       0.000324       
148     0.000324       0.000000       0.000000       0.000000       0.000324       
167     0.000324       0.000000       0.000000       0.000000       0.000324       
177     0.000324       0.000000       0.000000       0.000000       0.000324       
189     0.000324       0.000000       0.000000       0.000000       0.000324       
191     0.000324       0.000000       0.000000       0.000000       0.000324       
tot     0.006131       0.000773       0.000828       0.000748       0.997000

Band 113   energy = 0.98780 eV
atom    s              p_x            p_y            p_z            tot            
90      0.000441       0.000001       0.000000       0.000009       0.000451       
99      0.000324       0.000004       0.000000       0.000025       0.000353       
116     0.000324       0.000001       0.000000       0.000016       0.000341       
117     0.000081       0.000001       0.000000       0.000004       0.000086       
125     0.000676       0.000001       0.000000       0.000009       0.000686       
126     0.000081       0.000000       0.000000       0.000004       0.000085       
tot     0.003226       0.000401       0.000406       0.000331       0.997000

Band 114   energy = 1.00252 eV
atom    s              p_x            p_y            p_z            tot            
1       0.000121       0.000000       0.000000       0.000000       0.000121       
27      0.000169       0.000000       0.000000       0.000000       0.000169       
61      0.000121       0.000000       0.000001       0.000000       0.000122       
82      0.000121       0.000000       0.000001       0.000000       0.000122       
107     0.000144       0.000000       0.000000       0.000000       0.000144       
206     0.000121       0.000004       0.000000       0.000000       0.000125       
tot     0.003064       0.000368       0.000330       0.000537       0.997000

Band 115   energy = 1.00255 eV
atom    s              p_x            p_y            p_z            tot            
30      0.000256       0.000001       0.000000       0.000000       0.000257       
38      0.000144       0.000009       0.000000       0.000001       0.000154       
52      0.000196       0.000000       0.000000       0.000000       0.000196       
84      0.000196       0.000000       0.000000       0.000001       0.000197       
105     0.000169       0.000000       0.000000       0.000001       0.000170       
170     0.000196       0.000000       0.000000       0.000009       0.000205       
tot     0.003036       0.000497       0.000580       0.000172       0.997000

Band 116   energy = 1.00450 eV
atom    s              p_x            p_y            p_z            tot            
141     0.000121       0.000004       0.000000       0.000000       0.000125       
156     0.000121       0.000000       0.000000       0.000004       0.000125       
163     0.000121       0.000000       0.000000       0.000001       0.000122       
166     0.000121       0.000000       0.000004       0.000000       0.000125       
183     0.000121       0.000000       0.000000       0.000001       0.000122       
204     0.000121       0.000004       0.000000       0.000000       0.000125       
tot     0.004032       0.000513       0.000503       0.000494       0.997000

Band 117   energy = 1.01384 eV
atom    s              p_x            p_y            p_z            tot            
90      0.000625       0.000004       0.000000       0.000025       0.000654       
98      0.000081       0.000000       0.000000       0.000000       0.000081       
99      0.000484       0.000009       0.000000       0.000049       0.000542       
116     0.000324       0.000004       0.000000       0.000025       0.000353       
125     0.000576       0.000004       0.000000       0.000016       0.000596       
143     0.000009       0.000000       0.000081       0.000000       0.000090       
tot     0.003391       0.000404       0.000408       0.000462       0.997000

Band 118   energy = 1.01432 eV
atom    s              p_x            p_y            p_z            tot            
19      0.000100       0.000016       0.000004       0.000009       0.000129       
188     0.000625       0.000000       0.000000       0.000004       0.000629       
197     0.000400       0.000000       0.000000       0.000000       0.000400       
211     0.000169       0.000000       0.000000       0.000000       0.000169       
213     0.000144       0.000000       0.000000       0.000000       0.000144       
214     0.000784       0.000000       0.000000       0.000009       0.000793       
tot     0.003596       0.000454       0.000487       0.000438       0.997000

Band 119   energy = 1.01437 eV
atom    s              p_x            p_y            p_z            tot            
144     0.000225       0.000000       0.000000       0.000000       0.000225       
145     0.000361       0.000000       0.000000       0.000000       0.000361       
158     0.000484       0.000000       0.000000       0.000009       0.000493       
173     0.000196       0.000000       0.000000       0.000000       0.000196       
176     0.000324       0.000000       0.000000       0.000000       0.000324       
181     0.000400       0.000000       0.000000       0.000009       0.000409       
tot     0.003572       0.000439       0.000439       0.000557       0.997000

Band 120   energy = 1.02017 eV
atom    s              p_x            p_y            p_z            tot            
11      0.000100       0.000004       0.000000       0.000000       0.000104       
20      0.000100       0.000004       0.000000       0.000000       0.000104       
43      0.000100       0.000000       0.000000       0.000004       0.000104       
47      0.000121       0.000000       0.000000       0.000004       0.000125       
50      0.000100       0.000000       0.000000       0.000004       0.000104       
76      0.000121       0.000000       0.000000       0.000004       0.000125       
tot     0.003928       0.000519       0.000512       0.000486       0.997000

Band 121   energy = 1.02524 eV
atom    s              p_x            p_y            p_z            tot            
114     0.000144       0.000000       0.000001       0.000000       0.000145       
122     0.000144       0.000000       0.000004       0.000000       0.000148       
127     0.000169       0.000000       0.000004       0.000000       0.000173       
134     0.000144       0.000000       0.000000       0.000000       0.000144       
137     0.000144       0.000000       0.000004       0.000000       0.000148       
160     0.000144       0.000000       0.000000       0.000009       0.000153       
tot     0.003196       0.000471       0.000460       0.000282       0.997000

Band 122   energy = 1.02527 eV
atom    s              p_x            p_y            p_z            tot            
108     0.000225       0.000000       0.000000       0.000016       0.000241       
132     0.000196       0.000000       0.000000       0.000009       0.000205       
133     0.000196       0.000000       0.000000       0.000009       0.000205       
196     0.000196       0.000001       0.000000       0.000004       0.000201       
209     0.000196       0.000000       0.000000       0.000004       0.000200       
210     0.000196       0.000000       0.000000       0.000009       0.000205       
tot     0.003279       0.000316       0.000320       0.000618       0.997000

Band 123   energy = 1.03818 eV
atom    s              p_x            p_y            p_z            tot            
82      0.000324       0.000000       0.000000       0.000000       0.000324       
86      0.000144       0.000000       0.000000       0.000000       0.000144       
95      0.000144       0.000000       0.000000       0.000000       0.000144       
101     0.000324       0.000000       0.000000       0.000000       0.000324       
105     0.000324       0.000000       0.000000       0.000000       0.000324       
139     0.000004       0.000001       0.000169       0.000000       0.000174       
tot     0.001922       0.000797       0.000947       0.000663       0.993000

Band 124   energy = 1.17128 eV
atom    s              p_x            p_y            p_z            tot            
1       0.000000       0.000100       0.000081       0.000000       0.000181       
52      0.000000       0.000004       0.000009       0.000196       0.000209       
125     0.000000       0.000025       0.000004       0.000169       0.000198       
158     0.000004       0.000000       0.000324       0.000000       0.000328       
181     0.000004       0.000361       0.000000       0.000000       0.000365       
214     0.000004       0.000000       0.000016       0.000196       0.000216       
tot     0.000893       0.001067       0.000875       0.001443       0.992000

Band 125   energy = 1.17398 eV
atom    s              p_x            p_y            p_z            tot            
31      0.000064       0.000001       0.000000       0.000049       0.000114       
35      0.000000       0.000016       0.000001       0.000081       0.000098       
56      0.000049       0.000004       0.000000       0.000049       0.000102       
60      0.000000       0.000009       0.000001       0.000081       0.000091       
141     0.000000       0.000064       0.000016       0.000036       0.000116       
166     0.000000       0.000049       0.000025       0.000049       0.000123       
tot     0.000730       0.000644       0.000248       0.001498       0.992000

Band 126   energy = 1.17401 eV
atom    s              p_x            p_y            p_z            tot            
45      0.000001       0.000009       0.000001       0.000081       0.000092       
51      0.000064       0.000000       0.000004       0.000025       0.000093       
72      0.000001       0.000009       0.000000       0.000081       0.000091       
129     0.000000       0.000064       0.000036       0.000000       0.000100       
156     0.000000       0.000000       0.000004       0.000256       0.000260       
183     0.000000       0.000025       0.000000       0.000169       0.000194       
tot     0.000768       0.000410       0.000127       0.002312       0.992000

Band 127   energy = 1.17930 eV
atom    s              p_x            p_y            p_z            tot            
27      0.000000       0.000049       0.000049       0.000000       0.000098       
30      0.000000       0.000000       0.000121       0.000004       0.000125       
61      0.000000       0.000081       0.000000       0.000025       0.000106       
137     0.000000       0.000100       0.000000       0.000025       0.000125       
162     0.000000       0.000000       0.000169       0.000009       0.000178       
210     0.000000       0.000064       0.000064       0.000000       0.000128       
tot     0.000886       0.000927       0.001320       0.000285       0.992000

Band 128   energy = 1.18357 eV
atom    s              p_x            p_y            p_z            tot            
38      0.000000       0.000169       0.000000       0.000000       0.000169       
67      0.000000       0.000000       0.000196       0.000000       0.000196       
103     0.000001       0.000004       0.000000       0.000081       0.000086       
118     0.000196       0.000000       0.000000       0.000000       0.000196       
120     0.000196       0.000000       0.000000       0.000000       0.000196       
129     0.000196       0.000000       0.000000       0.000000       0.000196       
tot     0.001175       0.000848       0.000995       0.000763       0.992000

Band 129   energy = 1.18677 eV
atom    s              p_x            p_y            p_z            tot            
5       0.000081       0.000001       0.000000       0.000000       0.000082       
45      0.000000       0.000049       0.000100       0.000000       0.000149       
72      0.000000       0.000100       0.000049       0.000001       0.000150       
118     0.000000       0.000000       0.000081       0.000000       0.000081       
162     0.000000       0.000000       0.000081       0.000000       0.000081       
202     0.000025       0.000064       0.000000       0.000000       0.000089       
tot     0.000726       0.001466       0.001130       0.000066       0.992000

Band 130   energy = 1.18682 eV
atom    s              p_x            p_y            p_z            tot            
6       0.000000       0.000000       0.000144       0.000004       0.000148       
35      0.000001       0.000049       0.000001       0.000025       0.000076       
60      0.000000       0.000000       0.000169       0.000016       0.000185       
136     0.000000       0.000000       0.000064       0.000016       0.000080       
141     0.000016       0.000000       0.000036       0.000016       0.000068       
166     0.000025       0.000004       0.000000       0.000049       0.000078       
tot     0.000775       0.000409       0.001387       0.000717       0.992000

Band 131   energy = 1.20201 eV
atom    s              p_x            p_y            p_z            tot            
36      0.000196       0.000000       0.000000       0.000000       0.000196       
63      0.000100       0.000000       0.000000       0.000000       0.000100       
118     0.000000       0.000144       0.000001       0.000000       0.000145       
124     0.000000       0.000049       0.000036       0.000000       0.000085       
195     0.000001       0.000000       0.000100       0.000000       0.000101       
204     0.000000       0.000009       0.000081       0.000000       0.000090       
tot     0.000968       0.001345       0.000902       0.000335       0.992000

Band 132   energy = 1.20208 eV
atom    s              p_x            p_y            p_z            tot            
9       0.000289       0.000000       0.000000       0.000000       0.000289       
129     0.000000       0.000004       0.000025       0.000081       0.000110       
156     0.000000       0.000100       0.000000       0.000001       0.000101       
183     0.000000       0.000000       0.000169       0.000000       0.000169       
186     0.000000       0.000000       0.000121       0.000000       0.000121       
192     0.000000       0.000000       0.000000       0.000100       0.000100       
tot     0.000994       0.000438       0.001119       0.001315       0.992000

Band 133   energy = 1.20239 eV
atom    s              p_x            p_y            p_z            tot            
1       0.000004       0.000000       0.000001       0.000144       0.000149       
46      0.000004       0.000144       0.000000       0.000000       0.000148       
52      0.000004       0.000169       0.000000       0.000000       0.000173       
99      0.000000       0.000016       0.000001       0.000121       0.000138       
125     0.000144       0.000000       0.000000       0.000000       0.000144       
181     0.000000       0.000000       0.000009       0.000144       0.000153       
tot     0.000727       0.000857       0.000510       0.001699       0.992000

Band 134   energy = 1.20568 eV
atom    s              p_x            p_y            p_z            tot            
90      0.000000       0.000064       0.000081       0.000000       0.000145       
131     0.000000       0.000064       0.000000       0.000004       0.000068       
145     0.000004       0.000000       0.000121       0.000000       0.000125       
176     0.000004       0.000121       0.000000       0.000000       0.000125       
185     0.000000       0.000064       0.000004       0.000000       0.000068       
196     0.000000       0.000036       0.000036       0.000000       0.000072       
tot     0.000624       0.001101       0.001061       0.000411       0.992000

Band 135   energy = 1.20570 eV
atom    s              p_x            p_y            p_z            tot            
5       0.000004       0.000036       0.000049       0.000000       0.000089       
28      0.000000       0.000000       0.000000       0.000100       0.000100       
55      0.000000       0.000000       0.000000       0.000081       0.000081       
90      0.000000       0.000025       0.000049       0.000036       0.000110       
108     0.000000       0.000000       0.000000       0.000144       0.000144       
188     0.000004       0.000000       0.000004       0.000169       0.000177       
tot     0.000597       0.000486       0.000566       0.001568       0.992000

Band 136   energy = 1.22052 eV
atom    s              p_x            p_y            p_z            tot            
5       0.000004       0.000000       0.000000       0.000100       0.000104       
10      0.000000       0.000000       0.000000       0.000121       0.000121       
134     0.000004       0.000001       0.000000       0.000144       0.000149       
140     0.000000       0.000000       0.000000       0.000256       0.000256       
161     0.000000       0.000000       0.000000       0.000144       0.000144       
163     0.000000       0.000000       0.000000       0.000225       0.000225       
tot     0.000708       0.000257       0.000447       0.002420       0.992000

Band 137   energy = 1.22054 eV
atom    s              p_x            p_y            p_z            tot            
49      0.000000       0.000064       0.000000       0.000004       0.000068       
146     0.000004       0.000064       0.000000       0.000025       0.000093       
155     0.000000       0.000121       0.000000       0.000016       0.000137       
176     0.000000       0.000000       0.000004       0.000081       0.000085       
209     0.000000       0.000064       0.000000       0.000009       0.000073       
211     0.000000       0.000144       0.000000       0.000009       0.000153       
tot     0.000685       0.001208       0.000311       0.000983       0.992000

Band 138   energy = 1.22738 eV
atom    s              p_x            p_y            p_z            tot            
5       0.000000       0.000036       0.000036       0.000000       0.000072       
44      0.000000       0.000000       0.000100       0.000004       0.000104       
49      0.000000       0.000000       0.000081       0.000004       0.000085       
159     0.000000       0.000064       0.000000       0.000016       0.000080       
184     0.000000       0.000000       0.000121       0.000004       0.000125       
205     0.000000       0.000036       0.000036       0.000000       0.000072       
tot     0.000692       0.000898       0.001290       0.000250       0.992000

Band 139   energy = 1.22927 eV
atom    s              p_x            p_y            p_z            tot            
74      0.000100       0.000000       0.000004       0.000000       0.000104       
126     0.000000       0.000004       0.000144       0.000000       0.000148       
128     0.000000       0.000081       0.000009       0.000000       0.000090       
206     0.000000       0.000049       0.000049       0.000000       0.000098       
208     0.000000       0.000000       0.000081       0.000000       0.000081       
212     0.000000       0.000081       0.000004       0.000000       0.000085       
tot     0.000794       0.000990       0.001287       0.000227       0.992000

Band 140   energy = 1.22931 eV
atom    s              p_x            p_y            p_z            tot            
10      0.000144       0.000000       0.000000       0.000004       0.000148       
66      0.000000       0.000025       0.000000       0.000064       0.000089       
117     0.000000       0.000009       0.000025       0.000081       0.000115       
143     0.000000       0.000064       0.000000       0.000025       0.000089       
192     0.000081       0.000000       0.000000       0.000000       0.000081       
205     0.000036       0.000001       0.000000       0.000081       0.000118       
tot     0.000838       0.000643       0.000627       0.001224       0.992000

Band 141   energy = 1.23212 eV
atom    s              p_x            p_y            p_z            tot            
91      0.000081       0.000000       0.000000       0.000004       0.000085       
116     0.000400       0.000000       0.000000       0.000000       0.000400       
143     0.000004       0.000004       0.000121       0.000000       0.000129       
144     0.000000       0.000004       0.000121       0.000000       0.000125       
173     0.000000       0.000081       0.000001       0.000016       0.000098       
206     0.000004       0.000025       0.000049       0.000009       0.000087       
tot     0.001129       0.000906       0.001184       0.000496       0.992000

Band 142   energy = 1.23723 eV
atom    s              p_x            p_y            p_z            tot            
28      0.000000       0.000036       0.000049       0.000000       0.000085       
29      0.000001       0.000016       0.000081       0.000000       0.000098       
55      0.000000       0.000064       0.000025       0.000000       0.000089       
58      0.000004       0.000100       0.000009       0.000000       0.000113       
82      0.000000       0.000025       0.000049       0.000009       0.000083       
188     0.000100       0.000000       0.000000       0.000000       0.000100       
tot     0.000583       0.001328       0.001206       0.000097       0.992000

Band 143   energy = 1.23731 eV
atom    s              p_x            p_y            p_z            tot            
25      0.000000       0.000000       0.000064       0.000004       0.000068       
26      0.000000       0.000000       0.000100       0.000001       0.000101       
70      0.000004       0.000004       0.000036       0.000025       0.000069       
79      0.000000       0.000000       0.000081       0.000016       0.000097       
155     0.000000       0.000000       0.000064       0.000004       0.000068       
176     0.000081       0.000000       0.000000       0.000001       0.000082       
tot     0.000610       0.000493       0.001215       0.000651       0.992000

Band 144   energy = 1.31810 eV
atom    s              p_x            p_y            p_z            tot            
14      0.000001       0.000004       0.000000       0.000121       0.000126       
18      0.000004       0.000000       0.000000       0.000144       0.000148       
33      0.000004       0.000100       0.000000       0.000004       0.000108       
62      0.000004       0.000000       0.000064       0.000016       0.000084       
165     0.000004       0.000000       0.000004       0.000081       0.000089       
168     0.000004       0.000000       0.000004       0.000081       0.000089       
tot     0.000645       0.000606       0.000271       0.001847       0.992000

Band 145   energy = 1.45510 eV
atom    s              p_x            p_y            p_z            tot            
15      0.000000       0.000064       0.000196       0.000001       0.000261       
17      0.000000       0.000289       0.000064       0.000001       0.000354       
32      0.000000       0.000004       0.000100       0.000016       0.000120       
136     0.000100       0.000004       0.000000       0.000000       0.000104       
138     0.000576       0.000004       0.000000       0.000000       0.000580       
165     0.000225       0.000000       0.000016       0.000000       0.000241       
tot     0.001596       0.000968       0.001570       0.000071       0.993000

Band 146   energy = 1.45517 eV
atom    s              p_x            p_y            p_z            tot            
18      0.000000       0.000004       0.000000       0.000121       0.000125       
42      0.000000       0.000000       0.000289       0.000004       0.000293       
59      0.000000       0.000100       0.000000       0.000100       0.000200       
71      0.000000       0.000361       0.000000       0.000049       0.000410       
165     0.000121       0.000000       0.000009       0.000004       0.000134       
201     0.000676       0.000000       0.000000       0.000001       0.000677       
tot     0.001592       0.000963       0.000667       0.001011       0.993000

Band 147   energy = 1.98660 eV
atom    s              p_x            p_y            p_z            tot            
10      0.000529       0.000000       0.000000       0.000000       0.000529       
49      0.000529       0.000000       0.000000       0.000000       0.000529       
74      0.000529       0.000000       0.000000       0.000000       0.000529       
116     0.000324       0.000000       0.000000       0.000000       0.000324       
145     0.000196       0.000000       0.000001       0.000000       0.000197       
176     0.000196       0.000001       0.000000       0.000000       0.000197       
tot     0.003108       0.000942       0.000970       0.000733       0.997000

Band 148   energy = 2.20686 eV
atom    s              p_x            p_y            p_z            tot            
2       0.000081       0.000000       0.000000       0.000004       0.000085       
43      0.000100       0.000000       0.000000       0.000001       0.000101       
66      0.000100       0.000000       0.000000       0.000001       0.000101       
161     0.000100       0.000000       0.000000       0.000004       0.000104       
207     0.000100       0.000000       0.000000       0.000004       0.000104       
209     0.000100       0.000000       0.000000       0.000001       0.000101       
tot     0.002275       0.000803       0.000600       0.000646       0.997000

Band 149   energy = 2.20692 eV
atom    s              p_x            p_y            p_z            tot            
53      0.000169       0.000000       0.000001       0.000000       0.000170       
78      0.000169       0.000001       0.000000       0.000000       0.000170       
108     0.000144       0.000000       0.000000       0.000000       0.000144       
146     0.000169       0.000000       0.000000       0.000000       0.000169       
171     0.000169       0.000000       0.000000       0.000000       0.000169       
192     0.000144       0.000000       0.000000       0.000000       0.000144       
tot     0.002303       0.000741       0.000778       0.001001       0.997000

Band 150   energy = 2.21323 eV
atom    s              p_x            p_y            p_z            tot            
27      0.000225       0.000000       0.000000       0.000000       0.000225       
30      0.000225       0.000000       0.000000       0.000000       0.000225       
61      0.000225       0.000000       0.000000       0.000000       0.000225       
159     0.000256       0.000000       0.000000       0.000000       0.000256       
184     0.000256       0.000000       0.000000       0.000000       0.000256       
205     0.000256       0.000000       0.000000       0.000001       0.000257       
tot     0.002069       0.000725       0.000724       0.000684       0.997000

Band 151   energy = 2.24331 eV
atom    s              p_x            p_y            p_z            tot            
20      0.000064       0.000000       0.000000       0.000004       0.000068       
22      0.000064       0.000000       0.000000       0.000004       0.000068       
37      0.000064       0.000000       0.000000       0.000004       0.000068       
64      0.000064       0.000000       0.000000       0.000004       0.000068       
142     0.000064       0.000000       0.000000       0.000004       0.000068       
157     0.000064       0.000000       0.000000       0.000004       0.000068       
tot     0.002424       0.000661       0.000989       0.000326       0.998000

Band 152   energy = 2.26172 eV
atom    s              p_x            p_y            p_z            tot            
5       0.000256       0.000000       0.000000       0.000000       0.000256       
44      0.000256       0.000000       0.000000       0.000000       0.000256       
69      0.000256       0.000000       0.000000       0.000000       0.000256       
90      0.000256       0.000000       0.000000       0.000000       0.000256       
125     0.000256       0.000000       0.000000       0.000001       0.000257       
162     0.000225       0.000000       0.000000       0.000004       0.000229       
tot     0.002371       0.000801       0.000703       0.000893       0.998000

Band 153   energy = 2.27601 eV
atom    s              p_x            p_y            p_z            tot            
11      0.000064       0.000000       0.000000       0.000004       0.000068       
52      0.000081       0.000000       0.000000       0.000004       0.000085       
77      0.000081       0.000000       0.000000       0.000004       0.000085       
118     0.000064       0.000000       0.000000       0.000009       0.000073       
181     0.000064       0.000000       0.000000       0.000009       0.000073       
202     0.000064       0.000000       0.000000       0.000009       0.000073       
tot     0.002206       0.000769       0.000519       0.000712       0.998000

Band 154   energy = 2.27607 eV
atom    s              p_x            p_y            p_z            tot            
1       0.000121       0.000000       0.000000       0.000000       0.000121       
40      0.000121       0.000000       0.000000       0.000000       0.000121       
65      0.000121       0.000000       0.000000       0.000000       0.000121       
86      0.000121       0.000000       0.000000       0.000000       0.000121       
133     0.000121       0.000001       0.000001       0.000000       0.000123       
206     0.000121       0.000004       0.000001       0.000000       0.000126       
tot     0.002154       0.000738       0.000750       0.000929       0.998000

Band 155   energy = 2.27971 eV
atom    s              p_x            p_y            p_z            tot            
19      0.000196       0.000000       0.000000       0.000001       0.000197       
31      0.000169       0.000000       0.000000       0.000001       0.000170       
56      0.000169       0.000000       0.000000       0.000001       0.000170       
124     0.000169       0.000000       0.000000       0.000000       0.000169       
154     0.000169       0.000001       0.000000       0.000000       0.000170       
197     0.000196       0.000000       0.000000       0.000000       0.000196       
tot     0.002111       0.000849       0.000977       0.000212       0.998000

Band 156   energy = 2.27973 eV
atom    s              p_x            p_y            p_z            tot            
46      0.000144       0.000000       0.000000       0.000000       0.000144       
80      0.000121       0.000000       0.000000       0.000000       0.000121       
113     0.000121       0.000000       0.000000       0.000001       0.000122       
151     0.000121       0.000000       0.000000       0.000001       0.000122       
173     0.000144       0.000000       0.000000       0.000000       0.000144       
194     0.000121       0.000000       0.000000       0.000001       0.000122       
tot     0.002135       0.000530       0.000734       0.000801       0.998000

Band 157   energy = 2.34726 eV
atom    s              p_x            p_y            p_z            tot            
6       0.000196       0.000000       0.000000       0.000000       0.000196       
17      0.000000       0.000196       0.000000       0.000000       0.000196       
45      0.000196       0.000000       0.000000       0.000001       0.000197       
67      0.000196       0.000000       0.000000       0.000000       0.000196       
88      0.000225       0.000000       0.000000       0.000000       0.000225       
138     0.000361       0.000000       0.000000       0.000000       0.000361       
tot     0.002330       0.000868       0.000794       0.000664       0.997000

Band 158   energy = 2.34728 eV
atom    s              p_x            p_y            p_z            tot            
8       0.000144       0.000000       0.000000       0.000000       0.000144       
38      0.000144       0.000000       0.000000       0.000000       0.000144       
72      0.000144       0.000000       0.000000       0.000001       0.000145       
84      0.000169       0.000000       0.000000       0.000000       0.000169       
165     0.000289       0.000000       0.000000       0.000000       0.000289       
201     0.000144       0.000000       0.000000       0.000000       0.000144       
tot     0.002323       0.000737       0.000958       0.000663       0.997000

Band 159   energy = 3.30070 eV
atom    s              p_x            p_y            p_z            tot            
18      0.000001       0.000000       0.000000       0.000144       0.000145       
