# Extracted band/energy data from diamond_pd_projwfc.out
# nkstot   = 2
# nbnd     = 863
# natomwfc = 860
# n_atoms  = 215

# Total k-point blocks found in file = 2
# Analysis mode = SPIN POLARIZED

============================================================
SPIN UP
============================================================

--- k-point 1  (k = 0.0000000000 0.0000000000 0.0000000000) ---

Band 1   energy = -8.33528 eV

Band 188   energy = 4.43465 eV
atom    s              p_x            p_y            p_z            tot            
2       0.000004       0.000064       0.000000       0.000000       0.000068       
145     0.000121       0.000001       0.000000       0.000000       0.000122       
159     0.000121       0.000000       0.000000       0.000000       0.000121       
176     0.000121       0.000001       0.000001       0.000000       0.000123       
184     0.000100       0.000000       0.000000       0.000000       0.000100       
209     0.000000       0.000000       0.000000       0.000081       0.000081       
tot     0.001375       0.000631       0.000589       0.001002       0.998000

Band 189   energy = 4.44595 eV
atom    s              p_x            p_y            p_z            tot            
36      0.000121       0.000009       0.000000       0.000000       0.000130       
38      0.000064       0.000016       0.000000       0.000000       0.000080       
63      0.000081       0.000000       0.000004       0.000001       0.000086       
87      0.000004       0.000001       0.000001       0.000121       0.000127       
116     0.000000       0.000049       0.000025       0.000000       0.000074       
118     0.000000       0.000144       0.000000       0.000009       0.000153       
tot     0.001298       0.000888       0.000775       0.000548       0.998000

Band 190   energy = 4.44598 eV
atom    s              p_x            p_y            p_z            tot            
9       0.000169       0.000000       0.000000       0.000009       0.000178       
23      0.000081       0.000000       0.000000       0.000016       0.000097       
98      0.000004       0.000064       0.000049       0.000000       0.000117       
103     0.000100       0.000000       0.000000       0.000016       0.000116       
129     0.000000       0.000000       0.000000       0.000289       0.000289       
206     0.000081       0.000000       0.000000       0.000016       0.000097       
tot     0.001300       0.000630       0.000744       0.000925       0.998000

Band 191   energy = 4.45043 eV
atom    s              p_x            p_y            p_z            tot            
6       0.000100       0.000000       0.000004       0.000000       0.000104       
8       0.000100       0.000004       0.000001       0.000000       0.000105       
35      0.000100       0.000000       0.000000       0.000004       0.000104       
45      0.000100       0.000000       0.000000       0.000001       0.000101       
60      0.000100       0.000000       0.000001       0.000000       0.000101       
72      0.000100       0.000001       0.000001       0.000000       0.000102       
tot     0.001674       0.000881       0.000770       0.001088       0.998000

Band 192   energy = 4.46795 eV
atom    s              p_x            p_y            p_z            tot            
5       0.000121       0.000001       0.000000       0.000016       0.000138       
10      0.000225       0.000000       0.000000       0.000016       0.000241       
27      0.000081       0.000016       0.000001       0.000004       0.000102       
45      0.000000       0.000100       0.000016       0.000004       0.000120       
117     0.000121       0.000000       0.000001       0.000049       0.000171       
124     0.000121       0.000000       0.000004       0.000000       0.000125       
tot     0.001456       0.000636       0.000673       0.001017       0.998000

Band 193   energy = 4.46797 eV
atom    s              p_x            p_y            p_z            tot            
8       0.000000       0.000000       0.000000       0.000196       0.000196       
35      0.000000       0.000144       0.000009       0.000000       0.000153       
69      0.000121       0.000001       0.000001       0.000009       0.000132       
74      0.000256       0.000000       0.000004       0.000001       0.000261       
100     0.000000       0.000036       0.000000       0.000121       0.000157       
126     0.000121       0.000000       0.000049       0.000000       0.000170       
tot     0.001482       0.000733       0.000450       0.001305       0.998000

Band 194   energy = 4.49256 eV
atom    s              p_x            p_y            p_z            tot            
36      0.000100       0.000081       0.000000       0.000001       0.000182       
63      0.000100       0.000000       0.000100       0.000000       0.000200       
90      0.000000       0.000036       0.000004       0.000256       0.000296       
99      0.000169       0.000004       0.000000       0.000025       0.000198       
116     0.000529       0.000004       0.000000       0.000016       0.000549       
125     0.000016       0.000025       0.000004       0.000169       0.000214       
tot     0.001593       0.000844       0.000821       0.001060       0.998000

Band 195   energy = 4.49674 eV
atom    s              p_x            p_y            p_z            tot            
33      0.000144       0.000000       0.000000       0.000009       0.000153       
105     0.000000       0.000000       0.000000       0.000144       0.000144       
131     0.000121       0.000004       0.000000       0.000000       0.000125       
139     0.000121       0.000004       0.000000       0.000016       0.000141       
150     0.000000       0.000121       0.000000       0.000000       0.000121       
168     0.000225       0.000000       0.000000       0.000004       0.000229       
tot     0.001623       0.001043       0.000650       0.001035       0.998000

Band 196   energy = 4.49681 eV
atom    s              p_x            p_y            p_z            tot            
1       0.000100       0.000000       0.000001       0.000009       0.000110       
18      0.000169       0.000004       0.000000       0.000000       0.000173       
33      0.000004       0.000000       0.000144       0.000000       0.000148       
108     0.000169       0.000000       0.000000       0.000009       0.000178       
124     0.000009       0.000000       0.000000       0.000121       0.000130       
192     0.000289       0.000000       0.000000       0.000000       0.000289       
tot     0.001624       0.000741       0.000843       0.001019       0.998000

Band 197   energy = 4.50153 eV
atom    s              p_x            p_y            p_z            tot            
19      0.000009       0.000001       0.000016       0.000169       0.000195       
46      0.000009       0.000324       0.000000       0.000000       0.000333       
73      0.000009       0.000000       0.000289       0.000000       0.000298       
99      0.000400       0.000001       0.000000       0.000009       0.000410       
125     0.000676       0.000001       0.000000       0.000009       0.000686       
170     0.000000       0.000225       0.000000       0.000000       0.000225       
tot     0.001851       0.001038       0.000987       0.000930       0.998000

Band 198   energy = 4.52831 eV
atom    s              p_x            p_y            p_z            tot            
5       0.000000       0.000000       0.000004       0.000100       0.000104       
15      0.000169       0.000000       0.000001       0.000000       0.000170       
59      0.000256       0.000000       0.000016       0.000000       0.000272       
112     0.000256       0.000000       0.000025       0.000000       0.000281       
165     0.000000       0.000000       0.000100       0.000016       0.000116       
189     0.000001       0.000121       0.000000       0.000000       0.000122       
tot     0.001579       0.001034       0.000929       0.000583       0.998000

Band 199   energy = 4.52834 eV
atom    s              p_x            p_y            p_z            tot            
6       0.000016       0.000100       0.000000       0.000000       0.000116       
17      0.000256       0.000001       0.000000       0.000000       0.000257       
32      0.000256       0.000000       0.000000       0.000000       0.000256       
45      0.000016       0.000000       0.000000       0.000081       0.000097       
138     0.000000       0.000100       0.000000       0.000025       0.000125       
191     0.000025       0.000000       0.000081       0.000000       0.000106       
tot     0.001685       0.000948       0.001020       0.000724       0.998000

Band 200   energy = 4.52836 eV
atom    s              p_x            p_y            p_z            tot            
42      0.000196       0.000009       0.000000       0.000000       0.000205       
44      0.000000       0.000121       0.000000       0.000000       0.000121       
69      0.000000       0.000000       0.000144       0.000000       0.000144       
71      0.000196       0.000000       0.000009       0.000000       0.000205       
121     0.000225       0.000009       0.000000       0.000000       0.000234       
123     0.000196       0.000000       0.000016       0.000000       0.000212       
tot     0.001643       0.000727       0.000815       0.001018       0.998000

Band 201   energy = 4.77565 eV
atom    s              p_x            p_y            p_z            tot            
15      0.000016       0.000000       0.000676       0.000000       0.000692       
33      0.000016       0.000064       0.000009       0.000256       0.000345       
59      0.000009       0.000009       0.000081       0.000256       0.000355       
84      0.000000       0.000225       0.000000       0.000000       0.000225       
165     0.000900       0.000000       0.000000       0.000000       0.000900       
176     0.000025       0.000324       0.000000       0.000000       0.000349       
tot     0.001827       0.001437       0.001423       0.001174       0.998000

Band 202   energy = 4.77575 eV
atom    s              p_x            p_y            p_z            tot            
17      0.000004       0.000289       0.000000       0.000001       0.000294       
18      0.000016       0.000016       0.000009       0.000289       0.000330       
42      0.000009       0.000001       0.000441       0.000000       0.000451       
71      0.000009       0.000529       0.000001       0.000000       0.000539       
138     0.000361       0.000000       0.000000       0.000000       0.000361       
201     0.000729       0.000000       0.000000       0.000000       0.000729       
tot     0.001869       0.001445       0.001495       0.001324       0.998000

Band 203   energy = 5.22194 eV
atom    s              p_x            p_y            p_z            tot            
100     0.000000       0.000000       0.000144       0.000000       0.000144       
144     0.000000       0.000000       0.000144       0.000000       0.000144       
145     0.000000       0.000001       0.000289       0.000000       0.000290       
173     0.000000       0.000144       0.000000       0.000000       0.000144       
176     0.000000       0.000256       0.000000       0.000004       0.000260       
188     0.000000       0.000009       0.000049       0.000081       0.000139       
tot     0.000001       0.001669       0.002280       0.000568       0.997000

Band 204   energy = 5.22374 eV
atom    s              p_x            p_y            p_z            tot            
14      0.000000       0.000000       0.000121       0.000064       0.000185       
41      0.000000       0.000196       0.000025       0.000000       0.000221       
73      0.000000       0.000100       0.000000       0.000025       0.000125       
159     0.000000       0.000121       0.000000       0.000025       0.000146       
179     0.000000       0.000000       0.000100       0.000025       0.000125       
215     0.000000       0.000289       0.000004       0.000100       0.000393       
tot     0.000000       0.001989       0.001913       0.000662       0.997000

Band 205   energy = 5.22376 eV
atom    s              p_x            p_y            p_z            tot            
68      0.000000       0.000000       0.000484       0.000000       0.000484       
75      0.000000       0.000000       0.000121       0.000000       0.000121       
90      0.000000       0.000004       0.000100       0.000000       0.000104       
127     0.000000       0.000004       0.000256       0.000000       0.000260       
149     0.000000       0.000121       0.000000       0.000000       0.000121       
215     0.000000       0.000016       0.000576       0.000000       0.000592       
tot     0.000001       0.001517       0.003015       0.000533       0.997000

Band 206   energy = 5.25490 eV
atom    s              p_x            p_y            p_z            tot            
47      0.000000       0.000121       0.000004       0.000000       0.000125       
82      0.000000       0.000004       0.000000       0.000121       0.000125       
91      0.000000       0.000004       0.000000       0.000144       0.000148       
104     0.000000       0.000004       0.000000       0.000100       0.000104       
130     0.000000       0.000036       0.000064       0.000004       0.000104       
132     0.000000       0.000100       0.000025       0.000004       0.000129       
tot     0.000001       0.001795       0.001210       0.001230       0.998000

Band 207   energy = 5.25492 eV
atom    s              p_x            p_y            p_z            tot            
55      0.000000       0.000025       0.000081       0.000000       0.000106       
109     0.000000       0.000000       0.000000       0.000225       0.000225       
110     0.000000       0.000000       0.000000       0.000121       0.000121       
111     0.000000       0.000001       0.000001       0.000144       0.000146       
126     0.000000       0.000001       0.000000       0.000121       0.000122       
128     0.000000       0.000000       0.000000       0.000169       0.000169       
tot     0.000000       0.000694       0.000623       0.003353       0.998000

Band 208   energy = 5.25602 eV
atom    s              p_x            p_y            p_z            tot            
37      0.000000       0.000004       0.000000       0.000121       0.000125       
53      0.000000       0.000004       0.000000       0.000121       0.000125       
64      0.000000       0.000000       0.000000       0.000169       0.000169       
78      0.000000       0.000000       0.000000       0.000144       0.000144       
190     0.000000       0.000004       0.000000       0.000121       0.000125       
194     0.000000       0.000000       0.000000       0.000144       0.000144       
tot     0.000000       0.001051       0.000686       0.002879       0.998000

Band 209   energy = 5.26380 eV
atom    s              p_x            p_y            p_z            tot            
74      0.000000       0.000001       0.000121       0.000000       0.000122       
99      0.000001       0.000025       0.000004       0.000169       0.000199       
116     0.000004       0.000016       0.000004       0.000121       0.000145       
117     0.000000       0.000000       0.000000       0.000169       0.000169       
125     0.000000       0.000025       0.000004       0.000144       0.000173       
128     0.000000       0.000100       0.000000       0.000009       0.000109       
tot     0.000008       0.001030       0.000758       0.002074       0.997000

Band 210   energy = 5.27379 eV
atom    s              p_x            p_y            p_z            tot            
91      0.000000       0.000100       0.000100       0.000000       0.000200       
134     0.000000       0.000000       0.000289       0.000000       0.000289       
143     0.000000       0.000000       0.000256       0.000000       0.000256       
152     0.000000       0.000000       0.000225       0.000000       0.000225       
161     0.000000       0.000289       0.000000       0.000000       0.000289       
179     0.000000       0.000225       0.000000       0.000009       0.000234       
tot     0.000000       0.001821       0.002580       0.000563       0.997000

Band 211   energy = 5.27383 eV
atom    s              p_x            p_y            p_z            tot            
100     0.000000       0.000144       0.000001       0.000025       0.000170       
101     0.000000       0.000196       0.000000       0.000009       0.000205       
149     0.000000       0.000004       0.000196       0.000000       0.000200       
171     0.000000       0.000169       0.000009       0.000000       0.000178       
172     0.000000       0.000196       0.000009       0.000001       0.000206       
206     0.000000       0.000000       0.000025       0.000169       0.000194       
tot     0.000001       0.001513       0.001494       0.001355       0.997000

Band 212   energy = 5.28733 eV
atom    s              p_x            p_y            p_z            tot            
1       0.000000       0.000121       0.000121       0.000000       0.000242       
52      0.000000       0.000000       0.000324       0.000016       0.000340       
75      0.000000       0.000196       0.000000       0.000049       0.000245       
158     0.000000       0.000225       0.000000       0.000064       0.000289       
181     0.000000       0.000000       0.000400       0.000016       0.000416       
214     0.000000       0.000121       0.000144       0.000000       0.000265       
tot     0.000000       0.001926       0.002602       0.000608       0.998000

Band 213   energy = 5.29338 eV
atom    s              p_x            p_y            p_z            tot            
1       0.000000       0.000004       0.000000       0.000121       0.000125       
10      0.000000       0.000016       0.000001       0.000100       0.000117       
19      0.000000       0.000025       0.000004       0.000361       0.000390       
188     0.000000       0.000004       0.000000       0.000196       0.000200       
205     0.000000       0.000004       0.000000       0.000169       0.000173       
214     0.000000       0.000049       0.000004       0.000225       0.000278       
tot     0.000002       0.001060       0.000798       0.002476       0.997000

Band 214   energy = 5.29340 eV
atom    s              p_x            p_y            p_z            tot            
44      0.000000       0.000000       0.000000       0.000121       0.000121       
46      0.000000       0.000025       0.000000       0.000144       0.000169       
69      0.000000       0.000009       0.000000       0.000169       0.000178       
73      0.000000       0.000016       0.000009       0.000289       0.000314       
74      0.000000       0.000016       0.000001       0.000081       0.000098       
158     0.000000       0.000064       0.000004       0.000121       0.000189       
tot     0.000001       0.001079       0.000686       0.002525       0.997000

Band 215   energy = 5.32821 eV
atom    s              p_x            p_y            p_z            tot            
13      0.000000       0.000000       0.000100       0.000004       0.000104       
36      0.000000       0.000016       0.000100       0.000000       0.000116       
40      0.000000       0.000004       0.000100       0.000000       0.000104       
117     0.000000       0.000004       0.000016       0.000081       0.000101       
195     0.000000       0.000000       0.000121       0.000000       0.000121       
202     0.000000       0.000000       0.000100       0.000000       0.000100       
tot     0.000000       0.001417       0.001896       0.000642       0.998000

Band 216   energy = 5.32822 eV
atom    s              p_x            p_y            p_z            tot            
45      0.000000       0.000121       0.000000       0.000000       0.000121       
63      0.000000       0.000000       0.000169       0.000004       0.000173       
74      0.000000       0.000000       0.000196       0.000000       0.000196       
77      0.000000       0.000000       0.000100       0.000009       0.000109       
116     0.000000       0.000025       0.000081       0.000000       0.000106       
126     0.000000       0.000001       0.000144       0.000000       0.000145       
tot     0.000000       0.001457       0.001985       0.000625       0.998000

Band 217   energy = 5.40849 eV
atom    s              p_x            p_y            p_z            tot            
9       0.000000       0.000004       0.000000       0.000121       0.000125       
13      0.000000       0.000081       0.000000       0.000009       0.000090       
83      0.000000       0.000081       0.000000       0.000016       0.000097       
85      0.000000       0.000000       0.000036       0.000049       0.000085       
91      0.000000       0.000049       0.000025       0.000009       0.000083       
203     0.000000       0.000064       0.000000       0.000016       0.000080       
tot     0.000008       0.001336       0.000733       0.001436       0.997000

Band 218   energy = 5.40856 eV
atom    s              p_x            p_y            p_z            tot            
40      0.000000       0.000000       0.000000       0.000225       0.000225       
65      0.000000       0.000001       0.000000       0.000196       0.000197       
97      0.000000       0.000000       0.000000       0.000121       0.000121       
102     0.000000       0.000000       0.000000       0.000144       0.000144       
104     0.000000       0.000000       0.000000       0.000196       0.000196       
106     0.000000       0.000009       0.000000       0.000144       0.000153       
tot     0.000004       0.000651       0.000534       0.003188       0.997000

Band 219   energy = 5.41666 eV
atom    s              p_x            p_y            p_z            tot            
24      0.000000       0.000004       0.000000       0.000121       0.000125       
26      0.000000       0.000001       0.000000       0.000121       0.000122       
79      0.000000       0.000000       0.000000       0.000081       0.000081       
146     0.000000       0.000004       0.000004       0.000081       0.000089       
207     0.000000       0.000009       0.000000       0.000081       0.000090       
209     0.000000       0.000004       0.000001       0.000081       0.000086       
tot     0.000000       0.000879       0.000533       0.002242       0.997000

Band 220   energy = 5.43108 eV
atom    s              p_x            p_y            p_z            tot            
87      0.000000       0.000121       0.000004       0.000025       0.000150       
89      0.000000       0.000009       0.000196       0.000000       0.000205       
139     0.000000       0.000001       0.000121       0.000000       0.000122       
159     0.000000       0.000001       0.000289       0.000000       0.000290       
184     0.000000       0.000256       0.000000       0.000004       0.000260       
205     0.000000       0.000009       0.000036       0.000081       0.000126       
tot     0.000009       0.001630       0.002211       0.000596       0.997000

Band 221   energy = 5.43231 eV
atom    s              p_x            p_y            p_z            tot            
12      0.000000       0.000000       0.000081       0.000000       0.000081       
33      0.000000       0.000000       0.000081       0.000004       0.000085       
43      0.000000       0.000000       0.000081       0.000004       0.000085       
53      0.000000       0.000000       0.000081       0.000004       0.000085       
162     0.000000       0.000000       0.000081       0.000004       0.000085       
168     0.000000       0.000000       0.000100       0.000004       0.000104       
tot     0.000000       0.001480       0.002039       0.000405       0.997000

Band 222   energy = 5.47064 eV
atom    s              p_x            p_y            p_z            tot            
30      0.000000       0.000121       0.000000       0.000004       0.000125       
110     0.000000       0.000121       0.000000       0.000000       0.000121       
114     0.000000       0.000000       0.000144       0.000000       0.000144       
151     0.000000       0.000000       0.000001       0.000100       0.000101       
170     0.000000       0.000025       0.000001       0.000064       0.000090       
178     0.000000       0.000000       0.000000       0.000100       0.000100       
tot     0.000010       0.001264       0.001041       0.001618       0.997000

Band 223   energy = 5.47067 eV
atom    s              p_x            p_y            p_z            tot            
23      0.000000       0.000016       0.000001       0.000121       0.000138       
27      0.000000       0.000000       0.000000       0.000256       0.000256       
133     0.000000       0.000004       0.000025       0.000081       0.000110       
154     0.000000       0.000144       0.000000       0.000000       0.000144       
185     0.000000       0.000000       0.000121       0.000001       0.000122       
206     0.000000       0.000016       0.000000       0.000196       0.000212       
tot     0.000008       0.001071       0.000799       0.002038       0.997000

Band 224   energy = 5.50130 eV
atom    s              p_x            p_y            p_z            tot            
38      0.000000       0.000144       0.000000       0.000000       0.000144       
44      0.000000       0.000169       0.000000       0.000000       0.000169       
69      0.000000       0.000000       0.000169       0.000000       0.000169       
84      0.000000       0.000196       0.000000       0.000016       0.000212       
90      0.000004       0.000049       0.000009       0.000289       0.000351       
107     0.000000       0.000000       0.000000       0.000289       0.000289       
tot     0.000110       0.001393       0.001063       0.002145       0.997000

Band 225   energy = 5.51917 eV
atom    s              p_x            p_y            p_z            tot            
26      0.000000       0.000100       0.000000       0.000000       0.000100       
101     0.000016       0.000016       0.000144       0.000000       0.000176       
145     0.000000       0.000000       0.000121       0.000000       0.000121       
149     0.000000       0.000000       0.000169       0.000000       0.000169       
158     0.000036       0.000000       0.000121       0.000001       0.000158       
172     0.000000       0.000121       0.000009       0.000000       0.000130       
tot     0.000080       0.001445       0.001933       0.000533       0.997000

Band 226   energy = 5.51918 eV
atom    s              p_x            p_y            p_z            tot            
2       0.000000       0.000000       0.000081       0.000000       0.000081       
19      0.000000       0.000064       0.000036       0.000000       0.000100       
39      0.000000       0.000000       0.000121       0.000000       0.000121       
70      0.000000       0.000100       0.000000       0.000000       0.000100       
82      0.000016       0.000016       0.000025       0.000049       0.000106       
214     0.000049       0.000000       0.000004       0.000169       0.000222       
tot     0.000081       0.001206       0.001361       0.001010       0.997000

Band 227   energy = 5.62249 eV
atom    s              p_x            p_y            p_z            tot            
84      0.000000       0.000529       0.000001       0.000009       0.000539       
88      0.000000       0.000004       0.000625       0.000000       0.000629       
99      0.000000       0.000144       0.000016       0.000900       0.001060       
125     0.000004       0.000121       0.000016       0.000729       0.000870       
158     0.000064       0.000000       0.000441       0.000001       0.000506       
181     0.000064       0.000484       0.000000       0.000000       0.000548       
tot     0.000389       0.001837       0.001785       0.002665       0.996000

Band 228   energy = 5.71114 eV
atom    s              p_x            p_y            p_z            tot            
41      0.000000       0.000324       0.000000       0.000009       0.000333       
52      0.000009       0.000121       0.000000       0.000000       0.000130       
68      0.000000       0.000000       0.000225       0.000000       0.000225       
87      0.000000       0.000000       0.000000       0.000121       0.000121       
166     0.000000       0.000000       0.000000       0.000144       0.000144       
215     0.000000       0.000361       0.000121       0.000004       0.000486       
tot     0.000198       0.001328       0.001236       0.001596       0.996000

Band 229   energy = 5.71115 eV
atom    s              p_x            p_y            p_z            tot            
14      0.000000       0.000025       0.000049       0.000121       0.000195       
87      0.000000       0.000000       0.000121       0.000000       0.000121       
89      0.000000       0.000121       0.000000       0.000000       0.000121       
107     0.000000       0.000081       0.000049       0.000000       0.000130       
186     0.000000       0.000144       0.000000       0.000000       0.000144       
215     0.000000       0.000025       0.000324       0.000081       0.000430       
tot     0.000220       0.001492       0.001601       0.000703       0.996000

Band 230   energy = 5.81098 eV
atom    s              p_x            p_y            p_z            tot            
76      0.000000       0.000100       0.000004       0.000000       0.000104       
92      0.000000       0.000144       0.000000       0.000000       0.000144       
137     0.000000       0.000004       0.000121       0.000000       0.000125       
160     0.000004       0.000004       0.000100       0.000000       0.000108       
162     0.000000       0.000144       0.000000       0.000000       0.000144       
187     0.000004       0.000169       0.000000       0.000000       0.000173       
tot     0.000132       0.001570       0.001501       0.000427       0.996000

Band 231   energy = 5.81098 eV
atom    s              p_x            p_y            p_z            tot            
64      0.000000       0.000000       0.000000       0.000100       0.000100       
103     0.000000       0.000001       0.000016       0.000100       0.000117       
166     0.000000       0.000000       0.000121       0.000000       0.000121       
192     0.000000       0.000000       0.000000       0.000121       0.000121       
196     0.000004       0.000000       0.000001       0.000144       0.000149       
210     0.000000       0.000000       0.000004       0.000121       0.000125       
tot     0.000119       0.000869       0.001148       0.001437       0.996000

Band 232   energy = 5.81648 eV
atom    s              p_x            p_y            p_z            tot            
75      0.000025       0.000001       0.000256       0.000000       0.000282       
90      0.000025       0.000025       0.000004       0.000196       0.000250       
108     0.000000       0.000000       0.000009       0.000225       0.000234       
116     0.000004       0.000025       0.000004       0.000196       0.000229       
127     0.000000       0.000000       0.000324       0.000001       0.000325       
131     0.000000       0.000361       0.000000       0.000000       0.000361       
tot     0.000458       0.001419       0.001562       0.001258       0.997000

Band 233   energy = 5.82684 eV
atom    s              p_x            p_y            p_z            tot            
2       0.000000       0.000100       0.000000       0.000000       0.000100       
53      0.000000       0.000000       0.000000       0.000121       0.000121       
66      0.000000       0.000081       0.000000       0.000004       0.000085       
78      0.000000       0.000000       0.000004       0.000081       0.000085       
202     0.000000       0.000000       0.000000       0.000121       0.000121       
204     0.000000       0.000000       0.000000       0.000100       0.000100       
tot     0.000144       0.001144       0.001018       0.001533       0.996000

Band 234   energy = 5.83484 eV
atom    s              p_x            p_y            p_z            tot            
92      0.000000       0.000001       0.000004       0.000144       0.000149       
105     0.000000       0.000000       0.000001       0.000121       0.000122       
118     0.000000       0.000081       0.000000       0.000025       0.000106       
154     0.000000       0.000000       0.000001       0.000100       0.000101       
162     0.000001       0.000000       0.000004       0.000169       0.000174       
169     0.000000       0.000000       0.000000       0.000100       0.000100       
tot     0.000141       0.000920       0.001147       0.001711       0.996000

Band 235   energy = 5.83486 eV
atom    s              p_x            p_y            p_z            tot            
31      0.000000       0.000121       0.000000       0.000000       0.000121       
36      0.000000       0.000000       0.000100       0.000004       0.000104       
44      0.000000       0.000000       0.000081       0.000004       0.000085       
51      0.000000       0.000100       0.000000       0.000000       0.000100       
129     0.000000       0.000001       0.000000       0.000144       0.000145       
151     0.000000       0.000100       0.000000       0.000000       0.000100       
tot     0.000142       0.001658       0.000878       0.001238       0.996000

Band 236   energy = 5.85737 eV
atom    s              p_x            p_y            p_z            tot            
6       0.000000       0.000000       0.000000       0.000256       0.000256       
8       0.000000       0.000000       0.000000       0.000225       0.000225       
45      0.000000       0.000196       0.000000       0.000004       0.000200       
113     0.000000       0.000000       0.000256       0.000009       0.000265       
136     0.000000       0.000000       0.000000       0.000225       0.000225       
167     0.000000       0.000000       0.000000       0.000196       0.000196       
tot     0.000204       0.001813       0.001806       0.001666       0.996000

Band 237   energy = 5.86748 eV
atom    s              p_x            p_y            p_z            tot            
5       0.000000       0.000004       0.000081       0.000025       0.000110       
44      0.000000       0.000000       0.000049       0.000081       0.000130       
150     0.000000       0.000000       0.000100       0.000004       0.000104       
176     0.000009       0.000016       0.000000       0.000064       0.000089       
184     0.000004       0.000049       0.000000       0.000036       0.000089       
205     0.000004       0.000004       0.000000       0.000121       0.000129       
tot     0.000126       0.000789       0.001257       0.001445       0.996000

Band 238   energy = 5.86749 eV
atom    s              p_x            p_y            p_z            tot            
69      0.000000       0.000049       0.000000       0.000144       0.000193       
74      0.000000       0.000016       0.000004       0.000121       0.000141       
121     0.000000       0.000025       0.000000       0.000100       0.000125       
159     0.000004       0.000009       0.000036       0.000100       0.000149       
175     0.000000       0.000144       0.000004       0.000000       0.000148       
199     0.000000       0.000004       0.000000       0.000144       0.000148       
tot     0.000136       0.001270       0.000609       0.001800       0.996000

Band 239   energy = 5.87484 eV
atom    s              p_x            p_y            p_z            tot            
10      0.000000       0.000064       0.000064       0.000000       0.000128       
49      0.000000       0.000000       0.000169       0.000009       0.000178       
74      0.000000       0.000100       0.000000       0.000025       0.000125       
140     0.000000       0.000121       0.000009       0.000000       0.000130       
211     0.000000       0.000000       0.000196       0.000000       0.000196       
213     0.000000       0.000169       0.000000       0.000000       0.000169       
tot     0.000126       0.001283       0.001306       0.001306       0.996000

Band 240   energy = 5.87734 eV
atom    s              p_x            p_y            p_z            tot            
86      0.000000       0.000001       0.000016       0.000196       0.000213       
95      0.000000       0.000000       0.000361       0.000000       0.000361       
97      0.000001       0.000400       0.000000       0.000000       0.000401       
139     0.000000       0.000004       0.000400       0.000000       0.000404       
168     0.000000       0.000324       0.000001       0.000009       0.000334       
192     0.000000       0.000025       0.000081       0.000081       0.000187       
tot     0.000104       0.001532       0.001752       0.000995       0.996000

Band 241   energy = 5.88731 eV
atom    s              p_x            p_y            p_z            tot            
14      0.000001       0.000000       0.000009       0.000081       0.000091       
19      0.000000       0.000000       0.000000       0.000100       0.000100       
98      0.000000       0.000000       0.000000       0.000169       0.000169       
113     0.000000       0.000000       0.000016       0.000100       0.000116       
124     0.000000       0.000036       0.000064       0.000001       0.000101       
142     0.000000       0.000016       0.000000       0.000100       0.000116       
tot     0.000150       0.001140       0.000784       0.001606       0.996000

Band 242   energy = 5.88732 eV
atom    s              p_x            p_y            p_z            tot            
3       0.000004       0.000001       0.000000       0.000100       0.000105       
63      0.000000       0.000000       0.000144       0.000000       0.000144       
68      0.000004       0.000004       0.000004       0.000064       0.000076       
89      0.000000       0.000000       0.000100       0.000036       0.000136       
115     0.000001       0.000049       0.000004       0.000100       0.000154       
116     0.000000       0.000004       0.000100       0.000000       0.000104       
tot     0.000173       0.000827       0.001182       0.001280       0.996000

Band 243   energy = 5.89689 eV
atom    s              p_x            p_y            p_z            tot            
61      0.000004       0.000004       0.000100       0.000000       0.000108       
92      0.000000       0.000100       0.000000       0.000000       0.000100       
102     0.000004       0.000100       0.000000       0.000000       0.000104       
110     0.000001       0.000225       0.000000       0.000004       0.000230       
114     0.000001       0.000001       0.000289       0.000000       0.000291       
133     0.000001       0.000009       0.000049       0.000064       0.000123       
tot     0.000451       0.001037       0.001143       0.001024       0.997000

Band 244   energy = 5.92075 eV
atom    s              p_x            p_y            p_z            tot            
1       0.000000       0.000025       0.000025       0.000000       0.000050       
52      0.000000       0.000000       0.000081       0.000004       0.000085       
75      0.000000       0.000049       0.000000       0.000016       0.000065       
135     0.000004       0.000000       0.000001       0.000049       0.000054       
181     0.000000       0.000000       0.000064       0.000004       0.000068       
198     0.000004       0.000000       0.000004       0.000049       0.000057       
tot     0.000117       0.001092       0.001248       0.000777       0.996000

Band 245   energy = 5.93243 eV
atom    s              p_x            p_y            p_z            tot            
33      0.000009       0.000000       0.000016       0.000169       0.000194       
95      0.000000       0.000000       0.000000       0.000121       0.000121       
97      0.000000       0.000000       0.000000       0.000256       0.000256       
154     0.000000       0.000081       0.000001       0.000000       0.000082       
198     0.000004       0.000000       0.000000       0.000196       0.000200       
200     0.000016       0.000001       0.000000       0.000169       0.000186       
tot     0.000434       0.000955       0.000672       0.001866       0.997000

Band 246   energy = 5.93249 eV
atom    s              p_x            p_y            p_z            tot            
18      0.000009       0.000064       0.000049       0.000009       0.000131       
86      0.000000       0.000100       0.000025       0.000009       0.000134       
92      0.000000       0.000000       0.000100       0.000000       0.000100       
112     0.000000       0.000004       0.000000       0.000121       0.000125       
117     0.000009       0.000000       0.000000       0.000121       0.000130       
