0.00403821	-1.58202	-0.236648	1.34537	-0.002194	0.003064	0.001451
6.75248	-0.106834	-0.18998	-0.0831461	-3.89989	3.90388	-3.89186
6.74864	-0.107141	-0.188808	-0.0816675	-7.79512	7.79823	-7.79417
6.75248	-0.106833	-0.189996	-0.0831627	2.7489	5.51715	2.75692
9.5619	0.0598266	-0.0631814	-0.123008	-1.1525	9.42419	-1.13419
9.5468	0.0593332	-0.0461621	-0.105495	-19.3588	13.3118	9.27997
6.74871	-0.107135	-0.188857	-0.0817227	5.51032	11.0267	5.51127
9.54688	0.059336	-0.0460982	-0.105434	-12.7058	14.9261	15.933
9.54843	0.059387	-0.0299958	-0.0893829	-2.28494	18.8165	-2.28071
6.7522	-0.106855	-0.237674	-0.130819	-4.7748	0.00227	4.77425
9.55021	0.0594453	-0.156283	-0.215729	-0.406234	20.4344	9.14314
9.54799	0.0593726	-0.131178	-0.190551	-12.5657	7.79845	-3.01807
9.55018	0.0594447	-0.156306	-0.21575	-13.7097	17.2064	-4.16037
11.7435	0.128391	0.161286	0.0328948	-5.9744	9.4126	3.69052
11.7183	0.127912	0.48141	0.353497	-9.76694	13.3237	-0.248814
9.54804	0.0593748	-0.131178	-0.190553	0.734335	11.0256	10.2819
11.7184	0.127914	0.481537	0.353623	-3.17803	14.9225	6.3401
11.7011	0.127584	0.491583	0.363999	-7.06421	18.8156	2.49878
6.7499	-0.107039	-0.243059	-0.136019	-12.9716	28.2269	6.12259
9.54483	0.0592692	-0.2242	-0.28347	-5.18097	20.4279	13.9164
9.54737	0.0593525	-0.205769	-0.265122	-17.3389	7.79848	1.75269
9.54479	0.0592686	-0.224227	-0.283495	-18.4815	17.2007	0.615852
11.6713	0.127006	-0.198003	-0.32501	-10.6991	9.39618	8.41921
11.7184	0.127915	-0.0830898	-0.211005	-14.5581	13.3017	4.50749
9.54742	0.0593547	-0.205795	-0.265149	-4.0365	11.0262	15.0551
11.7184	0.127917	-0.0830776	-0.210994	-7.93014	14.9099	11.1354
11.6914	0.127396	-0.0594129	-0.186809	-11.8287	18.8205	7.26208
4.77779	-0.349421	-0.20592	0.143501	-1.01144	2.76154	3.76539
8.29117	0.00707788	-0.0833956	-0.0904735	-4.91613	6.67551	-0.11296
8.26851	0.00584928	-0.0596209	-0.0654702	-8.80339	10.5552	-4.02859
10.6729	0.0443978	-0.131252	-0.17565	1.7421	8.27234	6.52095
12.6396	0.116791	0.481354	0.364564	-2.18383	12.2063	2.62977
12.6241	0.11614	0.491436	0.375296	-6.0534	16.054	-1.27361
4.77254	-0.350386	-0.18882	0.161566	4.50154	13.7827	9.27607
8.26907	0.00583182	-0.0460681	-0.0518999	0.605475	17.6818	5.3774
8.27039	0.00593244	-0.0299548	-0.0358872	-3.29395	21.5731	1.48496
10.6711	0.0443331	-0.224249	-0.268582	-17.4726	14.4445	-3.14921
12.6105	0.115835	-0.198082	-0.313917	-9.68866	6.63556	4.64817
12.6412	0.116491	-0.0831812	-0.199672	-13.5539	10.5581	0.759647
14.3192	0.124914	-0.156233	-0.281147	-14.7178	19.9604	-0.39839
15.7806	0.162739	0.161464	-0.00127485	-6.95813	12.1002	7.36183
15.8043	0.1629	0.481631	0.318731	-10.7707	16.066	3.49723
10.6738	0.044385	-0.189846	-0.234231	-0.275781	13.7807	14.0451
